id,title,rating,genre,age,runtime,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
3627,Australia,PG-13,Adventure,16,long,very-high,6.6,False,False,mid,True,False,46.0,2,True,False,6.937456579310345,31.0,14,True,True,2.121688252025618
3628,Yes Man,PG-13,Comedy,16,medium,very-high,6.8,False,False,high,False,False,44.0,3,False,False,4.435179672360973,41.0,16,True,False,5.011662100048744
3629,Body of Lies,R,Action,16,long,very-high,7.1,False,False,mid,False,False,71.0,15,True,False,1.908118661951278,46.0,11,True,False,4.19497914844639
3630,Disaster Movie,PG-13,Comedy,16,short,high,1.9,False,True,mid,False,False,38.0,1,False,True,4.3619079,34.0,0,False,False,0.0
3631,Superhero Movie,PG-13,Action,16,short,high,4.6,False,True,mid,False,False,37.0,1,False,False,0.013276,36.0,0,False,False,0.0
3632,Ponyo,G,Animation,16,medium,very-high,7.7,True,False,high,False,False,67.0,4,True,False,11.386250852447844,22.0,7,True,False,1.8716388135599693
3633,Jumper,PG-13,Action,16,short,very-high,6.1,False,False,mid,False,False,43.0,4,True,False,8.04870146439394,39.0,5,True,False,3.7103708370327952
3634,Speed Racer,PG,Action,16,long,high,6.0,False,False,low,True,False,43.0,4,True,False,4.010544583492063,27.0,2,True,False,2.4968309399999997
3635,The Bank Job,R,Crime,16,medium,very-high,7.2,False,False,high,False,False,63.0,9,True,False,2.2483974959847455,23.0,4,False,True,2.1678975360863095
3636,Street Kings,R,Action,16,medium,very-high,6.8,False,False,high,False,False,40.0,1,False,False,2.984854,41.0,17,True,False,2.951484903866201
3637,Get Smart,PG-13,Action,16,medium,very-high,6.5,False,False,mid,False,False,46.0,6,False,True,2.0523880191177555,44.0,4,True,True,5.797600291016483
3638,Punisher: War Zone,R,Action,16,medium,high,5.9,False,False,low,False,False,34.0,0,False,False,0.0,46.0,0,False,False,0.0
3639,You Don't Mess with the Zohan,PG-13,Comedy,16,medium,very-high,5.5,False,False,mid,False,False,62.0,7,False,True,3.5187448103339896,44.0,15,True,True,3.0393817908725347
3640,Hellboy II: the Golden Army,PG-13,Action,16,long,very-high,7.0,False,False,mid,False,False,44.0,6,True,False,1.9020345839328963,42.0,2,True,False,0.8023562373737374
3641,"Synecdoche, New York",R,Drama,16,long,high,7.6,True,False,low,False,False,50.0,0,False,False,0.0,58.0,3,False,False,2.854974143915344
3642,Marley & Me,PG,Comedy,16,medium,very-high,7.1,False,False,high,False,False,49.0,1,False,False,9.334460428571429,41.0,4,False,True,3.351167634375
3643,Fool's Gold,PG-13,Action,16,medium,high,5.7,False,False,mid,False,False,53.0,5,False,False,3.562370682912884,40.0,9,True,False,1.4584927403456769
3644,The Secret Life of Bees,PG-13,Drama,16,medium,mid,7.3,False,False,high,False,False,39.0,1,False,False,1.3864059,39.0,2,False,False,0.8938525764705882
3645,Nick and Norah's Infinite Playlist,PG-13,Comedy,16,medium,high,6.6,False,False,high,False,False,32.0,0,False,False,0.0,14.0,1,True,False,8.5406263
3646,The Spiderwick Chronicles,PG,Action,16,medium,high,6.5,False,False,mid,False,False,44.0,5,False,False,3.765034300575678,20.0,2,True,False,1.7334617259689922
3647,Doomsday,R,Action,16,medium,high,5.9,False,False,low,False,False,38.0,0,False,False,0.0,16.0,0,False,False,0.0
3648,Max Payne,PG-13,Action,16,medium,very-high,5.3,False,True,mid,False,False,38.0,3,False,False,2.6236948062962964,32.0,8,True,False,1.754290126403177
3649,The Day the Earth Stood Still,PG-13,Drama,16,medium,very-high,5.5,False,False,mid,False,False,42.0,1,False,False,7.640358105263158,37.0,17,True,False,2.951484903866201
3650,Milk,R,Biography,16,long,very-high,7.5,True,False,mid,False,False,56.0,9,True,True,3.801632677596284,44.0,14,True,True,2.16112687218368
3651,Madagascar: Escape 2 Africa,PG,Animation,16,short,very-high,6.6,False,False,high,True,False,47.0,2,False,False,4.431653559047619,48.0,14,False,True,3.1104763377893945
3652,The Spirit,PG-13,Action,16,medium,high,4.8,False,True,low,False,False,51.0,1,True,False,3.9683455,43.0,0,False,False,0.0
3653,Ghost Town,PG-13,Comedy,16,medium,high,6.7,False,False,mid,False,False,45.0,2,False,False,2.0423693875,36.0,0,False,False,0.0
3654,Bottle Shock,PG-13,Comedy,16,medium,mid,6.8,False,False,low,False,True,46.0,3,False,False,1.873254344011544,47.0,0,False,False,0.0
3655,The Rocker,PG-13,Comedy,16,medium,mid,6.2,False,False,low,False,False,44.0,1,False,False,73.69675685714286,28.0,0,False,False,0.0
3656,Step Up 2: the Streets,PG-13,Drama,16,medium,high,6.2,False,False,high,False,False,29.0,0,False,False,0.0,42.0,0,False,False,0.0
3657,Semi-Pro,R,Comedy,16,medium,high,5.8,False,False,low,False,False,40.0,0,False,False,0.0,23.0,7,True,False,2.763714534906556
3658,Repo! The Genetic Opera,R,Horror,16,medium,mid,6.6,False,False,low,False,True,29.0,3,False,False,22.453272350000002,41.0,0,False,False,0.0
3659,Outlander,R,Action,16,medium,high,6.2,False,False,low,False,False,40.0,0,False,False,0.0,69.0,4,True,False,6.4904062364926745
3660,Saw V,R,Crime,16,medium,very-high,5.8,False,False,high,False,False,45.0,0,False,False,0.0,40.0,0,False,False,0.0
3661,Horton Hears a Who!,G,Animation,16,short,very-high,6.8,False,False,high,False,False,38.0,0,False,False,0.0,50.0,16,True,False,5.011662100048744
3662,The Women,PG-13,Comedy,16,medium,mid,5.0,False,True,high,False,False,60.0,0,False,False,0.0,46.0,4,False,True,1.8306509499358974
3663,Choke,R,Comedy,16,medium,mid,6.4,False,False,mid,False,True,46.0,0,False,False,0.0,47.0,2,True,False,0.5568803333333333
3664,Doubt,PG-13,Drama,16,medium,very-high,7.5,True,False,mid,False,False,58.0,1,False,False,1.57617044,40.0,14,True,False,2.0661649511025044
3665,Bedtime Stories,PG,Adventure,16,medium,high,6.0,False,False,mid,False,False,44.0,6,False,True,3.358950768523247,59.0,15,True,True,3.0393817908725347
3666,"10,000 BC",PG-13,Action,16,medium,very-high,5.1,False,True,mid,True,False,53.0,6,False,True,4.224119604628492,42.0,2,False,True,2.4473040999999998
3667,The Midnight Meat Train,R,Horror,16,medium,high,6.0,False,False,low,False,False,39.0,0,False,False,0.0,22.0,0,False,False,0.0
3668,Drillbit Taylor,PG-13,Action,16,medium,high,5.7,False,False,mid,False,False,46.0,3,False,True,2.6516079949432405,43.0,4,False,True,3.351167634375
3669,Made of Honor,PG-13,Comedy,16,medium,high,5.9,False,False,mid,False,False,55.0,2,False,True,0.6414280208333334,40.0,2,False,False,0.20917592857142858
3670,What Happens in Vegas,PG-13,Comedy,16,medium,very-high,6.1,False,False,high,False,False,39.0,0,False,False,0.0,42.0,4,False,True,5.224439773034292
3671,The Brothers Bloom,PG-13,Action,16,medium,mid,6.8,False,False,low,False,False,35.0,1,False,False,8.310692631578947,36.0,0,False,False,0.0
3672,Inkheart,PG,Adventure,16,medium,high,6.1,False,False,mid,False,False,50.0,3,True,False,1.1732543133378932,38.0,9,False,True,1.9828799111975768
3673,Appaloosa,R,Action,16,medium,high,6.7,False,False,mid,False,False,58.0,1,False,False,1.8324221666666667,40.0,3,True,False,1.1069014841269842
3674,Vantage Point,PG-13,Action,16,medium,very-high,6.6,False,False,high,False,False,45.0,0,False,False,0.0,58.0,14,False,True,1.7854030877402223
3675,W.,PG-13,Biography,16,long,mid,6.3,False,False,mid,False,False,62.0,13,True,False,4.0119048175655365,54.0,0,False,False,0.0
3676,Untraceable,R,Crime,16,medium,mid,6.2,False,False,mid,False,False,64.0,3,True,False,2.026252854736303,40.0,4,False,False,1.5846859976190475
3677,Sunshine Cleaning,R,Comedy,16,medium,high,6.8,False,False,mid,False,True,45.0,0,False,False,0.0,43.0,1,False,False,4.005739247058823
3678,How to Lose Friends & Alienate People,R,Biography,16,medium,high,6.4,False,False,low,False,False,49.0,0,False,False,0.0,34.0,0,False,False,0.0
3679,Transporter 3,PG-13,Action,16,medium,very-high,6.1,False,False,high,False,False,43.0,0,False,False,0.0,38.0,4,False,True,2.1678975360863095
3680,Prom Night,PG-13,Horror,16,short,mid,3.9,False,True,mid,False,False,51.0,0,False,False,0.0,41.0,0,False,False,0.0
3681,High School Musical 3: Senior Year,G,Comedy,16,medium,high,4.9,False,True,high,False,False,58.0,2,False,False,0.8966204226190476,22.0,0,False,False,0.0
3682,Righteous Kill,R,Crime,16,medium,high,6.0,False,False,mid,False,False,59.0,4,True,False,3.522180038825758,21.0,28,True,True,1.4366081808704652
3683,Leatherheads,PG-13,Comedy,16,medium,mid,6.0,False,False,low,False,False,47.0,2,True,False,4.453172297619048,65.0,12,True,False,2.5742933084113333
3684,Meet the Spartans,PG-13,Comedy,16,short,very-high,2.8,False,True,mid,False,False,38.0,1,False,True,4.3619079,47.0,0,False,False,0.0
3685,Star Wars: The Clone Wars,PG,Animation,16,medium,high,5.9,False,False,high,False,True,34.0,0,False,False,0.0,32.0,0,False,False,0.0
3686,Mirrors,R,Horror,16,medium,very-high,6.1,False,False,mid,False,False,30.0,1,False,False,4.6672872,25.0,3,False,True,1.4025503060897435
3687,Harold & Kumar Escape from Guantanamo Bay,R,Adventure,16,medium,very-high,6.6,False,False,high,False,False,31.0,0,False,False,0.0,42.0,1,False,False,2.6596564444444444
3688,Baby Mama,PG-13,Comedy,16,medium,mid,6.0,False,False,mid,False,False,37.0,0,False,False,0.0,36.0,0,False,False,0.0
3689,Nim's Island,PG,Adventure,16,medium,mid,6.0,False,False,mid,False,False,39.0,0,False,False,0.0,38.0,9,True,False,3.7434943182065976
3690,City of Ember,PG,Adventure,16,medium,high,6.5,False,False,low,False,False,32.0,1,False,False,1.89148324,46.0,0,False,False,0.0
3691,Quarantine,R,Horror,16,short,high,5.9,False,False,high,False,False,36.0,0,False,False,0.0,14.0,0,False,False,0.0
3692,Bangkok Dangerous,R,Action,16,medium,high,5.4,False,True,low,False,False,43.0,1,False,True,3.44126325,29.0,27,True,True,3.8554015216048474
3693,Nights in Rodanthe,PG-13,Drama,16,medium,mid,6.0,False,False,mid,False,False,54.0,0,False,False,0.0,44.0,4,False,False,1.5846859976190475
3694,Four Christmases,PG-13,Comedy,16,short,high,5.7,False,False,mid,False,False,36.0,0,False,False,0.0,43.0,7,False,True,2.910758761828177
3695,The Sisterhood of the Traveling Pants 2,PG-13,Comedy,16,medium,mid,6.2,False,False,mid,False,False,33.0,0,False,False,0.0,32.0,1,False,False,2.5925966666666667
3696,Pride and Glory,R,Crime,16,long,high,6.6,False,False,mid,False,False,45.0,1,True,False,2.3016324285714287,24.0,3,True,False,3.7689929146464647
3697,Blindness,R,Drama,16,long,high,6.6,False,False,low,False,False,53.0,1,True,False,3.29872388,39.0,5,True,False,1.3405311778128897
3698,Che: Part One,Unrated,Biography,16,long,mid,7.2,False,False,low,False,False,45.0,14,True,True,3.3439434582193597,48.0,1,False,False,0.06779722857142857
3699,Strange Wilderness,R,Adventure,16,short,mid,5.3,False,True,low,False,False,44.0,0,False,False,0.0,43.0,1,False,False,1.5931668695652175
3700,Frost/Nixon,R,Biography,16,long,very-high,7.7,True,False,mid,False,False,54.0,16,True,False,4.079734005147794,41.0,0,False,False,0.0
3701,Stop-Loss,R,Drama,16,medium,mid,6.4,False,False,low,False,False,41.0,1,True,False,5.7703035,70.0,4,False,False,1.0452033475238813
3702,Two Lovers,R,Drama,16,medium,mid,7.0,False,False,mid,False,True,39.0,3,False,False,1.0452096035196687,34.0,7,True,False,1.9452255381744743
3703,Babylon A.D.,PG-13,Action,16,medium,high,5.6,False,False,mid,False,False,41.0,2,False,False,3.91645155,34.0,6,False,False,2.5841077302326325
3704,The Good the Bad the Weird,R,Action,16,long,mid,7.3,False,False,high,False,False,44.0,0,False,False,0.0,41.0,2,True,False,0.46336351785714286
3705,Passengers,PG-13,Other,16,medium,mid,5.9,False,False,low,False,False,49.0,0,False,False,0.0,41.0,5,False,False,3.9041153508706885
3706,Shutter,PG-13,Horror,16,short,mid,5.2,False,True,high,False,True,50.0,0,False,False,0.0,26.0,1,False,False,1.4514891428571428
3707,Deception,R,Crime,16,medium,mid,6.1,False,False,low,False,False,41.0,0,False,False,0.0,30.0,3,False,False,1.1810099399528602
3708,The Eye,PG-13,Drama,16,medium,high,5.4,False,True,high,False,False,32.0,0,False,False,0.0,40.0,1,False,True,3.4571330555555555
3709,The Love Guru,PG-13,Comedy,16,short,high,3.8,False,True,low,False,False,28.0,0,False,False,0.0,27.0,10,True,True,4.984469248754782
3710,The Informers,R,Crime,16,medium,mid,5.0,False,True,low,False,False,42.0,1,False,False,0.15337893333333333,45.0,7,True,False,6.266913542446476
3711,The X Files: I Want to Believe,PG-13,Crime,16,medium,high,5.9,False,False,mid,False,False,52.0,0,False,False,0.0,53.0,4,False,False,1.492168178598485
3712,Wendy and Lucy,R,Drama,16,short,mid,7.1,False,False,high,False,True,44.0,1,False,False,1.00349,48.0,0,False,False,0.0
3713,One Missed Call,PG-13,Horror,16,short,mid,4.0,False,True,mid,False,False,41.0,0,False,False,0.0,28.0,3,False,True,1.468504142261905
3714,Transsiberian,R,Crime,16,medium,high,6.7,False,False,low,False,False,44.0,2,True,False,1.3577431666666666,40.0,5,False,False,0.7821335907905383
3715,Lakeview Terrace,PG-13,Crime,16,medium,high,6.1,False,False,mid,False,False,45.0,6,False,True,19.28837932595238,47.0,10,False,True,1.4028208735819425
3716,Fireproof,PG,Drama,16,long,mid,6.5,False,False,high,False,True,38.0,0,False,False,0.0,60.0,1,False,True,1.05601625
3717,Traitor,PG-13,Action,16,medium,high,7.0,False,False,mid,False,False,41.0,0,False,False,0.0,38.0,2,True,False,8.538068778021978
3718,My Best Friend's Girl,R,Comedy,16,medium,mid,5.9,False,False,mid,False,False,58.0,7,False,True,1.6868084600793651,44.0,4,False,False,2.2872865170241172
3719,"New York, I Love You",R,Comedy,16,medium,mid,6.2,False,False,low,False,False,27.0,0,False,False,0.0,29.0,5,True,False,3.2642004242051286
3720,Nothing But the Truth,R,Crime,16,medium,mid,7.2,False,False,low,False,False,46.0,2,False,False,0.7526879930555556,22.0,3,False,False,2.8151107668899527
3721,Cadillac Records,R,Biography,16,medium,mid,7.0,False,False,low,False,False,44.0,0,False,False,0.0,35.0,3,True,False,1.5933608080459771
3722,Pontypool,Unrated,Other,16,medium,mid,6.6,False,False,low,False,True,49.0,0,False,False,0.0,35.0,0,False,False,0.0
3723,Beverly Hills Chihuahua,PG,Adventure,16,medium,mid,3.8,False,True,high,False,False,50.0,6,False,True,3.135680624983466,61.0,10,False,True,1.580438620897436
3724,Waltz with Bashir,R,Animation,16,medium,high,8.0,True,False,high,False,True,46.0,0,False,False,0.0,33.0,0,False,False,0.0
3725,Redbelt,R,Drama,16,medium,mid,6.7,False,False,low,False,True,61.0,3,False,False,0.7039574144633144,46.0,1,False,False,1.3904766
3726,Mad Money,PG-13,Comedy,16,medium,mid,5.8,False,False,mid,False,False,51.0,1,False,False,2.7347866666666665,31.0,5,False,True,0.6269853343434344
3727,The Burning Plain,R,Crime,16,medium,mid,6.8,False,False,low,False,False,50.0,0,False,False,0.0,62.0,4,False,True,2.28757800656298
3728,Brideshead Revisited,PG-13,Drama,16,long,mid,6.7,False,False,low,False,False,48.0,1,False,False,2.267140121212121,33.0,0,False,False,0.0
3729,The Tale of Despereaux,G,Animation,16,medium,mid,6.1,False,False,mid,False,False,43.0,0,False,False,0.0,30.0,11,True,True,4.904060611950271
3730,Pathology,R,Crime,16,medium,mid,6.0,False,False,low,False,True,37.0,0,False,False,0.0,46.0,0,False,False,0.0
3731,Be Kind Rewind,PG-13,Comedy,16,medium,high,6.4,False,False,mid,False,False,45.0,1,True,False,3.70183575,36.0,4,False,False,2.7013036625000004
3732,The Express,PG,Biography,16,long,mid,7.3,False,False,low,False,False,43.0,5,False,False,1.1887137542433863,39.0,0,False,False,0.0
3733,What Just Happened,R,Comedy,16,medium,mid,5.6,False,False,low,False,False,66.0,16,True,True,3.026513679876836,24.0,28,True,True,1.4366081808704652
3734,Meet Dave,PG,Adventure,16,medium,mid,5.0,False,True,low,False,False,45.0,6,False,True,1.810207315625,65.0,23,True,True,3.7848610071343463
3735,Igor,PG,Animation,16,short,mid,6.0,False,False,mid,False,False,41.0,0,False,False,0.0,47.0,15,True,False,1.6476843572325452
3736,The Wackness,R,Comedy,16,medium,mid,7.0,False,False,low,False,True,32.0,0,False,False,0.0,42.0,0,False,False,0.0
3737,Shorts,PG,Adventure,16,short,low,4.7,False,True,low,False,False,40.0,10,False,True,31.770897640541005,22.0,0,False,False,0.0
3738,Frozen River,R,Crime,16,medium,mid,7.1,False,False,high,False,True,44.0,0,False,False,0.0,12.0,0,False,False,0.0
3739,"Surfer, Dude",R,Comedy,16,short,low,4.7,False,True,low,False,True,38.0,0,False,False,0.0,48.0,9,True,False,1.4584927403456769
3740,"Welcome Home, Roscoe Jenkins",PG-13,Comedy,16,medium,mid,5.5,False,False,mid,False,False,38.0,2,False,False,2.7528550155555553,39.0,8,False,True,2.4183276639456
3741,Surveillance,R,Crime,16,medium,mid,6.3,False,False,low,False,True,40.0,0,False,False,0.0,43.0,1,False,False,0.06779722857142857
3742,Inglourious Basterds,R,Adventure,15,long,very-high,8.3,True,False,high,False,False,46.0,6,True,False,7.3370355304311765,43.0,15,True,False,2.5593774962495766
3743,Star Trek,PG-13,Action,15,long,very-high,7.9,True,False,mid,True,False,43.0,1,False,False,2.65652998,46.0,1,False,False,0.925954
3744,Avatar,PG-13,Action,15,long,very-high,7.8,True,False,high,True,False,55.0,6,True,False,6.67084956278429,29.0,0,False,False,0.0
3745,Jennifer's Body,R,Comedy,15,medium,very-high,5.3,False,True,mid,False,False,41.0,2,False,False,1.263027491935484,33.0,0,False,False,0.0
3746,Watchmen,R,Action,15,long,very-high,7.6,True,False,mid,True,False,43.0,2,True,False,5.475115084615385,23.0,0,False,False,0.0
3747,Fast & Furious,PG-13,Action,15,medium,very-high,6.6,False,False,high,False,False,38.0,2,False,False,8.55353794117647,48.0,7,False,False,2.3621111157096033
3748,G.I. Joe: The Rise of Cobra,PG-13,Action,15,medium,very-high,5.8,False,False,mid,True,False,47.0,6,False,False,2.8594560437950602,42.0,15,False,True,1.9197760185575408
3749,The Hangover,R,Comedy,15,medium,very-high,7.7,True,False,high,False,False,39.0,3,False,False,4.651033847222222,55.0,0,False,False,0.0
3750,Harry Potter and the Half-Blood Prince,PG,Action,15,long,very-high,7.6,True,False,high,True,False,46.0,1,True,False,6.281149306666666,40.0,5,True,False,7.048864836471795
3751,He's Just Not That Into You,PG-13,Comedy,15,long,very-high,6.4,False,False,high,False,False,52.0,4,False,True,1.1270805002380953,20.0,0,False,False,0.0
3752,2012,PG-13,Action,15,long,very-high,5.8,False,False,high,True,False,54.0,7,False,True,3.9877272815183,31.0,16,True,False,1.621938797405511
3753,The Lovely Bones,PG-13,Drama,15,long,very-high,6.7,False,False,mid,False,False,48.0,7,True,False,5.1871725985228725,43.0,1,False,False,0.2765382
3754,Zombieland,R,Adventure,15,short,very-high,7.6,True,False,high,False,False,35.0,0,False,False,0.0,39.0,0,False,False,0.0
3755,500 Days of Summer,PG-13,Comedy,15,medium,very-high,7.7,True,False,high,False,True,35.0,0,False,False,0.0,26.0,1,False,False,0.2319944
3756,Sherlock Holmes,PG-13,Action,15,long,very-high,7.6,True,False,high,False,False,41.0,2,False,True,0.7668499722222223,29.0,8,True,False,1.172880927750576
