id,title,rating,genre,age,runtime,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
3442,The Darjeeling Limited,R,Adventure,17,medium,very-high,7.2,False,False,mid,False,False,38.0,4,True,False,1.5222496546825397,43.0,3,False,True,3.7325981166666664
3443,Bridge to Terabithia,PG,Drama,17,medium,very-high,7.1,False,False,high,False,False,55.0,0,False,False,0.0,39.0,1,False,False,1.0012169846153847
3444,The Nanny Diaries,PG-13,Comedy,17,medium,high,6.2,False,False,mid,False,False,44.0,0,False,False,0.0,15.0,6,True,False,2.216531963367052
3445,Funny Games,R,Crime,17,medium,high,6.6,False,False,low,False,False,65.0,0,False,False,0.0,23.0,5,True,True,2.785897370074032
3446,Halloween,R,Horror,17,medium,very-high,6.1,False,False,high,False,False,42.0,2,False,False,2.6951002857142856,39.0,0,False,False,0.0
3447,The Bourne Ultimatum,PG-13,Action,17,medium,very-high,8.0,True,False,high,True,False,52.0,2,True,False,4.495590426666666,18.0,10,True,False,1.5799690057364433
3448,Norbit,PG-13,Comedy,17,medium,high,4.1,False,True,mid,False,False,44.0,5,False,True,1.6395338120833334,37.0,22,True,True,3.8358285604889377
3449,Beowulf,PG-13,Animation,17,medium,very-high,6.2,False,False,mid,True,False,55.0,11,True,False,6.767541677096632,46.0,1,False,False,0.25243465
3450,Next,PG-13,Action,17,medium,very-high,6.2,False,False,mid,False,False,57.0,5,False,True,1.452948071882175,50.0,24,True,True,4.057286791288471
3451,3:10 to Yuma,R,Action,17,long,very-high,7.7,True,False,mid,False,False,44.0,5,True,False,3.1356418516666666,43.0,7,True,False,2.1170801969123905
3452,Across the Universe,PG-13,Drama,17,long,very-high,7.3,False,False,low,False,False,55.0,1,True,False,4.6915395,43.0,1,False,False,5.06448
3453,Ocean's Thirteen,PG-13,Crime,17,long,very-high,6.9,False,False,high,False,False,44.0,13,True,True,3.3194389966344238,20.0,10,True,False,2.3509344842112467
3454,Blades of Glory,PG-13,Comedy,17,medium,very-high,6.3,False,False,mid,False,False,36.0,0,False,False,0.0,46.0,6,True,False,2.826217921871857
3455,Surf's Up,PG,Animation,17,short,high,6.7,False,False,mid,False,False,38.0,0,False,False,0.0,40.0,2,True,False,2.081917728846154
3456,Resident Evil: Extinction,R,Action,17,medium,very-high,6.2,False,False,high,False,False,54.0,3,False,True,0.9366255222222222,21.0,4,False,True,1.9546668800207962
3457,30 Days of Night,R,Action,17,medium,very-high,6.6,False,False,mid,False,False,38.0,1,False,False,7.391798947368421,32.0,5,True,False,2.254810070878659
3458,Awake,R,Crime,17,short,high,6.5,False,False,high,False,True,34.0,0,False,False,0.0,29.0,4,True,False,3.6865082555933193
3459,Dead Silence,R,Horror,17,short,high,6.2,False,False,mid,False,False,30.0,1,True,False,86.5930575,26.0,0,False,False,0.0
3460,Bee Movie,PG,Animation,17,medium,very-high,6.1,False,False,mid,True,False,39.0,0,False,False,0.0,31.0,0,False,False,0.0
3461,The Heartbreak Kid,R,Comedy,17,medium,high,5.8,False,False,mid,False,False,49.0,7,False,False,3.792237438915031,53.0,13,False,True,3.1850601804398613
3462,Aliens vs. Predator: Requiem,R,Action,17,medium,very-high,4.6,False,True,high,False,False,31.0,0,False,False,0.0,42.0,0,False,False,0.0
3463,Shrek the Third,PG,Animation,17,medium,very-high,6.1,False,False,high,True,False,39.0,0,False,False,0.0,35.0,9,True,True,4.973460706949758
3464,1408,PG-13,Other,17,medium,very-high,6.8,False,False,high,False,False,47.0,1,False,False,2.6126852727272727,44.0,14,True,False,1.3854806198920127
3465,The Kingdom,R,Action,17,medium,very-high,7.0,False,False,mid,False,False,43.0,3,False,False,1.1159003777777778,41.0,2,True,False,1.7013281705882353
3466,The Assassination of Jesse James by the Coward Robert Ford,R,Biography,17,long,very-high,7.5,True,False,low,False,False,40.0,0,False,False,0.0,40.0,12,True,False,2.6022343786903495
3467,Good Luck Chuck,R,Comedy,17,medium,high,5.6,False,False,mid,False,False,50.0,0,False,False,0.0,44.0,0,False,False,0.0
3468,Hostel: Part II,R,Horror,17,medium,high,5.5,False,False,high,False,False,35.0,2,False,False,18.724029875,35.0,0,False,False,0.0
3469,Fantastic 4: Rise of the Silver Surfer,PG,Action,17,medium,very-high,5.6,False,False,mid,True,False,37.0,3,False,True,4.202517708888888,29.0,1,False,False,3.33535934
3470,The Golden Compass,PG-13,Adventure,17,medium,very-high,6.1,False,False,mid,True,False,38.0,2,False,True,2.9022171275510202,34.0,11,True,True,2.440319680608362
3471,Rush Hour 3,PG-13,Action,17,medium,very-high,6.2,False,False,mid,True,False,38.0,7,False,False,3.0298864539858554,40.0,12,True,True,3.5552951434304423
3472,Timecrimes,R,Horror,17,medium,high,7.2,False,False,low,False,True,30.0,0,False,False,0.0,53.0,0,False,False,0.0
3473,Epic Movie,PG-13,Adventure,17,short,very-high,2.4,False,True,high,False,False,37.0,0,False,False,0.0,47.0,0,False,False,0.0
3474,Meet the Robinsons,G,Animation,17,medium,high,6.8,False,False,mid,True,False,37.0,0,False,False,0.0,30.0,0,False,False,0.0
3475,Michael Clayton,R,Crime,17,medium,very-high,7.2,False,False,high,False,False,51.0,0,False,False,0.0,32.0,10,True,False,2.3509344842112467
3476,The Bucket List,PG-13,Adventure,17,medium,very-high,7.4,True,False,high,False,False,60.0,12,True,True,2.829466656228051,46.0,17,True,True,1.676483377474338
3477,"Lust, Caution",Other,Drama,17,long,mid,7.5,True,False,high,False,False,53.0,7,True,False,6.125380439010614,70.0,1,True,False,1.6838130833333333
3478,Charlie Wilson's War,R,Biography,17,medium,very-high,7.0,False,False,mid,False,False,76.0,11,False,False,2.522470394789874,45.0,26,True,False,5.33363876224354
3479,Paranormal Activity,R,Horror,17,short,very-high,6.3,False,False,high,False,True,37.0,0,False,False,0.0,51.0,0,False,False,0.0
3480,Freedom Writers,PG-13,Biography,17,long,high,7.6,True,False,mid,False,False,48.0,0,False,False,0.0,25.0,3,True,False,4.345231822222222
3481,Before the Devil Knows You're Dead,R,Crime,17,medium,high,7.3,False,False,mid,False,False,83.0,9,True,True,1.0634175894950513,33.0,2,False,False,3.586948271428571
3482,Alvin and the Chipmunks,PG,Animation,17,medium,high,5.2,False,True,high,False,False,49.0,3,False,True,1.3547676088888891,40.0,1,False,False,0.87160815
3483,P.S. I Love You,PG-13,Comedy,17,long,very-high,7.0,False,False,high,False,False,48.0,0,False,False,0.0,37.0,3,True,False,4.345231822222222
3484,Walk Hard: the Dewey Cox Story,R,Comedy,17,medium,high,6.8,False,False,low,False,False,33.0,2,False,False,1.4122195722222224,33.0,0,False,False,0.0
3485,National Treasure: Book of Secrets,PG,Action,17,long,very-high,6.5,False,False,high,True,False,44.0,7,False,True,5.225964484406224,42.0,24,True,True,4.057286791288471
3486,Lars and the Real Girl,PG-13,Comedy,17,medium,very-high,7.3,False,False,low,False,False,40.0,0,False,False,0.0,43.0,2,False,False,3.7653536666666665
3487,The Game Plan,PG,Comedy,17,medium,high,6.1,False,False,high,False,False,44.0,1,False,False,2.85973335,27.0,5,False,True,1.3223959729156012
3488,Hannibal Rising,R,Action,17,long,very-high,6.2,False,False,mid,False,False,47.0,1,False,False,2.7525095833333335,35.0,0,False,False,0.0
3489,Saw IV,R,Crime,17,medium,very-high,5.9,False,False,high,False,False,28.0,2,False,False,26.712276875,23.0,1,False,False,16.4874275
3490,Premonition,PG-13,Drama,17,medium,high,5.9,False,False,high,False,False,41.0,0,False,False,0.0,65.0,12,False,True,3.080879840278552
3491,The Simpsons Movie,PG-13,Animation,17,short,very-high,7.3,False,False,high,False,False,50.0,0,False,False,0.0,43.0,0,False,False,0.0
3492,Death at a Funeral,R,Comedy,17,medium,very-high,7.4,True,False,high,False,True,63.0,8,False,True,1.7835429590279817,50.0,0,False,False,0.0
3493,Mr. Brooks,R,Crime,17,long,very-high,7.3,False,False,mid,False,False,61.0,1,False,False,2.1142815,33.0,20,True,False,3.9230950968131317
3494,Vacancy,R,Horror,17,short,high,6.2,False,False,mid,False,False,34.0,0,False,False,0.0,52.0,2,False,False,3.2899573345454547
3495,Mr. Bean's Holiday,G,Comedy,17,medium,very-high,6.4,False,False,high,False,False,43.0,0,False,False,0.0,34.0,3,False,False,42.64972523887793
3496,Perfect Stranger,R,Crime,17,medium,mid,5.7,False,False,mid,False,False,54.0,6,True,True,0.768940826591252,52.0,2,False,True,2.180403445
3497,The Brothers Solomon,R,Comedy,17,medium,mid,5.3,False,True,low,False,False,45.0,0,False,False,0.0,41.0,0,False,False,0.0
3498,August Rush,PG,Drama,17,medium,very-high,7.5,True,False,mid,False,False,31.0,0,False,False,0.0,37.0,1,False,False,1.262855918604651
3499,Music and Lyrics,PG-13,Comedy,17,medium,high,6.5,False,False,high,False,False,48.0,1,False,False,3.317391183333333,15.0,9,True,False,8.54124916468227
3500,Reservation Road,R,Crime,17,medium,mid,6.7,False,False,low,False,False,55.0,1,True,False,1.9361281714285714,47.0,5,True,False,2.166762348249459
3501,I'm Not There,R,Biography,17,long,high,6.9,False,False,low,False,False,46.0,3,True,False,1.9371936172839508,33.0,9,True,False,1.840354886058201
3502,Reno 911! Miami,R,Comedy,17,short,mid,5.9,False,False,mid,False,False,37.0,0,False,False,0.0,33.0,0,False,False,0.0
3503,The Number 23,R,Crime,17,medium,very-high,6.4,False,False,mid,False,False,68.0,17,True,True,2.4541520594423574,37.0,15,True,False,5.173156122274217
3504,Shoot 'Em Up,R,Action,17,short,very-high,6.6,False,False,low,False,False,46.0,0,False,False,0.0,45.0,3,False,False,1.5478375698773448
3505,Evan Almighty,PG,Comedy,17,medium,very-high,5.4,False,True,low,True,False,49.0,6,False,False,4.675077468518518,43.0,2,True,False,9.727312413461538
3506,Dan in Real Life,PG-13,Comedy,17,medium,high,6.7,False,False,mid,False,False,45.0,1,False,False,10.94107,45.0,2,True,False,9.727312413461538
3507,The Lookout,R,Crime,17,medium,high,7.0,False,False,low,False,False,47.0,0,False,False,0.0,45.0,2,False,False,4.548351183646616
3508,The Brave One,R,Action,17,long,high,6.7,False,False,low,False,False,57.0,7,True,False,1.181652197936914,26.0,8,True,False,4.086810761553851
3509,I Now Pronounce You Chuck & Larry,PG-13,Comedy,17,medium,very-high,5.9,False,False,mid,False,False,61.0,6,False,True,3.7382726375465176,45.0,13,False,True,3.2520792012330157
3510,La Vie En Rose,PG-13,Biography,17,long,high,7.6,True,False,high,False,False,40.0,0,False,False,0.0,41.0,0,False,False,0.0
3511,Once,R,Drama,17,short,very-high,7.8,True,False,high,False,True,35.0,0,False,False,0.0,32.0,0,False,False,0.0
3512,War,R,Action,17,medium,high,6.2,False,False,mid,False,False,33.0,0,False,False,0.0,37.0,6,True,False,2.8069655541413696
3513,The Visitor,PG-13,Drama,17,medium,mid,7.6,True,False,high,False,True,41.0,1,True,False,17.402674,44.0,0,False,False,0.0
3514,Elizabeth: The Golden Age,PG-13,Biography,17,medium,high,6.8,False,False,mid,False,False,62.0,2,True,False,1.7960722952380952,60.0,6,True,False,1.953933894607843
3515,Waitress,PG-13,Comedy,17,medium,mid,7.0,False,False,high,False,True,41.0,0,False,False,0.0,38.0,0,False,False,0.0
3516,The Seeker: the Dark Is Rising,PG,Adventure,17,medium,mid,4.8,False,True,low,False,False,36.0,0,False,False,0.0,31.0,0,False,False,0.0
3517,No Reservations,PG,Comedy,17,medium,high,6.3,False,False,high,False,False,54.0,3,True,False,2.733749246138807,15.0,0,False,False,0.0
3518,TMNT,PG,Animation,17,medium,high,6.2,False,False,mid,False,False,35.0,0,False,False,0.0,38.0,7,True,False,2.7903110354294527
3519,The Hills Have Eyes 2,R,Horror,17,short,high,5.1,False,True,mid,False,False,41.0,0,False,False,0.0,67.0,0,False,False,0.0
3520,The Hitcher,R,Crime,17,short,mid,5.6,False,False,mid,False,False,35.0,0,False,False,0.0,29.0,0,False,False,0.0
3521,Sydney White,PG-13,Comedy,17,medium,mid,6.2,False,False,low,False,False,34.0,1,False,True,1.0143022,48.0,2,False,False,2.444509455
3522,The Kite Runner,PG-13,Drama,17,long,high,7.6,True,False,high,False,False,38.0,4,True,False,4.46924994,21.0,0,False,False,0.0
3523,Reign Over Me,R,Drama,17,long,high,7.4,True,False,mid,False,False,49.0,3,False,True,1.4246525592592594,27.0,13,False,True,3.2520792012330157
3524,Bratz,PG,Comedy,17,medium,mid,3.1,False,True,mid,False,False,45.0,1,False,False,0.9911676,41.0,0,False,False,0.0
3525,Daddy's Little Girls,PG-13,Drama,17,medium,low,5.8,False,False,high,False,False,38.0,1,False,True,10.561489833333333,21.0,0,False,False,0.0
3526,Becoming Jane,PG,Biography,17,long,high,7.0,False,False,mid,False,False,47.0,0,False,False,0.0,35.0,4,False,False,4.31335915828533
3527,In the Name of the King: A Dungeon Siege Tale,PG-13,Action,17,long,mid,3.8,False,True,low,False,False,42.0,3,False,True,0.6440694444444445,25.0,3,False,False,2.8177638536706353
3528,Pathfinder,R,Action,17,medium,mid,5.4,False,True,low,False,False,44.0,1,False,False,11.301463684210526,40.0,1,False,True,0.96786865
3529,The Comebacks,PG-13,Comedy,17,short,mid,4.3,False,True,low,False,False,30.0,0,False,False,0.0,35.0,0,False,False,0.0
3530,We Own the Night,R,Action,17,medium,high,6.8,False,False,mid,False,False,38.0,2,False,False,0.2574866195652174,45.0,5,True,False,2.166762348249459
3531,Savage Grace,Unrated,Drama,17,medium,mid,5.8,False,False,low,False,True,45.0,0,False,False,0.0,33.0,4,True,False,1.597794461396547
3532,Death Sentence,R,Action,17,medium,high,6.7,False,False,low,False,False,30.0,1,True,False,86.5930575,47.0,10,False,False,1.9190425075788267
3533,The Water Horse,PG,Adventure,17,medium,mid,6.4,False,False,mid,False,False,47.0,3,False,False,3.0142834838383834,49.0,1,False,False,0.26084224
3534,Elite Squad,R,Action,17,medium,very-high,8.0,True,False,high,False,True,40.0,0,False,False,0.0,40.0,0,False,False,0.0
3535,My Blueberry Nights,PG-13,Drama,17,medium,high,6.6,False,False,mid,False,False,51.0,2,True,False,0.9116414226190477,31.0,0,False,False,0.0
3536,Margot at the Wedding,R,Comedy,17,medium,mid,6.0,False,False,low,False,False,38.0,1,False,False,7.398754,28.0,11,True,True,2.440319680608362
3537,The Messengers,PG-13,Drama,17,medium,mid,5.4,False,True,high,False,False,42.0,0,False,False,0.0,40.0,1,False,False,3.819302
3538,Tyler Perry's Why Did I Get Married?,PG-13,Comedy,17,medium,mid,5.9,False,False,high,False,False,38.0,1,False,True,10.561489833333333,46.0,1,False,True,10.561489833333333
3539,Love in the Time of Cholera,R,Drama,17,long,mid,6.4,False,False,low,False,False,65.0,6,True,False,11.31366304108225,38.0,0,False,False,0.0
3540,P2,R,Crime,17,medium,mid,5.9,False,False,low,False,True,39.0,0,False,False,0.0,38.0,0,False,False,0.0
3541,The Reaping,R,Horror,17,medium,mid,5.6,False,False,mid,False,False,49.0,7,False,True,1.3509625076020408,27.0,3,True,False,4.345231822222222
3542,The Invasion,PG-13,Other,17,medium,high,5.9,False,False,low,False,False,50.0,0,False,False,0.0,33.0,11,True,True,2.440319680608362
3543,Redacted,R,Crime,17,medium,mid,6.1,False,False,low,False,True,67.0,15,True,False,1.9269341626277614,40.0,0,False,False,0.0
3544,Who's Your Caddy?,PG-13,Comedy,17,medium,mid,2.2,False,True,low,False,True,44.0,1,False,True,1.479483076923077,25.0,0,False,False,0.0
3545,Persepolis,PG-13,Animation,17,medium,high,8.0,True,False,high,False,True,37.0,0,False,False,0.0,32.0,0,False,False,0.0
3546,The Great Debaters,PG-13,Biography,17,long,high,7.5,True,False,mid,False,False,53.0,1,False,False,1.86940688,35.0,20,True,False,1.8238634476135083
3547,Georgia Rule,R,Comedy,17,medium,mid,5.8,False,False,mid,False,False,73.0,11,False,True,4.953395977231875,53.0,6,False,True,2.6009492754564505
3548,I Know Who Killed Me,R,Crime,17,medium,mid,3.6,False,True,low,False,False,28.0,0,False,False,0.0,70.0,4,False,True,3.529267404754902
3549,Mr. Magorium's Wonder Emporium,G,Comedy,17,medium,mid,6.2,False,False,mid,False,False,32.0,0,False,False,0.0,21.0,2,False,False,3.501105914814815
3550,Hotel for Dogs,PG,Comedy,17,medium,mid,5.4,False,True,high,False,False,35.0,0,False,False,0.0,26.0,1,False,True,1.91582975
3551,Fred Claus,PG,Comedy,17,medium,mid,5.6,False,False,low,False,False,38.0,3,False,False,3.067473871666667,16.0,3,False,True,8.163580505555554
3552,Sex and Death 101,R,Comedy,17,medium,mid,5.9,False,False,low,False,True,45.0,0,False,False,0.0,37.0,0,False,False,0.0
3553,Lions for Lambs,R,Crime,17,medium,mid,6.2,False,False,mid,False,False,71.0,6,True,False,2.964164785746578,54.0,22,True,True,5.230331125109995
3554,Captivity,R,Crime,17,medium,mid,4.6,False,True,low,False,False,62.0,5,True,True,0.8024911274867724,45.0,0,False,False,0.0
3555,Charlie Bartlett,R,Comedy,17,medium,high,7.0,False,False,low,False,False,49.0,0,False,False,0.0,25.0,0,False,False,0.0
3556,The Invisible,PG-13,Crime,17,medium,mid,6.2,False,False,low,False,False,42.0,1,False,False,2.030429292307692,18.0,0,False,False,0.0
3557,The Last Legion,PG-13,Action,17,medium,mid,5.4,False,True,low,False,False,37.0,0,False,False,0.0,25.0,1,False,False,0.03430642424242424
3558,Diary of the Dead,R,Other,17,medium,mid,5.6,False,False,mid,False,True,67.0,5,False,False,1.7332726007142856,47.0,0,False,False,0.0
3559,Mongol: The Rise of Genghis Khan,R,Action,17,long,mid,7.2,False,False,mid,False,False,59.0,0,False,False,0.0,26.0,1,False,False,0.05759357142857143
3560,The Life Before Her Eyes,R,Drama,17,medium,mid,6.3,False,False,low,False,False,44.0,1,True,False,1.0159881212121211,34.0,6,True,True,2.814953022348485
3561,Nancy Drew,PG,Comedy,17,medium,mid,5.9,False,False,mid,False,False,42.0,4,False,False,1.3144982427884615,37.0,1,False,True,1.91582975
3562,In the Land of Women,PG-13,Comedy,17,medium,mid,6.4,False,False,mid,False,False,28.0,0,False,False,0.0,16.0,1,False,False,0.856861
3563,Rendition,R,Drama,17,long,high,6.8,False,False,low,False,False,44.0,0,False,False,0.0,28.0,6,False,True,3.2318465433449943
3564,License to Wed,PG-13,Comedy,17,medium,mid,5.3,False,True,mid,False,False,50.0,3,False,False,0.8343804288888889,31.0,3,False,False,1.819916771140383
3565,88 Minutes,R,Crime,17,medium,high,5.9,False,False,mid,False,False,58.0,3,True,False,4.334091329545455,23.0,17,True,True,2.193516967947487
3566,Stomp the Yard,PG-13,Drama,17,medium,mid,5.4,False,True,high,False,False,36.0,0,False,False,0.0,67.0,0,False,False,0.0
3567,Hounddog,R,Drama,17,medium,low,6.3,False,False,low,False,True,43.0,0,False,False,0.0,25.0,1,False,False,1.7525155529411764
3568,Postal,R,Action,17,medium,mid,4.5,False,True,low,False,False,42.0,3,False,True,0.6440694444444445,13.0,0,False,False,0.0
3569,The Hunting Party,R,Adventure,17,medium,mid,6.8,False,False,low,False,False,42.0,1,False,False,1.38850144,37.0,19,True,True,4.0493200764770485
3570,Things We Lost in the Fire,R,Drama,17,medium,mid,7.2,False,False,low,False,False,47.0,0,False,False,0.0,58.0,2,False,True,2.180403445
3571,The Dark Knight,PG-13,Action,16,long,very-high,9.0,True,False,high,True,False,38.0,5,True,False,4.047202564159421,41.0,10,True,False,1.715282107452381
3572,Twilight,PG-13,Drama,16,long,very-high,5.2,False,True,high,False,False,53.0,2,False,False,2.8004791399999998,34.0,1,False,True,1.4126418333333333
3573,Iron Man,PG-13,Action,16,long,very-high,7.9,True,False,high,True,False,42.0,3,False,False,2.96026471002331,18.0,7,True,False,0.7426840735516788
3574,The Incredible Hulk,PG-13,Action,16,medium,very-high,6.7,False,False,mid,True,False,35.0,3,False,False,2.0020579962632277,43.0,3,True,False,3.7689929146464647
3575,Kung Fu Panda,PG,Animation,16,medium,very-high,7.6,True,False,high,True,False,38.0,0,False,False,0.0,39.0,4,False,False,2.7013036625000004
3576,Tropic Thunder,R,Action,16,medium,very-high,7.0,False,False,mid,False,False,43.0,3,False,False,2.419555868783313,39.0,14,False,True,3.1104763377893945
3577,Step Brothers,R,Comedy,16,medium,very-high,6.9,False,False,mid,False,False,40.0,2,False,False,2.8710460417771886,43.0,7,True,False,2.763714534906556
3578,Quantum of Solace,PG-13,Action,16,medium,very-high,6.6,False,False,mid,True,False,39.0,5,True,False,4.325510242,41.0,1,True,False,4.110019413333333
3579,Mamma Mia!,PG-13,Comedy,16,medium,very-high,6.4,False,False,high,False,False,51.0,0,False,False,0.0,40.0,14,True,False,2.0661649511025044
3580,The Strangers,R,Horror,16,short,very-high,6.2,False,False,high,False,True,31.0,0,False,False,0.0,59.0,0,False,False,0.0
3581,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,Action,16,long,very-high,6.1,False,False,high,True,False,62.0,19,True,False,10.696487128519436,33.0,21,True,True,4.5397142195086735
3582,Taken,PG-13,Action,16,medium,very-high,7.8,True,False,high,False,False,44.0,0,False,False,0.0,66.0,8,True,True,2.9683480411160716
3583,The Curious Case of Benjamin Button,PG-13,Drama,16,long,very-high,7.8,True,False,mid,True,False,46.0,6,True,False,3.7201145726413407,56.0,13,True,False,2.4405285957141687
3584,Wanted,R,Action,16,medium,very-high,6.7,False,False,high,False,False,47.0,1,False,False,11.984828333333333,45.0,4,False,False,1.4876742708794177
3585,Burn After Reading,R,Comedy,16,medium,very-high,7.0,False,False,high,False,False,51.0,2,True,False,4.5277603342857144,33.0,13,True,False,2.4405285957141687
3586,Revolutionary Road,R,Drama,16,medium,very-high,7.3,False,False,mid,False,False,43.0,3,True,False,9.121301699074074,45.0,11,True,False,4.19497914844639
3587,Zack and Miri Make a Porno,R,Comedy,16,medium,very-high,6.5,False,False,mid,False,False,38.0,7,True,False,25.164143342951625,34.0,1,False,False,7.330747233333334
3588,WALL·E,G,Animation,16,medium,very-high,8.4,True,False,mid,True,False,43.0,1,True,False,10.003751542553191,26.0,0,False,False,0.0
3589,Forgetting Sarah Marshall,R,Comedy,16,medium,very-high,7.1,False,False,high,False,False,32.0,0,False,False,0.0,60.0,1,False,True,1.458911463414634
3590,Seven Pounds,PG-13,Drama,16,long,very-high,7.6,True,False,high,False,False,41.0,1,True,False,5.584138636363637,28.0,13,True,True,3.778294442025854
3591,Vicky Cristina Barcelona,PG-13,Comedy,16,medium,very-high,7.1,False,False,high,False,False,73.0,24,True,False,1.1465346206024474,40.0,0,False,False,0.0
3592,In Bruges,R,Comedy,16,medium,very-high,7.9,True,False,mid,False,False,38.0,0,False,False,0.0,26.0,6,False,False,1.978126368579131
3593,Sex and the City,R,Comedy,16,long,very-high,5.6,False,False,high,False,False,54.0,0,False,False,0.0,32.0,1,False,True,0.4840324
3594,Slumdog Millionaire,R,Drama,16,long,very-high,8.0,True,False,high,False,False,52.0,4,True,False,3.6979766712499997,43.0,0,False,False,0.0
3595,The House Bunny,PG-13,Comedy,16,medium,high,5.5,False,False,mid,False,False,44.0,0,False,False,0.0,18.0,4,False,True,6.582401764565058
3596,RocknRolla,R,Action,16,medium,very-high,7.3,False,False,mid,False,False,40.0,1,False,True,0.103652,32.0,3,True,True,3.3656900646859316
3597,Gran Torino,R,Drama,16,medium,very-high,8.1,True,False,high,False,False,78.0,21,True,False,3.267352291641094,39.0,19,True,True,3.044615866091386
3598,The Reader,R,Drama,16,long,very-high,7.6,True,False,high,False,False,48.0,2,True,False,13.10522324,78.0,3,True,False,1.0323677671945701
3599,The Hurt Locker,R,Drama,16,long,very-high,7.5,True,False,high,False,False,57.0,5,False,False,1.0042215552142857,33.0,2,False,False,2.4563052666666665
3600,Rambo,R,Action,16,medium,very-high,7.0,False,False,mid,False,False,62.0,4,False,True,6.7046350511140815,37.0,25,True,True,2.914799125047703
3601,The Happening,R,Drama,16,medium,very-high,5.0,False,True,high,False,False,38.0,6,True,False,5.1939363611507945,62.0,8,True,False,1.754290126403177
3602,The Wrestler,R,Drama,16,medium,very-high,7.9,True,False,high,False,True,39.0,3,True,False,18.59954565820106,37.0,9,True,True,0.9227972695699536
3603,Cloverfield,PG-13,Action,16,short,very-high,7.0,False,False,high,False,False,42.0,1,False,True,0.7070485,56.0,0,False,False,0.0
3604,Changeling,R,Biography,16,long,very-high,7.7,True,False,mid,False,False,78.0,21,True,False,3.267352291641094,29.0,4,False,False,1.4876742708794177
3605,Eagle Eye,PG-13,Action,16,medium,very-high,6.6,False,False,mid,False,False,43.0,4,False,False,2.0731049317460317,33.0,5,True,False,3.2642004242051286
3606,The Ruins,R,Adventure,16,medium,high,5.9,False,False,mid,False,True,37.0,0,False,False,0.0,22.0,0,False,False,0.0
3607,The Other Boleyn Girl,PG-13,Biography,16,medium,very-high,6.7,False,False,mid,False,False,40.0,0,False,False,0.0,29.0,3,False,False,2.6903509226970557
3608,21,PG-13,Crime,16,long,very-high,6.8,False,False,high,False,False,35.0,3,False,False,4.156513697870174,27.0,0,False,False,0.0
3609,Never Back Down,PG-13,Action,16,medium,high,6.6,False,False,mid,False,False,32.0,1,False,False,32.586408,30.0,0,False,False,0.0
3610,The Mummy: Tomb of the Dragon Emperor,PG-13,Action,16,medium,very-high,5.2,False,True,mid,True,False,59.0,7,False,True,2.8581006834959424,26.0,9,False,True,1.9828799111975768
3611,Hancock,PG-13,Action,16,medium,very-high,6.4,False,False,high,True,False,44.0,4,False,False,1.1477079904761904,40.0,13,True,True,3.778294442025854
3612,Journey to the Center of the Earth,PG,Action,16,medium,very-high,5.8,False,False,high,False,False,51.0,0,False,False,0.0,40.0,9,False,True,1.9828799111975768
3613,Bolt,PG,Animation,16,medium,very-high,6.8,False,False,mid,True,False,40.0,0,False,False,0.0,40.0,22,True,True,4.3433179300472355
3614,Sex Drive,R,Comedy,16,medium,high,6.5,False,False,low,False,False,39.0,0,False,False,0.0,54.0,0,False,False,0.0
3615,Death Race,R,Action,16,medium,very-high,6.3,False,False,mid,False,False,43.0,5,False,False,2.7108669398989895,23.0,4,False,True,2.1678975360863095
3616,The Chronicles of Narnia: Prince Caspian,PG,Action,16,long,very-high,6.5,False,False,mid,True,False,42.0,3,True,False,6.153862961111112,41.0,0,False,False,0.0
3617,Pineapple Express,R,Action,16,medium,very-high,6.9,False,False,high,False,False,33.0,1,False,False,0.2319944,27.0,1,False,False,7.330747233333334
3618,The Boy in the Striped Pajamas,PG-13,Drama,16,medium,very-high,7.8,True,False,high,False,False,54.0,0,False,False,0.0,26.0,0,False,False,0.0
3619,Valkyrie,PG-13,Drama,16,long,very-high,7.1,False,False,mid,False,False,43.0,5,True,False,2.7258915481635397,11.0,23,True,True,5.083436653831921
3620,27 Dresses,PG-13,Comedy,16,medium,very-high,6.1,False,False,high,False,False,42.0,1,False,False,9.5164785,46.0,0,False,False,0.0
3621,Let the Right One In,R,Crime,16,medium,very-high,7.9,True,False,mid,False,True,43.0,0,False,False,0.0,30.0,0,False,False,0.0
3622,Role Models,R,Comedy,16,medium,very-high,6.8,False,False,high,False,False,39.0,1,False,False,0.0590412,13.0,1,False,False,0.20665425
3623,Defiance,R,Action,16,long,very-high,7.2,False,False,mid,False,False,56.0,7,True,False,2.89008698098538,39.0,1,True,False,4.110019413333333
3624,Wild Child,PG-13,Comedy,16,medium,high,6.1,False,False,mid,False,False,42.0,0,False,False,0.0,40.0,3,False,True,2.2664166357142856
3625,The Forbidden Kingdom,PG-13,Action,16,medium,very-high,6.6,False,False,mid,False,False,46.0,3,False,True,1.8994703371345028,17.0,13,True,True,3.423622507122606
3626,Bronson,R,Action,16,medium,very-high,7.1,False,False,high,False,True,38.0,0,False,False,0.0,54.0,0,False,False,0.0
