director_name,director_num_movies,director_profit_mean,director_profit_std,director_score_mean,director_score_std
Sam Firstenberg,4,9.477411267857143,7.2339759195241555,5.574999999999999,0.5123475382979796
Alan Johnson,2,-0.24451402222222224,0.9790820795354989,5.8,1.4142135623730951
George P. Cosmatos,5,1.3894952330909092,2.621434163044568,6.4,0.8336666000266534
Joel Schumacher,20,1.2564280260021943,1.7852545298290474,6.295,0.8988150093610094
John Mackenzie,3,-0.09782303719397363,1.0296597878981497,6.033333333333334,0.4932882862316245
Peter Sasdy,1,-0.75536,0.0,3.0,0.0
Joseph Sargent,2,0.6837381086956522,0.8088709144266563,4.4,1.979898987322333
Jeff Kanew,4,0.995095275,2.241664693878105,6.075,0.41129875597510207
John Sayles,9,1.6697337955669955,3.286338774504436,7.177777777777777,0.47375568011839675
Amy Holden Jones,2,5.4356535,4.449323049512644,5.7,0.2828427124746193
Ferdinand Fairfax,1,-0.8363536666666667,0.0,6.2,0.0
William Olsen,1,3.4337,0.0,3.7,0.0
Marshall Brickman,2,-0.38813676567656763,0.5588923457834944,5.7,0.7071067811865476
Donald Shebib,1,-0.625,0.0,6.7,0.0
Michael Tuchner,1,-0.1391428,0.0,5.3,0.0
Charles Burnett,1,-0.47646,0.0,7.2,0.0
James Cameron,7,6.434113490825353,4.4229289104974105,7.871428571428571,0.4461475305855891
David Lynch,7,-0.08566376253132833,0.5214237742440513,7.457142857142856,0.5126959555693246
Sergio Leone,1,-0.8175596,0.0,8.4,0.0
Hugh Wilson,5,4.53406627992674,7.489376444706413,5.959999999999999,1.1674759098157015
Milos Forman,4,0.017318541528085735,1.2755612447585374,7.5,0.5597618541248891
Martin Brest,5,5.273213323034647,9.253635570380712,6.5,2.2572106680591424
Wolfgang Petersen,9,1.2040563896516951,1.5746938496273644,6.711111111111112,0.5254627590144816
Robert Zemeckis,17,4.063895908828004,5.0407024878369135,7.241176470588235,0.7365959064587345
John Hughes,8,9.153904223814102,17.08084553302238,6.949999999999999,0.7745966692414832
Rob Reiner,15,1.638123794612071,2.136388190576369,6.973333333333334,1.0832930395436913
Fritz Kiersch,1,17.21123625,0.0,5.6,0.0
Nick Castle,1,0.9155526666666667,0.0,6.8,0.0
Ron Howard,23,2.41139959284554,2.467206971871922,6.834782608695652,0.708140134855302
Joel Coen,10,1.6298190619597068,2.588892752849245,7.510000000000001,0.544569146716517
Neal Israel,1,6.6871894,0.0,6.3,0.0
Hayao Miyazaki,6,8.353404290193987,4.969866836537183,8.1,0.3224903099319418
Joseph Zito,4,4.911662618891402,5.896117094792785,5.55,0.3316624790355399
Roger Donaldson,11,1.374647858836004,2.3197744969084786,6.636363636363637,0.6801069434621694
Mark L. Lester,5,0.7948147311538462,2.2534598168608584,6.1,0.3741657386773941
Douglas Cheek,1,2.7235384,0.0,5.6,0.0
Gene Wilder,2,0.7172329188034189,1.5546156997309206,5.85,0.21213203435596412
Leonard Nimoy,4,5.11999141224599,6.388552895301252,6.45,0.7
Alex Cox,3,-0.6637077499999999,0.3318213056453541,6.533333333333334,0.7234178138070235
Roland Joffé,6,-0.22418680552572887,0.8341967012801114,6.3500000000000005,1.217784874269672
Thom Eberhardt,3,6.633986955065359,11.229592677767451,6.1000000000000005,0.30000000000000027
Stewart Raffill,4,-0.3118346211843712,0.6030787245166936,4.9,1.2355835328567093
Jim Jarmusch,8,3.677150233766234,9.160326776558822,7.5,0.18516401995451026
David Lean,1,0.7000929375,0.0,7.3,0.0
Albert Magnoli,1,8.758771527777778,0.0,6.5,0.0
John Guillermin,2,-0.64887194,0.16969705735058346,4.4,0.7071067811865478
Neil Jordan,9,0.04641110077632985,1.171948126486097,6.6,0.6689544080129827
Richard Benjamin,9,0.7723610787179488,1.9936656951916192,5.966666666666667,0.5787918451395114
Charles E. Sellier Jr.,1,1.3393990610328639,0.0,5.9,0.0
Stan Lathan,1,0.7469253684210526,0.0,6.5,0.0
John Byrum,1,-0.496001,0.0,6.6,0.0
Arthur Hiller,3,0.9625692320261438,1.5489215751434018,6.0,0.9539392014169458
Mark Rydell,3,-0.4356770555555556,0.08300512308829254,6.033333333333334,0.5507570547286101
Charles Shyer,5,0.18620782444444436,1.0695418505071363,5.8999999999999995,0.3674234614174768
William Tannen,1,-0.6145167,0.0,6.4,0.0
Paul Bartel,1,-0.7574536666666667,0.0,6.4,0.0
Douglas Day Stewart,1,0.15944611111111112,0.0,5.8,0.0
Willard Huyck,2,0.048157737237237236,0.031306188693554934,4.25,0.636396103067893
Alan Rudolph,5,0.31571802939560445,1.55977184252439,5.9799999999999995,0.8671793355471521
Gillian Armstrong,3,0.1490810961279461,1.4160664816924324,6.599999999999999,0.6244997998398398
Peter Webb,1,-0.8451665555555555,0.0,5.2,0.0
Louis Malle,1,-0.9892276666666666,0.0,5.2,0.0
James Bridges,3,-0.5023628179448622,0.28580185201976405,5.333333333333333,0.7234178138070235
Richard C. Sarafian,1,11.159040723981901,0.0,6.1,0.0
Adam Brooks,1,-0.905,0.0,5.1,0.0
Jonathan Lynn,7,0.8362622422676035,1.880608224883405,6.528571428571428,0.7782764841072134
Peter Bogdanovich,4,0.5780646554487179,2.967986410423913,6.324999999999999,1.4908051515875576
Dan O'Bannon,1,2.55947,0.0,7.3,0.0
Akira Kurosawa,3,-0.7967749780274428,0.1850492514648025,7.766666666666667,0.45092497528228914
James Ivory,5,0.8499230176190476,2.9443537938674167,6.62,0.9038805230781333
Tom Holland,3,2.1605672527233115,1.5909935410449632,6.5,0.6557438524302001
Jack Sholder,3,3.170927672222222,5.0952548822571515,5.966666666666666,0.8962886439832499
Tim Burton,19,2.480357505262285,2.5065973179222136,6.98421052631579,0.6300468747065454
Jerry Paris,1,6.315789473684211,0.0,5.8,0.0
Ted Berman,1,-0.5161660909090909,0.0,6.4,0.0
Danny Steinmann,1,8.968371818181819,0.0,4.8,0.0
Andrey Konchalovskiy,2,0.0033097232323232306,0.21152981650915226,6.800000000000001,0.5656854249492379
Stuart Gordon,4,-0.12546241875,0.9660337665353803,6.300000000000001,0.8041558721209878
Susan Seidelman,1,5.088574222222222,0.0,6.0,0.0
Howard Storm,1,2.125,0.0,5.5,0.0
Daniel Attias,1,0.7659808571428571,0.0,6.4,0.0
Joyce Chopra,2,-0.8035084027777777,0.2679904255821714,5.75,1.0606601717798212
James Komack,1,1.2798783333333332,0.0,4.8,0.0
Geoff Murphy,4,0.6600019374999999,0.7541176860726931,6.050000000000001,0.704745817062199
Martin Ritt,3,0.2884897368115942,1.061591306729211,6.666666666666667,0.3055050463303892
Kevin Reynolds,8,0.8090826589285713,2.737891399403065,6.775,0.51478150704935
Rudy De Luca,1,1.3989573333333334,0.0,5.0,0.0
Donna Deitch,1,0.9936704,0.0,7.0,0.0
Stan Dragoti,2,0.24259850115740741,0.9931460598906892,5.95,0.3535533905932738
Andrew Davis,10,1.8058114910112042,2.31270908334569,6.44,0.6769211344183473
Burt Reynolds,1,-0.6141128181818182,0.0,5.7,0.0
Franc Roddam,1,-0.7262562307692307,0.0,5.3,0.0
Bruce Beresford,7,2.382069616790352,7.137514223076903,6.571428571428571,0.8280786712108252
Lance Hool,2,1.3112766473736326,3.042771599296713,5.199999999999999,0.14142135623730964
Phillip Borsos,1,-0.37865057142857145,0.0,6.1,0.0
Steven Hahn,1,-0.7759466666666667,0.0,6.5,0.0
Arna Selznick,1,10.467311,0.0,5.7,0.0
Bud Yorkin,1,0.050303,0.0,6.5,0.0
Joel Silberg,1,0.432422,0.0,4.1,0.0
Tony Scott,15,2.7014323051075104,6.093307519950387,6.800000000000001,0.6222080497252162
Peter Faiman,2,17.783336153743313,26.180652333354164,6.55,0.0707106781186545
Russell Mulcahy,4,0.5231237694444444,1.3658950948322215,5.8999999999999995,1.219289410544792
Howard Deutch,8,0.7361116963194444,1.407222484322526,6.125,0.700510018282598
Oliver Stone,17,2.413827626651303,5.735886563768025,6.929411764705883,0.6770937027863582
Frank Oz,9,1.1630185932100578,1.3830043181747314,6.488888888888889,0.6392269636921702
Tim Hunter,1,1.4210526315789473,0.0,7.0,0.0
Menahem Golan,2,0.06152243333333335,0.5928655253876511,5.699999999999999,0.14142135623730964
Mike Marvin,1,0.2962962962962963,0.0,6.0,0.0
David Anspaugh,2,1.6211155476190475,3.0360409151291297,6.3,1.6970562748477143
Stephen King,1,-0.2566337,0.0,5.5,0.0
David Seltzer,2,0.38475556666666666,0.025581567708410705,6.4,0.7071067811865476
Tom McLoughlin,2,2.3696529583333334,4.413806784735032,5.85,0.21213203435596412
Alan Metter,2,3.1582721187683283,5.8518880167857334,5.05,2.192031021678297
Edward Zwick,11,1.568722208982323,1.4781945328347896,7.0181818181818185,0.6690563232167854
Stephen Herek,10,1.790428292638825,2.383521236894988,6.1499999999999995,0.7291547618075784
John McNaughton,3,1.528833988122333,2.61003932036109,6.566666666666666,0.40414518843273795
Fred Dekker,3,-0.6937898676767676,0.18408805954572421,5.966666666666666,1.619670748434179
Robert Harmon,2,0.22670696666666668,0.35717703000414236,6.45,1.0606601717798212
Harry Winer,1,-0.46123672222222223,0.0,5.7,0.0
John Irvin,3,0.14385991993464056,0.8703056931989329,5.833333333333333,0.2516611478423583
Nelson Shin,1,-0.023233166666666666,0.0,7.3,0.0
John Carl Buechler,2,4.900857646103896,1.337239731856105,4.9,0.5656854249492379
James Foley,9,1.16931106429516,2.6820388676099363,5.9,1.1202678251204041
Spike Lee,17,3.375107646102818,9.592880175648729,6.747058823529412,0.822433619706496
Brian Gibson,3,0.760534150478469,1.0999548048933598,6.233333333333333,0.923760430703401
Gary Nelson,1,-0.7114077692307692,0.0,4.6,0.0
Randa Haines,1,2.0336266666666667,0.0,7.2,0.0
Fred Walton,1,1.5895526,0.0,6.2,0.0
Roman Polanski,9,0.0889955948514806,1.0157879806740562,7.1000000000000005,0.6442049363362563
Richard Pearce,1,-0.12114971428571429,0.0,5.7,0.0
Trevor Nunn,2,-0.9248057823529412,0.06014647785101776,7.15,0.07071067811865513
Robert Mandel,2,0.4389376111111111,0.8788402337849216,6.800000000000001,0.14142135623730964
Paul Michael Glaser,4,0.0370659969478018,0.37157729314584464,5.35,1.6421530582338135
Richard Wenk,1,0.4973081818181818,0.0,5.9,0.0
Kevin Tenney,2,2.1381365833333335,0.772938304663885,5.95,0.3535533905932738
Richard Pryor,1,0.28815357142857145,0.0,6.4,0.0
Dick Richards,1,-0.835693294117647,0.0,5.6,0.0
Jim Goddard,1,-0.8637833529411765,0.0,3.2,0.0
Gene Saks,1,-0.33566983333333333,0.0,6.8,0.0
Jack Fisk,1,-0.5256713,0.0,5.9,0.0
Daryl Duke,1,-0.83971,0.0,5.6,0.0
Michelle Manning,1,-0.3052213,0.0,4.4,0.0
Zoran Perisic,1,-0.8724722222222222,0.0,4.6,0.0
Renny Harlin,15,0.5418821996105208,1.2590900158096514,5.673333333333333,0.8955976987996555
Jerrold Freedman,1,-0.3494395,0.0,5.8,0.0
John McTiernan,10,1.9313320700362975,2.481354725654941,6.67,1.4414884282882359
Paul Verhoeven,7,1.8880342625283775,2.3704697641536114,6.8,1.0488088481701514
Emile Ardolino,4,10.090749511053339,16.77130140112943,6.449999999999999,0.45092497528228925
Chris Columbus,13,5.926660853895669,7.8840694072323165,6.638461538461538,0.7815992808961865
Kathryn Bigelow,8,0.5390655977442227,1.5291732322550429,7.0375,0.523552426082759
Michael Gottlieb,3,1.8162792222222224,3.7343605926940886,4.8,1.053565375285274
Gary Goddard,1,-0.21198318181818182,0.0,5.4,0.0
Chuck Russell,6,4.288342928993429,6.007697540103343,6.116666666666667,0.6940220937885673
Garry Marshall,15,3.292557863083595,8.15798457115535,6.026666666666667,0.7205817755384154
William Dear,2,2.5465312958333333,2.0553190024962467,6.1,0.14142135623730964
Michael Gornick,1,3.0,0.0,6.1,0.0
Tom Mankiewicz,2,0.8209164277777777,2.139364820803676,5.95,0.0707106781186545
Danny DeVito,6,1.1192161467165245,2.447547021142634,6.466666666666666,0.37237973450050504
Christopher Leitch,1,1.6295676666666667,0.0,3.4,0.0
John R. Cherry III,3,3.7327936693121693,1.9681520779817325,5.5,0.09999999999999964
Barbet Schroeder,6,0.018379447261904772,1.0490650859287878,6.316666666666667,0.46224091842530207
Peter Werner,1,-0.640303625,0.0,6.1,0.0
Elaine May,1,-0.7386330727272727,0.0,4.5,0.0
Norman Mailer,1,-0.82835,0.0,4.8,0.0
Rod Amateau,1,0.576615,0.0,2.6,0.0
Jonathan Kaplan,6,-0.13977943091575087,0.8724288406705559,6.266666666666666,0.6742897497861484
Phil Joanou,5,-0.36059347486111104,0.5231428326402032,6.580000000000001,0.6760177512462228
Ruggero Deodato,1,-0.8,0.0,5.0,0.0
Peter R. Hunt,1,0.2151586,0.0,5.2,0.0
James Toback,3,0.13500115000000001,0.8263310215177866,5.233333333333333,0.30550504633038916
Hector Babenco,2,-0.844393087962963,0.16718934217292394,6.75,0.0707106781186545
Bob Giraldi,1,0.0027772857142857143,0.0,6.4,0.0
