director,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Thomas Schlamme,Thomas Schlamme,1950.0,0.0,The West Wing,producer,director
Alan Shapiro,Alan Shapiro,1957.0,0.0,The Crush,writer,director
Gene Quintano,Gene Quintano,1946.0,0.0,Loaded Weapon 1,writer,director
Mark Jones,Mark Jones,1953.0,0.0,Leprechaun,writer,miscellaneous
Mark Jones,Mark Jones,1939.0,2010.0,Star Wars: Episode V - The Empire Strikes Back,actor,archive_footage
Mark Jones,Mark Jones,1889.0,1965.0,Why Worry?,actor,archive_footage
Mark Jones,Mark Jones,1966.0,0.0,'71,transportation_department,
Mark Jones,Mark Jones,1963.0,0.0,Project Greenlight,actor,
Brian Yuzna,Brian Yuzna,1949.0,0.0,Beyond Re-Animator,writer,producer
Steven Zaillian,Steven Zaillian,1953.0,0.0,Searching for Bobby Fischer,writer,producer
Adam Marcus,Adam Marcus,1968.0,0.0,Jason Goes to Hell,writer,director
Roger Avary,Roger Avary,1965.0,0.0,Pulp Fiction,producer,writer
Guillermo del Toro,Guillermo del Toro,1964.0,0.0,Pan's Labyrinth,writer,producer
Stephen Surjik,,,,,,
Peter Medak,Peter Medak,1937.0,0.0,The Changeling,director,producer
Stuart Gillard,Stuart Gillard,1950.0,0.0,Teenage Mutant Ninja Turtles III,producer,director
Rob Bowman,Rob Bowman,1960.0,0.0,Reign of Fire,producer,director
Rob Bowman,Rob Bowman,1961.0,0.0,Thin Ice,music_department,
Bille August,Bille August,1948.0,0.0,The House of the Spirits,director,writer
Rob Cohen,Rob Cohen,1949.0,0.0,DragonHeart,producer,director
Tom Stern,Tom Stern,1946.0,0.0,Changeling,camera_department,cinematographer
Tom Stern,Tom Stern,1932.0,0.0,Clay Pigeon,actor,producer
Victor Nunez,Victor Nunez,1945.0,0.0,Ulee's Gold,director,writer
Kaige Chen,Kaige Chen,1952.0,0.0,Farewell My Concubine,producer,director
Emir Kusturica,Emir Kusturica,1954.0,0.0,Underground,director,writer
Robert Klane,Robert Klane,1941.0,2023.0,Weekend at Bernie's,writer,producer
Stephen Sommers,Stephen Sommers,1962.0,0.0,G.I. Joe: The Rise of Cobra,producer,writer
Bruce Joel Rubin,Bruce Joel Rubin,1943.0,0.0,Ghost,writer,producer
Tom Ropelewski,,,,,,
John Whitesell,John Whitesell,1953.0,0.0,Guiding Light,director,producer
Mike Binder,Mike Binder,1958.0,0.0,The Comedy Store,writer,actor
Charles Grosvenor,,,,,,
Richard Williams,Richard Williams,1933.0,2019.0,Who Framed Roger Rabbit,animation_department,director
Richard Williams,Richard Williams,1946.0,0.0,The Treasure Seekers,actor,
Richard Williams,Richard Williams,1942.0,0.0,King Richard,actor,archive_footage
Richard Williams,Richard Williams,1947.0,0.0,Anatomy of Pop,archive_footage,
Richard Williams,Richard Williams,1949.0,0.0,Father Frost,actor,
Richard Williams,Richard Williams,1899.0,1960.0,BBC Sunday-Night Theatre,actor,
Woo-Ping Yuen,Woo-Ping Yuen,1945.0,0.0,"Crouching Tiger, Hidden Dragon",director,stunts
Christopher Coppola,Christopher Coppola,1962.0,0.0,Deadfall,director,producer
Ang Lee,Ang Lee,1954.0,0.0,The Wedding Banquet,director,producer
Patrick Hasburgh,,,,,,
Leon Ichaso,Leon Ichaso,1948.0,2023.0,El Super,director,writer
Anthony Minghella,Anthony Minghella,1954.0,2008.0,The Talented Mr. Ripley,script_department,writer
Ramón Menéndez,Ramón Menéndez,1941.0,2007.0,Los miserables,actor,
Michael Steinberg,Michael Steinberg,1959.0,0.0,There's Something About Mary,director,producer
Yves Simoneau,Yves Simoneau,1955.0,0.0,Dans le ventre du dragon,director,producer
Stephen Cornwell,,,,,,
Rusty Cundieff,Rusty Cundieff,1960.0,0.0,Chappelle's Show,director,actor
Billy Weber,,,,,,
Warren Leight,Warren Leight,1957.0,0.0,Law & Order: Criminal Intent,producer,writer
Frank Darabont,Frank Darabont,1959.0,0.0,The Shawshank Redemption,writer,producer
Roger Allers,Roger Allers,1949.0,0.0,The Lion King,director,writer
Jan de Bont,Jan de Bont,1943.0,0.0,Speed,cinematographer,camera_department
Peter Farrelly,Peter Farrelly,1956.0,0.0,Green Book,producer,writer
Alex Proyas,Alex Proyas,1963.0,0.0,Dark City,director,writer
Mike Newell,Mike Newell,1942.0,0.0,Four Weddings and a Funeral,director,producer
Tom Shadyac,Tom Shadyac,1958.0,0.0,The Nutty Professor,producer,director
Steven E. de Souza,Steven E. de Souza,1947.0,0.0,Die Hard,writer,producer
Kevin Smith,Kevin Smith,1970.0,0.0,Clerks,producer,actor
Kevin Smith,Kevin Smith,1963.0,2002.0,Hercules: The Legendary Journeys,actor,soundtrack
Kevin Smith,Kevin Smith,1967.0,0.0,Dead Tides,actor,
Duwayne Dunham,Duwayne Dunham,1952.0,0.0,Twin Peaks,editor,director
David Carson,,,,,,
Ben Stiller,Ben Stiller,1965.0,0.0,Tropic Thunder,producer,actor
Peter Segal,Peter Segal,1962.0,0.0,Naked Gun 33 1/3: The Final Insult,director,producer
Kim Henkel,Kim Henkel,1946.0,0.0,The Texas Chain Saw Massacre,writer,producer
P.J. Hogan,P.J. Hogan,1962.0,0.0,Muriel's Wedding,writer,director
John Pasquin,John Pasquin,1945.0,0.0,The Santa Clause,director,producer
Luis Llosa,Luis Llosa,1951.0,0.0,Anaconda,producer,director
Pixote Hunt,,,,,,
Danny Boyle,Danny Boyle,1956.0,0.0,127 Hours,director,producer
Jeremy Leven,Jeremy Leven,1941.0,0.0,Don Juan DeMarco,writer,producer
Paul Flaherty,Paul Flaherty,1945.0,0.0,The Tracey Ullman Show,writer,producer
James Yukich,James Yukich,1953.0,0.0,Phil Collins: No Jacket Required,director,writer
Hart Bochner,Hart Bochner,1956.0,0.0,Die Hard,actor,director
Nicholas Hytner,Nicholas Hytner,1956.0,0.0,The Madness of King George,director,miscellaneous
Jeff Pollack,Jeff Pollack,1959.0,2013.0,Above the Rim,writer,producer
Steven Seagal,Steven Seagal,1952.0,0.0,On Deadly Ground,actor,producer
David O. Russell,David O. Russell,1958.0,0.0,American Hustle,producer,director
Chia-Liang Liu,Chia-Liang Liu,1936.0,2013.0,Drunken Master II,actor,stunts
Richard Rich,,,,,,
Doug McHenry,,,,,,
Gregg Champion,Gregg Champion,1956.0,0.0,Stakeout,director,producer
Martin Campbell,Martin Campbell,1943.0,0.0,Casino Royale,director,producer
Martin Campbell,Martin Campbell,1967.0,0.0,The Bay,location_management,producer
Andrew Morahan,,,,,,
Michele Soavi,Michele Soavi,1957.0,0.0,Cemetery Man,director,actor
Adam Resnick,,,,,,
Allan A. Goldstein,Allan A. Goldstein,1949.0,0.0,The Outside Chance of Maximilian Glick,director,writer
Ted Demme,Ted Demme,1963.0,2002.0,Blow,director,producer
Charles T. Kanganis,Charles T. Kanganis,1958.0,0.0,Rome & Jewel,director,writer
John Bailey,John Bailey,1942.0,2023.0,In the Line of Fire,cinematographer,camera_department
John Bailey,John Bailey,1912.0,1989.0,Celia,actor,archive_footage
James Gray,James Gray,1969.0,0.0,The Immigrant,director,writer
Boaz Yakin,Boaz Yakin,1965.0,0.0,Fresh,writer,producer
Rodman Flender,Rodman Flender,1962.0,0.0,The Office,director,producer
Glenn Gordon Caron,Glenn Gordon Caron,1954.0,0.0,Moonlighting,producer,writer
George Huang,,,,,,
Milcho Manchevski,Milcho Manchevski,1959.0,0.0,Before the Rain,director,writer
Nikita Mikhalkov,Nikita Mikhalkov,1945.0,0.0,12,actor,director
Mel Smith,Mel Smith,1952.0,2013.0,The Princess Bride,actor,writer
Mel Smith,Mel Smith,1978.0,0.0,Deadly Women,actor,location_management
Xavier Koller,Xavier Koller,1944.0,0.0,Journey of Hope,director,writer
Mel Gibson,Mel Gibson,1956.0,0.0,Braveheart,actor,producer
Bryan Singer,Bryan Singer,1965.0,0.0,X-Men,producer,director
Larry Clark,Larry Clark,1943.0,0.0,Bully,director,writer
John Lasseter,John Lasseter,1957.0,0.0,Toy Story 2,producer,writer
Paul W.S. Anderson,Paul W.S. Anderson,1965.0,0.0,Resident Evil: Apocalypse,writer,producer
F. Gary Gray,F. Gary Gray,1969.0,0.0,Set It Off,director,producer
Scott Kalvert,Scott Kalvert,1964.0,2014.0,The Basketball Diaries,director,producer
Michael Bay,Michael Bay,1965.0,0.0,Armageddon,producer,director
Bryan Spicer,Bryan Spicer,1964.0,0.0,Mighty Morphin Power Rangers,producer,director
Iain Softley,Iain Softley,1958.0,0.0,Backbeat,director,writer
Brad Silberling,Brad Silberling,1963.0,0.0,City of Angels,producer,director
Mike Gabriel,Mike Gabriel,1954.0,0.0,The Rescuers Down Under,art_department,animation_department
Kevin Lima,Kevin Lima,1962.0,0.0,Enchanted,animation_department,director
John N. Smith,John N. Smith,1943.0,0.0,Sitting in Limbo,director,producer
Chris Noonan,Chris Noonan,1952.0,0.0,Babe,writer,director
Tim Robbins,Tim Robbins,1958.0,0.0,Mystic River,actor,producer
Betty Thomas,Betty Thomas,1947.0,0.0,Howard Stern,actress,director
Robert Longo,Robert Longo,1953.0,0.0,Johnny Mnemonic,director,actor
Danny Cannon,Danny Cannon,1968.0,0.0,CSI: Crime Scene Investigation,producer,director
Marc Caro,Marc Caro,1956.0,0.0,Delicatessen,director,writer
Victor Salva,Victor Salva,1958.0,0.0,Powder,writer,director
Gregory Widen,Gregory Widen,1958.0,0.0,The Prophecy,writer,producer
Steve Oedekerk,Steve Oedekerk,1961.0,0.0,Kung Pow: Enter the Fist,writer,director
Holly Goldberg Sloan,Holly Goldberg Sloan,1958.0,0.0,Angels in the Outfield,writer,producer
Joe Chappelle,,,,,,
Melanie Mayron,Melanie Mayron,1952.0,0.0,Thirtysomething,director,actress
Forest Whitaker,Forest Whitaker,1961.0,0.0,The Last King of Scotland,actor,producer
Todd Solondz,Todd Solondz,1959.0,0.0,Welcome to the Dollhouse,director,writer
Carl Franklin,Carl Franklin,1949.0,0.0,One False Move,actor,director
Jocelyn Moorhouse,Jocelyn Moorhouse,1960.0,0.0,The Dressmaker,director,writer
Andrew Sipes,,,,,,
Gary Fleder,Gary Fleder,1965.0,0.0,Things to Do in Denver When You're Dead,producer,director
Michael Moore,Michael Moore,1954.0,0.0,Bowling for Columbine,director,producer
Michael Moore,Michael Moore,1926.0,1998.0,Stalag 17,actor,soundtrack
Michael Moore,Michael Moore,1984.0,1993.0,Paradise Lost 2: Revelations,archive_footage,
Michael Moore,Michael Moore,1909.0,1979.0,Othello,actor,archive_footage
Christian Duguay,Christian Duguay,1957.0,0.0,Human Trafficking,director,assistant_director
Christian Duguay,Christian Duguay,1970.0,0.0,Krews,producer,actor
Oliver Parker,Oliver Parker,1960.0,0.0,Johnny English Reborn,director,actor
Philip Haas,Philip Haas,1954.0,0.0,Angels and Insects,director,producer
J.F. Lawton,J.F. Lawton,1960.0,0.0,Pretty Woman,writer,producer
Gregory Nava,Gregory Nava,1949.0,0.0,Selena,writer,director
Edward Burns,Edward Burns,1968.0,0.0,Saving Private Ryan,writer,actor
Edward Burns,Edward Burns,1879.0,1954.0,Garragan,actor,stunts
Christopher Monger,Christopher Monger,1950.0,0.0,The Englishman Who Went Up a Hill But Came Down a Mountain,director,writer
Paul Auster,Paul Auster,1947.0,0.0,Smoke,writer,director
Daisy von Scherler Mayer,Daisy von Scherler Mayer,1966.0,0.0,Party Girl,director,producer
Carlo Carlei,Carlo Carlei,1960.0,0.0,Flight of the Innocent,director,writer
Damian Harris,Damian Harris,1958.0,0.0,Gardens of the Night,director,writer
Jafar Panahi,Jafar Panahi,1960.0,0.0,Taxi,director,editor
Desmond Nakano,Desmond Nakano,1953.0,0.0,American Pastime,writer,director
Peter Hall,Peter Hall,1930.0,2017.0,Three Into Two Won't Go,director,miscellaneous
Peter Hall,Peter Hall,1929.0,2011.0,Ripping Yarns,camera_department,cinematographer
Peter Hall,Peter Hall,1978.0,0.0,Go'natt herr luffare,actor,
Aaron Norris,Aaron Norris,1951.0,0.0,"Walker, Texas Ranger: Trial by Fire",producer,director
Maria Maggenti,Maria Maggenti,1962.0,0.0,Before I Fall,producer,director
Nick Gomez,Nick Gomez,1978.0,0.0,She-Hulk: Attorney at Law,actor,writer
Nick Gomez,Nick Gomez,1963.0,0.0,The Expanse,director,writer
Preston A. Whitmore II,Preston A. Whitmore II,1962.0,0.0,This Christmas,writer,producer
Baz Luhrmann,Baz Luhrmann,1962.0,0.0,Moulin Rouge!,writer,producer
Cameron Crowe,Cameron Crowe,1957.0,0.0,Almost Famous,writer,producer
Gregory Hoblit,Gregory Hoblit,1944.0,0.0,Hill Street Blues,producer,director
Wes Anderson,Wes Anderson,1969.0,0.0,Fantastic Mr. Fox,director,writer
Lana Wachowski,Lana Wachowski,1965.0,0.0,The Matrix,writer,producer
Billy Bob Thornton,Billy Bob Thornton,1955.0,0.0,Sling Blade,actor,writer
Tom Hanks,Tom Hanks,1956.0,0.0,Cast Away,producer,actor
Bobby Farrelly,Bobby Farrelly,1958.0,0.0,There's Something About Mary,producer,director
Jonathan Frakes,Jonathan Frakes,1952.0,0.0,Star Trek: First Contact,actor,director
Doug Liman,Doug Liman,1965.0,0.0,Edge of Tomorrow,producer,director
Paris Barclay,Paris Barclay,1956.0,0.0,NYPD Blue,producer,director
Paul Thomas Anderson,Paul Thomas Anderson,1970.0,0.0,Punch-Drunk Love,director,writer
Campbell Scott,Campbell Scott,1961.0,0.0,Big Night,actor,producer
Stuart Baird,Stuart Baird,1947.0,0.0,Skyfall,editor,editorial_department
Jason Bloom,,,,,,
Douglas McGrath,Douglas McGrath,1958.0,2022.0,Emma,writer,actor
Mira Nair,Mira Nair,1957.0,0.0,Salaam Bombay!,director,producer
Mike Leigh,Mike Leigh,1943.0,0.0,Secrets & Lies,director,writer
David Twohy,David Twohy,1955.0,0.0,The Fugitive,writer,director
David Hogan,David Hogan,1948.0,0.0,Barb Wire,director,writer
Steve Buscemi,Steve Buscemi,1957.0,0.0,Fargo,actor,director
Matthew Bright,Matthew Bright,1952.0,0.0,Freeway,writer,director
Lee Tamahori,Lee Tamahori,1950.0,0.0,Once Were Warriors,director,assistant_director
Scott Hicks,Scott Hicks,1953.0,0.0,Shine,director,writer
Bronwen Hughes,,,,,,
Gilbert Adler,Gilbert Adler,1946.0,0.0,Tales from the Crypt,producer,writer
Rick Friedberg,Rick Friedberg,1944.0,0.0,Spy Hard,producer,director
Jerry Zaks,Jerry Zaks,1946.0,0.0,Marvin's Room,director,actor
Arlene Sanford,,,,,,
Tim Pope,,,,,,
Julian Schnabel,Julian Schnabel,1951.0,0.0,Before Night Falls,director,writer
Jean-Claude Van Damme,Jean-Claude Van Damme,1960.0,0.0,Double Impact,actor,writer
Director,,,,,,
Lisa Krueger,Lisa Krueger,1961.0,0.0,Manny & Lo,script_department,director
Michael Winterbottom,Michael Winterbottom,1961.0,0.0,A Mighty Heart,director,writer
Larry Bishop,Larry Bishop,1948.0,0.0,Hell Ride,actor,writer
John Gray,John Gray,1927.0,2017.0,A Quiet Day in Belfast,writer,script_department
John Gray,John Gray,1946.0,0.0,The King of Friday Night,writer,composer
John Gray,John Gray,1920.0,2014.0,Callan,music_department,soundtrack
John Gray,John Gray,1918.0,2006.0,West Highland,director,producer
John Gray,John Gray,1976.0,0.0,Wrath of Job,writer,
John Payson,,,,,,
Eric Schaeffer,Eric Schaeffer,1962.0,0.0,Boy Meets Girl,actor,writer
Alexander Payne,Alexander Payne,1961.0,0.0,Nebraska,producer,director
Martin Lawrence,Martin Lawrence,1965.0,0.0,Martin,actor,writer
Dan Ireland,Dan Ireland,1949.0,2016.0,The Whole Wide World,producer,director
Matt Reeves,Matt Reeves,1966.0,0.0,The Batman,producer,writer
Farhad Mann,,,,,,
Reb Braddock,Reb Braddock,1965.0,0.0,Curdled,camera_department,producer
Fraser C. Heston,Fraser C. Heston,1955.0,0.0,The Ten Commandments,producer,director
Allison Anders,Allison Anders,1954.0,0.0,Gas Food Lodging,director,writer
Bill Couturié,,,,,,
Luc Besson,Luc Besson,1959.0,0.0,The Fifth Element,writer,producer
Jay Roach,Jay Roach,1957.0,0.0,Trumbo,producer,director
Simon West,Simon West,1961.0,0.0,Lara Croft: Tomb Raider,director,producer
Roberto Benigni,Roberto Benigni,1952.0,0.0,Life Is Beautiful,actor,writer
Raja Gosnell,Raja Gosnell,1958.0,0.0,Big Momma's House,editor,director
Andrew Niccol,Andrew Niccol,1964.0,0.0,Gattaca,writer,director
Jim Gillespie,Jim Gillespie,1948.0,2009.0,Lionheart,make_up_department,writer
Jean-Pierre Jeunet,Jean-Pierre Jeunet,1953.0,0.0,A Very Long Engagement,director,writer
Sam Weisman,Sam Weisman,1947.0,0.0,George of the Jungle,director,actor
Andy Tennant,Andy Tennant,1955.0,0.0,Fool's Gold,producer,director
Andy Tennant,Andy Tennant,1987.0,0.0,E:60,producer,writer
Brian Robbins,Brian Robbins,1963.0,0.0,Sports Theater with Shaquille O'Neal,producer,actor
Peter Cattaneo,Peter Cattaneo,1964.0,0.0,The Full Monty,director,producer
Mark A.Z. Dippé,Mark A.Z. Dippé,1956.0,0.0,Spawn,visual_effects,director
James Mangold,James Mangold,1963.0,0.0,Logan,producer,director
Harmony Korine,Harmony Korine,1973.0,0.0,Gummo,director,writer
Brian Gilbert,Brian Gilbert,1949.0,0.0,The Gathering,actor,director
Brian Gilbert,Brian Gilbert,1996.0,0.0,The Son of No One,producer,actor
Brian Gilbert,Brian Gilbert,1960.0,0.0,Monsters,sound_department,special_effects
Jonathan Mostow,Jonathan Mostow,1961.0,0.0,Terminator 3: Rise of the Machines,director,producer
Stephen Kessler,,,,,,
George Armitage,George Armitage,1942.0,0.0,Grosse Pointe Blank,producer,writer
John R. Leonetti,John R. Leonetti,1956.0,0.0,Annabelle,cinematographer,camera_department
Bob Spiers,Bob Spiers,1945.0,2008.0,Spice World,director,producer
Kar-Wai Wong,Kar-Wai Wong,1956.0,0.0,The Grandmaster,director,producer
Mimi Leder,Mimi Leder,1952.0,0.0,The Morning Show,producer,director
Gore Verbinski,Gore Verbinski,1964.0,0.0,Rango,director,producer
Trey Parker,Trey Parker,1969.0,0.0,South Park,music_department,writer
Trey Parker,Trey Parker,1972.0,0.0,Newsies,actor,composer
George Tillman Jr.,George Tillman Jr.,1969.0,0.0,The Hate U Give,producer,director
Majid Majidi,Majid Majidi,1959.0,0.0,Children of Heaven,writer,director
Hark Tsui,Hark Tsui,1950.0,0.0,Detective Dee: The Mystery of the Phantom Flame,producer,director
Anthony Waller,Anthony Waller,1959.0,0.0,An American Werewolf in Paris,producer,director
Robert Kurtzman,Robert Kurtzman,1964.0,0.0,From Dusk Till Dawn,make_up_department,special_effects
Brett Ratner,Brett Ratner,1969.0,0.0,Red Dragon,producer,director
Jeb Stuart,Jeb Stuart,1956.0,0.0,Die Hard,writer,producer
Kasi Lemmons,Kasi Lemmons,1961.0,0.0,Harriet,actress,director
Félix Enríquez Alcalá,Félix Enríquez Alcalá,1951.0,0.0,Third Watch,director,cinematographer
Charles Martin Smith,Charles Martin Smith,1953.0,0.0,Dolphin Tale,actor,director
Don Roos,Don Roos,1955.0,0.0,The Opposite of Sex,writer,director
Shuki Levy,Shuki Levy,1947.0,0.0,Turbo: A Power Rangers Movie,composer,music_department
Thomas Carter,Thomas Carter,1953.0,0.0,Coach Carter,director,producer
Theodore Witcher,,,,,,
Peter O'Fallon,,,,,,
Mark Pavia,,,,,,
John Nicolella,John Nicolella,1945.0,1998.0,Miami Vice,producer,director
David Mamet,David Mamet,1947.0,0.0,House of Games,writer,producer
Paul Miller,,,,,,
Ronny Yu,Ronny Yu,1950.0,0.0,The Bride with White Hair,director,producer
Robert Duvall,Robert Duvall,1931.0,0.0,The Apostle,actor,producer
Steve James,Steve James,1952.0,1993.0,To Live and Die in L.A.,actor,stunts
Steve James,Steve James,1964.0,0.0,Ganged and Banged,actor,archive_footage
Mark Dindal,Mark Dindal,1960.0,0.0,Chicken Little,visual_effects,writer
Robert Butler,Robert Butler,1927.0,2023.0,Remington Steele,miscellaneous,director
John Duigan,John Duigan,1949.0,0.0,The Year My Voice Broke,writer,director
Mark Waters,Mark Waters,1964.0,0.0,500 Days of Summer,director,producer
Mark Waters,Mark Waters,1980.0,0.0,The Handmaid's Tale,actor,producer
Nick Cassavetes,Nick Cassavetes,1959.0,0.0,Face/Off,actor,director
Kevin Allen,Kevin Allen,1962.0,0.0,Under Milk Wood,actor,director
Andy Cadiff,Andy Cadiff,1955.0,0.0,Spin City,director,producer
Manny Coto,Manny Coto,1961.0,2023.0,American Horror Story,writer,producer
Stephen Kay,Stephen Kay,1963.0,0.0,Get Carter,director,producer
Tom Schulman,Tom Schulman,1950.0,0.0,Dead Poets Society,writer,producer
Andy Wilson,Andy Wilson,1958.0,0.0,Unforgotten: Building the Series,director,producer
Neil LaBute,Neil LaBute,1963.0,0.0,In the Company of Men,writer,producer
Tony Kaye,Tony Kaye,1952.0,0.0,Detachment,director,cinematographer
Tony Kaye,Tony Kaye,1945.0,0.0,Billy Sherwood and Tony Kaye Live in Japan,actor,editor
Stephen Norrington,Stephen Norrington,1964.0,0.0,The League of Extraordinary Gentlemen,special_effects,make_up_department
Frank Coraci,Frank Coraci,1966.0,0.0,The Wedding Singer,director,actor
Tony Bancroft,Tony Bancroft,1967.0,0.0,Mulan,animation_department,art_department
Griffin Dunne,Griffin Dunne,1955.0,0.0,After Hours,actor,director
Terrence Malick,Terrence Malick,1943.0,0.0,Days of Heaven,producer,writer
Gary Ross,Gary Ross,1956.0,0.0,The Hunger Games,writer,producer
Vincent Ward,Vincent Ward,1956.0,0.0,The Navigator: A Medieval Odyssey,director,writer
John Madden,John Madden,1949.0,0.0,Shakespeare in Love,director,producer
John Madden,John Madden,1936.0,2021.0,The Replacements,actor,miscellaneous
Harry Elfont,Harry Elfont,1968.0,0.0,Josie and the Pussycats,writer,producer
Brenda Chapman,Brenda Chapman,1962.0,0.0,Brave,animation_department,writer
Randall Wallace,Randall Wallace,1949.0,0.0,We Were Soldiers,writer,producer
Thomas Vinterberg,Thomas Vinterberg,1969.0,0.0,The Hunt,director,writer
Jamie Blanks,,,,,,
Darren Aronofsky,Darren Aronofsky,1969.0,0.0,Pi,producer,director
Shekhar Kapur,Shekhar Kapur,1945.0,0.0,Elizabeth,director,actor
Mark Christopher,Mark Christopher,1963.0,0.0,54,writer,producer
Peter Howitt,Peter Howitt,1928.0,2021.0,Braveheart,set_decorator,art_department
Peter Howitt,Peter Howitt,1957.0,0.0,Sliding Doors,actor,director
Vincent Gallo,Vincent Gallo,1961.0,0.0,Buffalo '66,actor,director
David Nutter,David Nutter,1960.0,0.0,Game of Thrones,director,producer
Eric Darnell,Eric Darnell,1961.0,0.0,Madagascar: Escape 2 Africa,writer,miscellaneous
Christopher Nolan,Christopher Nolan,1970.0,0.0,Tenet,writer,producer
John Fortenberry,,,,,,
Lance Mungia,Lance Mungia,1972.0,0.0,Six-String Samurai,director,writer
Antoine Fuqua,Antoine Fuqua,1965.0,0.0,The Magnificent Seven,producer,director
Bob Saget,Bob Saget,1956.0,2022.0,Full House,actor,writer
Peter Berg,Peter Berg,1964.0,0.0,Chicago Hope,producer,actor
Kirk Wong,Kirk Wong,1949.0,0.0,The Big Hit,actor,director
François Girard,François Girard,1963.0,0.0,The Red Violin,director,writer
Kunihiko Yuyama,Kunihiko Yuyama,1952.0,0.0,Pokémon: The First Movie - Mewtwo Strikes Back,director,art_department
Hype Williams,Hype Williams,1970.0,0.0,Belly,director,producer
Kirk Jones,Kirk Jones,1964.0,0.0,Waking Ned Devine,director,writer
Frederik Du Chau,Frederik Du Chau,1965.0,0.0,Racing Stripes,animation_department,director
Mikael Salomon,Mikael Salomon,1945.0,0.0,Band of Brothers,director,cinematographer
Mark Steven Johnson,Mark Steven Johnson,1964.0,0.0,Finding Steve McQueen,writer,director
Troy Miller,,,,,,
Jonathan Darby,,,,,,
Kevin Rodney Sullivan,Kevin Rodney Sullivan,1958.0,0.0,How Stella Got Her Groove Back,director,producer
John Warren,John Warren,1916.0,1977.0,Up the Creek,writer,actor
John Warren,John Warren,1953.0,0.0,Flashfire,writer,producer
Willard Carroll,Willard Carroll,1955.0,0.0,Playing by Heart,producer,writer
Igor Kovalyov,Igor Kovalyov,1954.0,0.0,Milch,animation_department,director
Ice Cube,Ice Cube,1969.0,0.0,Friday,music_artist,actor
Alan Cohn,,,,,,
Marshall Herskovitz,Marshall Herskovitz,1952.0,0.0,Thirtysomething,producer,writer
Walter Salles,Walter Salles,1956.0,0.0,Central Station,director,producer
M. Night Shyamalan,M. Night Shyamalan,1970.0,0.0,Lady in the Water,producer,director
Gillies MacKinnon,Gillies MacKinnon,1948.0,0.0,Small Faces,director,writer
Chris Eyre,Chris Eyre,1969.0,0.0,Smoke Signals,director,producer
Dean Semler,Dean Semler,1943.0,0.0,Apocalypto,cinematographer,camera_department
Tamara Jenkins,Tamara Jenkins,1962.0,0.0,The Savages,director,writer
John Pieplow,,,,,,
John Roberts,John Roberts,1928.0,2003.0,The Triumph of the West,writer,archive_footage
John Roberts,John Roberts,1978.0,0.0,Rondro,director,actor
John Roberts,John Roberts,1945.0,2001.0,Woodstock: The Lost Performances,producer,archive_footage
John Roberts,John Roberts,1977.0,0.0,Finding 66,director,writer
John Roberts,John Roberts,1956.0,0.0,CBS News Special Report: The Election of the Pope,writer,producer
John Roberts,John Roberts,1955.0,0.0,Advise & Dissent,archive_footage,archive_sound
John Roberts,John Roberts,1971.0,0.0,The Bob's Burgers Movie,actor,writer
Steve Gomer,,,,,,
Steve Boyum,Steve Boyum,1952.0,0.0,Apocalypse Now,director,producer
Predrag Antonijevic,Predrag Antonijevic,1959.0,0.0,O pokojniku sve najlepse,writer,producer
David Dobkin,David Dobkin,1969.0,0.0,The Judge,producer,director
David Moreton,,,,,,
Neil Abramson,,,,,,
Jake Kasdan,Jake Kasdan,1974.0,0.0,Walk Hard: The Dewey Cox Story,producer,director
Tony Cinciripini,,,,,,
Anthony Drazan,Anthony Drazan,1955.0,0.0,Zebrahead,director,writer
Dean Parisot,,,,,,
Paul Weitz,Paul Weitz,1965.0,0.0,About a Boy,producer,writer
Paul Weitz,Paul Weitz,1932.0,2017.0,Searching for Skylab,archive_footage,
Sam Mendes,Sam Mendes,1965.0,0.0,1917,producer,director
George Lucas,George Lucas,1944.0,0.0,Star Wars: Episode IV - A New Hope,writer,producer
Gil Junger,Gil Junger,1954.0,0.0,10 Things I Hate About You,writer,director
Mike Judge,Mike Judge,1962.0,0.0,Beavis and Butt-Head Do America,producer,writer
Roger Michell,Roger Michell,1956.0,2021.0,Notting Hill,director,writer
Roger Kumble,Roger Kumble,1966.0,0.0,Cruel Intentions,director,producer
Daniel Myrick,Daniel Myrick,1963.0,0.0,The Blair Witch Project,writer,director
Sofia Coppola,Sofia Coppola,1971.0,0.0,The Godfather Part III,director,actress
Rob Minkoff,Rob Minkoff,1962.0,0.0,The Lion King,producer,director
Troy Duffy,Troy Duffy,1971.0,0.0,The Boondock Saints,writer,producer
Robert Iscove,Robert Iscove,1947.0,0.0,From Justin to Kelly,director,miscellaneous
Chris Buck,Chris Buck,1958.0,0.0,Frozen,animation_department,director
Spike Jonze,Spike Jonze,1969.0,0.0,Her,producer,writer
Brad Bird,Brad Bird,1957.0,0.0,The Incredibles,miscellaneous,writer
Kinka Usher,,,,,,
Mike Mitchell,Mike Mitchell,1968.0,0.0,Elysium,stunts,assistant_director
Mike Mitchell,Mike Mitchell,1970.0,0.0,Monsters vs. Aliens,director,writer
Mike Mitchell,Mike Mitchell,1955.0,2021.0,Revenge,actor,producer
Mike Mitchell,Mike Mitchell,1944.0,2021.0,Animal House of Blues: 33.3 Special Edition,soundtrack,archive_footage
