director,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Tod Williams,Tod Williams,1968.0,0.0,Cell,director,writer
Christopher Erskin,,,,,,
Will Finn,Will Finn,1958.0,0.0,Home on the Range,art_department,writer
Timur Bekmambetov,Timur Bekmambetov,1961.0,0.0,Night Watch,producer,director
Chris Stokes,,,,,,
Kevin Spacey,Kevin Spacey,1959.0,0.0,L.A. Confidential,actor,producer
Michael Clancy,,,,,,
Yash Chopra,Yash Chopra,1932.0,2012.0,Veer-Zaara,producer,director
Nick Hurran,Nick Hurran,1959.0,0.0,Girls' Night,director,producer
Joshua Marston,Joshua Marston,1968.0,0.0,Maria Full of Grace,director,producer
Michael Dowse,Michael Dowse,1973.0,0.0,It's All Gone Pete Tong,director,writer
Bart Freundlich,Bart Freundlich,1970.0,0.0,The Myth of Fingerprints,director,writer
Je-kyu Kang,,,,,,
Robert C. Ramirez,,,,,,
Judd Apatow,Judd Apatow,1967.0,0.0,Girls,producer,writer
Joe Wright,Joe Wright,1970.0,2009.0,Silver Bullet,actor,writer
Joe Wright,Joe Wright,1972.0,0.0,Pride & Prejudice,director,producer
Joe Wright,Joe Wright,1962.0,0.0,Point of Fear,composer,soundtrack
Frank Miller,Frank Miller,1944.0,1998.0,Innerspace,actor,
Frank Miller,Frank Miller,1957.0,0.0,Sin City,writer,producer
Frank Miller,Frank Miller,1891.0,1950.0,Bed and Breakfast,writer,director
James McTeigue,,,,,,
Francis Lawrence,Francis Lawrence,1971.0,0.0,The Hunger Games: Catching Fire,director,producer
Garth Jennings,Garth Jennings,1972.0,0.0,Sing,director,actor
Joss Whedon,Joss Whedon,1964.0,0.0,Buffy the Vampire Slayer,producer,writer
Rob McKittrick,Rob McKittrick,1973.0,0.0,Waiting...,writer,director
Jean-François Richet,Jean-François Richet,1966.0,0.0,Mesrine: Killer Instinct,director,writer
David Slade,David Slade,1969.0,0.0,Hard Candy,director,producer
Jaume Collet-Serra,Jaume Collet-Serra,1974.0,0.0,The Shallows,producer,director
Shane Black,Shane Black,1961.0,0.0,The Nice Guys,writer,actor
Fernando Meirelles,Fernando Meirelles,1955.0,0.0,The Constant Gardener,director,writer
Dave McKean,Dave McKean,1963.0,0.0,Mirrormask,visual_effects,director
Darren Lynn Bousman,Darren Lynn Bousman,1979.0,0.0,Repo! The Genetic Opera,director,producer
Robert Schwentke,Robert Schwentke,1968.0,0.0,The Captain,writer,director
Andrew Douglas,Andrew Douglas,1983.0,0.0,One Hundred Million Throwaways,director,producer
Breck Eisner,Breck Eisner,1970.0,0.0,The Crazies,director,producer
Rian Johnson,Rian Johnson,1973.0,0.0,Knives Out,producer,writer
Greg McLean,,,,,,
Scott Derrickson,Scott Derrickson,1966.0,0.0,The Black Phone,producer,writer
Susan Stroman,Susan Stroman,1954.0,0.0,The Producers,miscellaneous,director
Bruce Hunt,,,,,,
Ol Parker,Ol Parker,1969.0,0.0,Now Is Good,writer,director
Thomas Bezucha,Thomas Bezucha,1964.0,0.0,Let Him Go,producer,writer
Bennett Miller,Bennett Miller,1966.0,0.0,Foxcatcher,director,producer
Noah Baumbach,Noah Baumbach,1969.0,0.0,The Squid and the Whale,writer,director
Hideo Nakata,Hideo Nakata,1961.0,0.0,Dark Water,director,writer
Mike Bigelow,,,,,,
David Ayer,David Ayer,1968.0,0.0,End of Watch,producer,writer
Darren Grant,,,,,,
Steve Box,Steve Box,1967.0,0.0,Wallace & Gromit: The Curse of the Were-Rabbit,writer,animation_department
John Maybury,John Maybury,1958.0,0.0,Love Is the Devil: Study for a Portrait of Francis Bacon,director,writer
Jason Reitman,Jason Reitman,1977.0,0.0,Up in the Air,producer,director
Mikael Håfström,Mikael Håfström,1960.0,0.0,Evil,writer,director
Florent-Emilio Siri,Florent-Emilio Siri,1965.0,0.0,Hostage,director,writer
Cory Edwards,Cory Edwards,1968.0,0.0,Hoodwinked!,writer,actor
Tommy Lee Jones,Tommy Lee Jones,1946.0,0.0,The Fugitive,actor,director
John Gulager,John Gulager,1957.0,0.0,Feast,cinematographer,actor
Jeff Wadlow,Jeff Wadlow,1976.0,0.0,Truth or Dare,producer,director
John Hillcoat,John Hillcoat,1961.0,0.0,The Proposition,director,producer
Craig Brewer,Craig Brewer,1971.0,0.0,Hustle & Flow,producer,director
Richard Shepard,Richard Shepard,1965.0,0.0,The Matador,director,producer
Atom Egoyan,Atom Egoyan,1960.0,0.0,The Sweet Hereafter,director,writer
Rebecca Miller,Rebecca Miller,1962.0,0.0,Maggie's Plan,actress,writer
Geoffrey Sax,Geoffrey Sax,1949.0,0.0,Tipping the Velvet,director,miscellaneous
Niall Johnson,Niall Johnson,1965.0,0.0,Keeping Mum,director,writer
Miranda July,Miranda July,1974.0,0.0,Me and You and Everyone We Know,writer,actress
Duncan Tucker,,,,,,
Andy Garcia,Andy Garcia,1956.0,0.0,Ocean's Eleven,actor,producer
Arie Posin,,,,,,
Gary Chapman,Gary Chapman,1957.0,0.0,Maverick,actor,composer
Gary Chapman,Gary Chapman,1953.0,0.0,The Best Little Whorehouse in Texas,actor,miscellaneous
Phil Morrison,,,,,,
John Gatins,,,,,,
Bent Hamer,Bent Hamer,1956.0,0.0,Kitchen Stories,director,writer
Liev Schreiber,Liev Schreiber,1967.0,0.0,Spotlight,actor,producer
Mike Mills,Mike Mills,1958.0,0.0,Man on the Moon,actor,composer
Mike Mills,Mike Mills,1966.0,0.0,Beginners,director,writer
David Frankel,David Frankel,1959.0,0.0,The Devil Wears Prada,director,producer
Andy Fickman,Andy Fickman,1963.0,0.0,Race to Witch Mountain,producer,director
Gabriele Muccino,Gabriele Muccino,1967.0,0.0,Seven Pounds,director,writer
Jonathan Dayton,Jonathan Dayton,1957.0,0.0,Little Miss Sunshine,director,producer
Kevin Macdonald,Kevin Macdonald,1967.0,0.0,The Last King of Scotland,director,producer
Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,1973.0,0.0,The Lives of Others,director,writer
J.J. Abrams,J.J. Abrams,1966.0,0.0,Lost,producer,writer
Steve Pink,,,,,,
James Gunn,James Gunn,1920.0,1966.0,All I Desire,writer,
James Gunn,James Gunn,1966.0,0.0,Guardians of the Galaxy,writer,producer
James Gunn,James Gunn,1923.0,2020.0,The Immortal,writer,
Alexandre Aja,Alexandre Aja,1978.0,0.0,High Tension,producer,director
Liam Lynch,Liam Lynch,1970.0,0.0,Tenacious D in the Pick of Destiny,director,writer
Anne Fletcher,Anne Fletcher,1966.0,0.0,The Proposal,miscellaneous,director
Larry Charles,Larry Charles,1956.0,0.0,Seinfeld,producer,writer
Mark Neveldine,Mark Neveldine,1973.0,0.0,Gamer,writer,director
Neil Burger,Neil Burger,1963.0,0.0,Divergent,producer,director
Tim Johnson,Tim Johnson,1931.0,1997.0,Maverick,actor,
Elizabeth Allen Rosenbaum,,,,,,
Stefen Fangmeier,Stefen Fangmeier,1960.0,0.0,The Perfect Storm,visual_effects,director
Gil Kenan,Gil Kenan,1976.0,0.0,Monster House,director,writer
Greg Coolidge,Greg Coolidge,1972.0,0.0,The Continental,director,writer
David Bowers,,,,,,
Werner Herzog,Werner Herzog,1942.0,0.0,Fitzcarraldo,director,writer
Corey Yuen,Corey Yuen,1951.0,0.0,Righting Wrongs,actor,stunts
Susannah Grant,Susannah Grant,1963.0,0.0,Erin Brockovich,writer,producer
Alejandro Agresti,Alejandro Agresti,1961.0,0.0,Buenos Aires Vice Verse,director,writer
Mark Palansky,,,,,,
Carlos Saldanha,Carlos Saldanha,1965.0,0.0,Rio,writer,producer
William Brent Bell,,,,,,
David Von Ancken,David Von Ancken,1964.0,2021.0,Seraphim Falls,producer,director
Ericson Core,,,,,,
Adam Green,Adam Green,1975.0,0.0,Frozen,director,writer
Adam Green,Adam Green,1977.0,0.0,Gala & Godfrey,actor,producer
Adam Green,Adam Green,1983.0,0.0,Cake: A Wedding Story,actor,
Adam Green,Adam Green,1981.0,0.0,Adam Green's Aladdin,actor,director
Adam Green,Adam Green,1980.0,0.0,The Stepfather,miscellaneous,editorial_department
Tyler Perry,Tyler Perry,1969.0,0.0,Diary of a Mad Black Woman,writer,director
John Bonito,,,,,,
John Curran,John Curran,1960.0,0.0,Chappaquiddick,director,writer
George Hickenlooper,George Hickenlooper,1963.0,2010.0,Dogtown,director,writer
Doug Atchison,,,,,,
Aaron Seltzer,Aaron Seltzer,1974.0,0.0,Disaster Movie,writer,director
Anthony Russo,Anthony Russo,1970.0,0.0,Everything Everywhere All at Once,producer,director
Matthew O'Callaghan,,,,,,
Michael Mayer,Michael Mayer,1952.0,0.0,I Love Lucy,actor,
Michael Mayer,Michael Mayer,1964.0,0.0,Making Up!,actor,camera_department
Michael Mayer,Michael Mayer,1960.0,0.0,27 Dresses,producer,director
Michael Mayer,Michael Mayer,1943.0,2012.0,Killer Force,actor,
Goran Dukic,,,,,,
Gregory Dark,Gregory Dark,1957.0,0.0,New Wave Hookers,director,producer
Gregory Dark,Gregory Dark,1950.0,0.0,Never Say Never Again,assistant_director,producer
Allen Coulter,,,,,,
Chris Robinson,Chris Robinson,1938.0,0.0,Catch the Black Sunshine,actor,director
Chris Robinson,Chris Robinson,1966.0,0.0,Ladder 49,actor,composer
Emilio Estevez,Emilio Estevez,1962.0,0.0,The Way,actor,director
Ryan Fleck,Ryan Fleck,1976.0,0.0,Half Nelson,director,writer
Steve 'Spaz' Williams,Steve 'Spaz' Williams,1963.0,0.0,The Mask,visual_effects,actor
Liz Friedlander,Liz Friedlander,1970.0,0.0,Conviction,director,producer
Jim Sonzero,,,,,,
Michael Polish,Michael Polish,1970.0,0.0,Twin Falls Idaho,director,writer
Nick Guthe,,,,,,
Todd Robinson,,,,,,
Colin Brady,,,,,,
Kelly Reichardt,Kelly Reichardt,1964.0,0.0,Wendy and Lucy,director,writer
Wil Shriner,Wil Shriner,1953.0,0.0,Hoot,writer,director
Matthew Vaughn,Matthew Vaughn,1971.0,0.0,Kick-Ass,producer,director
Ben Affleck,Ben Affleck,1972.0,0.0,Argo,producer,actor
Greg Mottola,Greg Mottola,1964.0,0.0,Adventureland,producer,director
David Yates,David Yates,1963.0,0.0,Harry Potter and the Order of the Phoenix,director,producer
David Yates,David Yates,1943.0,0.0,Astro Farm,producer,director
Juan Carlos Fresnadillo,Juan Carlos Fresnadillo,1967.0,0.0,28 Weeks Later,producer,director
Xavier Gens,Xavier Gens,1975.0,0.0,Frontier(s),director,assistant_director
Gabor Csupo,Gabor Csupo,1952.0,0.0,Rugrats,producer,writer
Shari Springer Berman,Shari Springer Berman,1963.0,0.0,American Splendor,director,writer
Michael Haneke,Michael Haneke,1942.0,0.0,Caché,writer,director
Josh Gordon,,,,,,
Ash Brannon,Ash Brannon,1969.0,0.0,Arcane,writer,producer
Joby Harold,,,,,,
Simon J. Smith,,,,,,
Colin Strause,Colin Strause,1976.0,0.0,Skyline,visual_effects,director
Chris Miller,Chris Miller,1942.0,0.0,National Lampoon's Animal House,writer,actor
Chris Miller,Chris Miller,1968.0,0.0,Shrek the Third,actor,animation_department
Chris Miller,Chris Miller,1980.0,0.0,Zombie Strippers!,art_department,art_director
Chris Miller,Chris Miller,1975.0,0.0,Only Connect,miscellaneous,
Andrew Dominik,Andrew Dominik,1967.0,0.0,Chopper,director,writer
Mark Helfrich,,,,,,
Nacho Vigalondo,Nacho Vigalondo,1977.0,0.0,Timecrimes,writer,actor
Jason Friedberg,Jason Friedberg,1970.0,0.0,Disaster Movie,writer,director
Stephen J. Anderson,Stephen J. Anderson,1970.0,0.0,Meet the Robinsons,animation_department,director
Tony Gilroy,Tony Gilroy,1956.0,0.0,Michael Clayton,writer,producer
Oren Peli,,,,,,
Richard LaGravenese,Richard LaGravenese,1959.0,0.0,Freedom Writers,writer,producer
Craig Gillespie,Craig Gillespie,1967.0,0.0,"I, Tonya",producer,director
Mennan Yapo,Mennan Yapo,1966.0,0.0,Lautlos,producer,director
David Silverman,David Silverman,1957.0,0.0,The Simpsons,producer,animation_department
David Silverman,David Silverman,1977.0,2014.0,2 Bedroom 1 Bath,sound_department,
Nimród Antal,Nimród Antal,1973.0,0.0,Control,director,actor
Steve Bendelack,,,,,,
Bob Odenkirk,Bob Odenkirk,1962.0,0.0,Nobody,writer,actor
Kirsten Sheridan,Kirsten Sheridan,1976.0,0.0,In America,writer,director
Robert Ben Garant,Robert Ben Garant,1970.0,0.0,Reno 911!,producer,writer
Michael Davis,Michael Davis,1961.0,0.0,Eight Days a Week,producer,writer
Michael Davis,Michael Davis,1936.0,0.0,The Producers,actor,
Michael Davis,Michael Davis,1968.0,0.0,Feast,make_up_department,actor
Michael Davis,Michael Davis,1943.0,2012.0,Almost Famous,soundtrack,
Scott Frank,Scott Frank,1960.0,0.0,Logan,writer,producer
Olivier Dahan,Olivier Dahan,1967.0,0.0,La Vie En Rose,director,writer
John Carney,John Carney,1972.0,0.0,Sing Street,director,producer
Philip G. Atwell,,,,,,
Adrienne Shelly,Adrienne Shelly,1966.0,2006.0,Waitress,actress,writer
David L. Cunningham,David L. Cunningham,1971.0,0.0,To End All Wars,director,producer
Kevin Munroe,,,,,,
Martin Weisz,Martin Weisz,1966.0,0.0,Grimm Love,director,producer
Dave Meyers,,,,,,
Julian Jarrold,Julian Jarrold,1960.0,0.0,Kinky Boots,director,producer
Tom Brady,Tom Brady,1977.0,0.0,Entourage,producer,actor
Tom Kalin,,,,,,
José Padilha,José Padilha,1967.0,0.0,Elite Squad,producer,director
Danny Pang,Danny Pang,1965.0,0.0,The Eye,director,writer
Franck Khalfoun,,,,,,
Oliver Hirschbiegel,Oliver Hirschbiegel,1957.0,0.0,The Experiment,director,producer
Vincent Paronnaud,Vincent Paronnaud,1970.0,0.0,Persepolis,writer,director
Chris Sivertson,,,,,,
Zach Helm,Zach Helm,1975.0,0.0,Stranger Than Fiction,writer,director
Thor Freudenthal,Thor Freudenthal,1972.0,0.0,Motel,director,producer
Daniel Waters,Daniel Waters,1962.0,0.0,Heathers,writer,producer
Jon Poll,,,,,,
Doug Lefler,,,,,,
Sergei Bodrov,Sergei Bodrov,1948.0,0.0,Mongol: The Rise of Genghis Khan,writer,director
Jonathan Kasdan,Jonathan Kasdan,1979.0,0.0,The First Time,writer,actor
Gavin Hood,Gavin Hood,1963.0,0.0,Official Secrets,actor,director
Sylvain White,,,,,,
Deborah Kampmeier,Deborah Kampmeier,1964.0,0.0,The Gilded Age,director,writer
Susanne Bier,Susanne Bier,1960.0,0.0,In a Better World,director,producer
Mark Osborne,Mark Osborne,1970.0,0.0,The Little Prince,director,producer
Phyllida Lloyd,Phyllida Lloyd,1957.0,0.0,Mamma Mia!,director,miscellaneous
Bryan Bertino,Bryan Bertino,1977.0,0.0,The Strangers,writer,producer
Pierre Morel,Pierre Morel,1964.0,0.0,District B13,camera_department,cinematographer
Nicholas Stoller,Nicholas Stoller,1976.0,0.0,The Muppets,writer,producer
Martin McDonagh,Martin McDonagh,1970.0,0.0,In Bruges,writer,director
Michael Patrick King,Michael Patrick King,1954.0,0.0,Sex and the City 2,producer,writer
Fred Wolf,Fred Wolf,1932.0,0.0,The Box,producer,writer
Fred Wolf,Fred Wolf,1964.0,0.0,Grown Ups,writer,actor
Fred Wolf,Fred Wolf,1910.0,2000.0,Headpin Hints,actor,
Carter Smith,Carter Smith,1971.0,0.0,The Ruins,director,writer
Justin Chadwick,Justin Chadwick,1968.0,0.0,Mandela: Long Walk to Freedom,director,actor
Eric Brevig,Eric Brevig,1957.0,0.0,Men in Black,visual_effects,assistant_director
Byron Howard,Byron Howard,1968.0,0.0,Zootopia,director,animation_department
Sean Anders,,,,,,
Mark Herman,Mark Herman,1954.0,0.0,The Boy in the Striped Pajamas,writer,director
Tomas Alfredson,Tomas Alfredson,1965.0,0.0,Tinker Tailor Soldier Spy,director,miscellaneous
Nick Moore,,,,,,
Nicolas Winding Refn,Nicolas Winding Refn,1970.0,0.0,The Neon Demon,writer,director
Lexi Alexander,Lexi Alexander,1974.0,0.0,Green Street Hooligans,director,writer
Charlie Kaufman,Charlie Kaufman,1958.0,0.0,I'm Thinking of Ending Things,writer,producer
Peter Sollett,Peter Sollett,1976.0,0.0,Raising Victor Vargas,director,writer
Neil Marshall,Neil Marshall,1970.0,0.0,Dog Soldiers,producer,director
Jon M. Chu,Jon M. Chu,1979.0,0.0,G.I. Joe: Retaliation,producer,writer
Kent Alterman,,,,,,
Howard McCain,,,,,,
David Hackl,,,,,,
Jimmy Hayward,,,,,,
Diane English,Diane English,1948.0,0.0,Murphy Brown,writer,producer
Clark Gregg,Clark Gregg,1962.0,0.0,The Avengers,actor,director
Ryûhei Kitamura,Ryûhei Kitamura,1969.0,0.0,The Midnight Meat Train,director,writer
Tom Vaughan,Tom Vaughan,1969.0,0.0,Starter for 10,director,writer
Tom Vaughan,Tom Vaughan,1985.0,0.0,Hollyoaks,actor,composer
Pete Travis,,,,,,
Christine Jeffs,Christine Jeffs,1963.0,0.0,Sunshine Cleaning,editorial_department,director
Robert B. Weide,Robert B. Weide,1959.0,0.0,Curb Your Enthusiasm,producer,director
Olivier Megaton,Olivier Megaton,1965.0,0.0,Transporter 3,director,writer
Nelson McCormick,,,,,,
Dave Filoni,Dave Filoni,1974.0,0.0,The Mandalorian,producer,writer
Jon Hurwitz,Jon Hurwitz,1977.0,0.0,Cobra Kai,writer,producer
Michael McCullers,,,,,,
Jennifer Flackett,,,,,,
John Erick Dowdle,John Erick Dowdle,1972.0,0.0,No Escape,writer,producer
George C. Wolfe,George C. Wolfe,1954.0,0.0,Rustin,director,writer
Seth Gordon,Seth Gordon,1972.0,0.0,Dawson's 20-Load Weekend,composer,
Sanaa Hamri,,,,,,
Jee-woon Kim,Jee-woon Kim,1964.0,0.0,The Good the Bad the Weird,director,writer
Rodrigo García,Rodrigo García,1959.0,0.0,Nine Lives,producer,writer
Rodrigo García,Rodrigo García,1964.0,0.0,Movidas raras,director,archive_footage
Rodrigo García,Rodrigo García,1947.0,0.0,Ligia Elena,music_department,soundtrack
Masayuki Ochiai,,,,,,
Marcel Langenegger,,,,,,
David Moreau,David Moreau,1972.0,0.0,What My Eyes Have Seen,composer,music_department
David Moreau,David Moreau,1976.0,0.0,Them,writer,director
Marco Schnabel,,,,,,
Chris Carter,Chris Carter,1956.0,0.0,The X-Files,writer,producer
Chris Carter,Chris Carter,1953.0,0.0,Climax,composer,actor
Chris Carter,Chris Carter,1985.0,0.0,Big Brother Canada,producer,director
Eric Valette,Eric Valette,1967.0,0.0,"Saturday, Sunday and Monday Too",director,writer
Alex Kendrick,Alex Kendrick,1970.0,0.0,Courageous,actor,writer
Jeffrey Nachmanoff,Jeffrey Nachmanoff,1967.0,0.0,Traitor,producer,writer
Darnell Martin,Darnell Martin,1964.0,0.0,I Like It Like That,director,writer
Bruce McDonald,Bruce McDonald,1959.0,0.0,Pontypool,director,producer
Ari Folman,Ari Folman,1962.0,0.0,The Congress,writer,director
Guillermo Arriaga,Guillermo Arriaga,1958.0,0.0,The Three Burials of Melquiades Estrada,writer,producer
Sam Fell,Sam Fell,1965.0,0.0,Flushed Away,director,writer
Marc Schölermann,Marc Schölermann,1971.0,0.0,Pathology,director,production_manager
Tony Leondis,Tony Leondis,1967.0,0.0,The Emoji Movie,writer,director
Jonathan Levine,Jonathan Levine,1976.0,0.0,50/50,producer,director
Courtney Hunt,Courtney Hunt,1964.0,0.0,Frozen River,director,writer
S.R. Bindler,S.R. Bindler,1970.0,0.0,Hands on a Hardbody: The Documentary,cinematographer,editor
Jennifer Lynch,Jennifer Lynch,1968.0,0.0,Chained,director,writer
Ruben Fleischer,Ruben Fleischer,1974.0,0.0,Zombieland,producer,director
Marc Webb,Marc Webb,1974.0,0.0,500 Days of Summer,producer,director
Neill Blomkamp,Neill Blomkamp,1979.0,0.0,District 9,director,writer
Kyle Newman,Kyle Newman,1976.0,0.0,Fanboys,producer,director
Duncan Jones,Duncan Jones,1971.0,0.0,Moon,director,writer
Jaco Van Dormael,Jaco Van Dormael,1957.0,0.0,Mr. Nobody,director,writer
Gaspar Noé,Gaspar Noé,1963.0,0.0,Enter the Void,director,producer
Will Gluck,Will Gluck,1978.0,0.0,Anyone But You,director,writer
Drew Barrymore,Drew Barrymore,1975.0,0.0,Charlie's Angels,producer,actress
Juan José Campanella,Juan José Campanella,1959.0,0.0,The Secret in Their Eyes,writer,director
Christian Alvart,Christian Alvart,1974.0,0.0,Pandorum,writer,producer
Rob Letterman,,,,,,
Patrick Tatopoulos,,,,,,
Peter Billingsley,Peter Billingsley,1971.0,0.0,A Christmas Story,producer,actor
Dennis Iliadis,,,,,,
Niels Arden Oplev,Niels Arden Oplev,1961.0,0.0,The Girl with the Dragon Tattoo,director,producer
Stewart Hendler,Stewart Hendler,1978.0,0.0,H+,director,producer
Lee Daniels,Lee Daniels,1959.0,0.0,Precious,producer,writer
Phil Lord,Phil Lord,1975.0,0.0,The Lego Movie,producer,writer
Ricky Gervais,Ricky Gervais,1961.0,0.0,The Office,writer,producer
Olatunde Osunsanmi,Olatunde Osunsanmi,1977.0,0.0,The Cavern,producer,director
Marcus Dunstan,Marcus Dunstan,1975.0,0.0,The Collector,writer,director
Grant Heslov,Grant Heslov,1963.0,0.0,Argo,producer,actor
Tom Ford,Tom Ford,1932.0,2013.0,Empire of the Ants,actor,
Tom Ford,Tom Ford,1961.0,0.0,A Single Man,director,actor
Tom Ford,Tom Ford,1983.0,0.0,World Championship Snooker,archive_footage,
Derrick Borte,Derrick Borte,1967.0,0.0,Unhinged,director,writer
Michael Spierig,,,,,,
Lone Scherfig,Lone Scherfig,1959.0,0.0,An Education,writer,director
Scott Cooper,Scott Cooper,1970.0,0.0,Crazy Heart,actor,director
Shane Acker,,,,,,
Jean-Marc Vallée,Jean-Marc Vallée,1963.0,2021.0,C.R.A.Z.Y.,director,editor
Vincenzo Natali,Vincenzo Natali,1969.0,0.0,Cube,art_department,director
Jacques Audiard,Jacques Audiard,1952.0,0.0,Rust and Bone,writer,director
Kevin Greutert,Kevin Greutert,1965.0,0.0,Saw X,editor,editorial_department
Andrea Arnold,Andrea Arnold,1961.0,0.0,American Honey,actress,director
Agnieszka Wojtowicz-Vosloo,,,,,,
Steve Shill,Steve Shill,1957.0,0.0,Dexter,director,producer
Phil Traill,Phil Traill,1973.0,0.0,Good Burger 2,director,producer
Peter Cornwell,,,,,,
Glenn Ficarra,,,,,,
Scott Sanders,Scott Sanders,1889.0,1956.0,Knees-Up,actor,soundtrack
Scott Sanders,Scott Sanders,1957.0,0.0,In the Heights,producer,actor
Kevin Tancharoen,Kevin Tancharoen,1984.0,0.0,Fame,director,producer
Ti West,Ti West,1980.0,0.0,Pearl,director,writer
George Gallo,George Gallo,1956.0,0.0,Bad Boys,writer,director
Hoyt Yeatman,Hoyt Yeatman,1955.0,0.0,The Abyss,visual_effects,director
Brandon Camp,Brandon Camp,1971.0,0.0,Love & Gelato,writer,producer
Jody Hill,,,,,,
Daniel Barber,Daniel Barber,1965.0,0.0,Harry Brown,director,
Jorge Blanco,Jorge Blanco,1991.0,0.0,Tini: The New Life of Violetta,actor,miscellaneous
Raymond De Felitta,Raymond De Felitta,1964.0,0.0,Two Family House,director,writer
Anne Fontaine,Anne Fontaine,1959.0,0.0,The Innocents,actress,writer
Tommy Wirkola,Tommy Wirkola,1979.0,0.0,Dead Snow 2: Red vs. Dead,writer,director
Oren Moverman,Oren Moverman,1966.0,0.0,The Messenger,producer,writer
Tomm Moore,Tomm Moore,1977.0,0.0,Wolfwalkers,producer,writer
J Blakeson,,,,,,
Neal Brennan,,,,,,
Zach Cregger,Zach Cregger,1981.0,0.0,Barbarian,actor,director
Tom Hooper,Tom Hooper,1972.0,0.0,Cats,director,producer
Francesca Gregorini,Francesca Gregorini,1968.0,0.0,The Truth About Emanuel,director,writer
Edgar Wright,Edgar Wright,1974.0,0.0,Shaun of the Dead,director,writer
Jim Field Smith,Jim Field Smith,1979.0,0.0,Stag,director,producer
Gareth Edwards,Gareth Edwards,1965.0,0.0,That Mitchell and Webb Look,producer,writer
Gareth Edwards,Gareth Edwards,1947.0,0.0,Old Scores,actor,archive_footage
Gareth Edwards,Gareth Edwards,1975.0,0.0,Monsters,visual_effects,director
Nathan Greno,Nathan Greno,1975.0,0.0,Tangled,actor,director
Steven R. Monroe,Steven R. Monroe,1964.0,0.0,I Spit on Your Grave,director,camera_department
Anton Corbijn,Anton Corbijn,1955.0,0.0,Control,director,actor
Denis Villeneuve,Denis Villeneuve,1967.0,0.0,Dune,director,writer
Steve Antin,Steve Antin,1958.0,0.0,The Goonies,actor,writer
Pierre Coffin,Pierre Coffin,1967.0,0.0,Despicable Me 2,director,writer
Derek Cianfrance,Derek Cianfrance,1974.0,0.0,Blue Valentine,director,writer
Joseph Kosinski,Joseph Kosinski,1974.0,0.0,Top Gun: Maverick,director,producer
Lee Unkrich,Lee Unkrich,1967.0,0.0,Coco,miscellaneous,editorial_department
Ethan Maniquis,,,,,,
Tom McGrath,Tom McGrath,1940.0,2009.0,Play for Tomorrow,writer,
Tom McGrath,Tom McGrath,1964.0,0.0,Madagascar,director,writer
Ryan Murphy,Ryan Murphy,1965.0,0.0,Glee,producer,writer
Rodrigo Cortés,Rodrigo Cortés,1973.0,0.0,Buried,director,editor
Scott Stewart,Scott Stewart,1965.0,0.0,Wild West Chronicles,actor,editorial_department
Debra Granik,Debra Granik,1963.0,0.0,Leave No Trace,director,writer
Samuel Bayer,Samuel Bayer,1962.0,0.0,Pony,director,cinematographer
John Luessenhop,,,,,,
Anna Boden,Anna Boden,1979.0,0.0,Half Nelson,director,producer
Lisa Cholodenko,Lisa Cholodenko,1964.0,0.0,The Kids Are All Right,director,producer
Anand Tucker,Anand Tucker,1963.0,0.0,Girl with a Pearl Earring,producer,director
Floria Sigismondi,Floria Sigismondi,1965.0,0.0,The Runaways,director,writer
Jorma Taccone,Jorma Taccone,1977.0,0.0,Popstar: Never Stop Never Stopping,writer,producer
Hiromasa Yonebayashi,Hiromasa Yonebayashi,1973.0,0.0,When Marnie Was There,animation_department,director
Julie Anne Robinson,,,,,,
Quentin Dupieux,Quentin Dupieux,1974.0,0.0,Rubber,writer,director
Susanna White,Susanna White,1960.0,0.0,Generation Kill,director,producer
Susanna White,Susanna White,1986.0,0.0,Grandpas Fuck Teens,actress,archive_footage
Nanette Burstein,Nanette Burstein,1970.0,0.0,On the Ropes,director,producer
Miguel Sapochnik,Miguel Sapochnik,1974.0,0.0,Game of Thrones,director,producer
David Schwimmer,David Schwimmer,1966.0,0.0,Friends,actor,director
John Wells,John Wells,1936.0,1998.0,Casino Royale,actor,writer
John Wells,John Wells,1956.0,0.0,The Company Men,producer,writer
John Wells,John Wells,1886.0,1949.0,Queen of the Turf,writer,director
Jay Duplass,Jay Duplass,1973.0,0.0,Industry,producer,actor
Daniel Stamm,Daniel Stamm,1976.0,0.0,13 Sins,director,writer
Abe Sylvia,,,,,,
William Monahan,William Monahan,1960.0,0.0,The Departed,writer,producer
Alan Poul,,,,,,
Troy Nixey,Troy Nixey,1972.0,0.0,Don't Be Afraid of the Dark,director,writer
Shana Feste,Shana Feste,1976.0,0.0,Endless Love,writer,director
Jim Mickle,,,,,,
Richard J. Lewis,,,,,,
Malcolm Venville,,,,,,
Sngmoo Lee,,,,,,
Spencer Susser,,,,,,
Nick Tomnay,,,,,,
Mitch Glazer,Mitch Glazer,1953.0,0.0,The Recruit,writer,producer
Dan Rush,,,,,,
Jeff Nichols,Jeff Nichols,1978.0,0.0,Take Shelter,writer,director
Paul Feig,Paul Feig,1962.0,0.0,Freaks and Geeks,producer,actor
Drew Goddard,Drew Goddard,1975.0,0.0,The Martian,producer,writer
Tate Taylor,Tate Taylor,1969.0,0.0,Get on Up,producer,actor
