actor,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Jesse Bradford,Jesse Bradford,1979.0,0.0,Bring It On,actor,producer
Karen Allen,Karen Allen,1951.0,0.0,Raiders of the Lost Ark,actress,director
Elijah Wood,Elijah Wood,1981.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,producer
Mark Dacascos,Mark Dacascos,1964.0,0.0,Brotherhood of the Wolf,actor,stunts
Chris Rock,Chris Rock,1965.0,0.0,Top Five,producer,actor
Jason Priestley,Jason Priestley,1969.0,0.0,"Beverly Hills, 90210",actor,producer
Hiep Thi Le,Hiep Thi Le,1971.0,2017.0,Heaven & Earth,actress,soundtrack
Alan Arkin,Alan Arkin,1934.0,2023.0,Argo,actor,director
Michael Crawford,Michael Crawford,1942.0,0.0,The Knack... and How to Get It,actor,writer
Michael Crawford,Michael Crawford,1969.0,0.0,Batman: The Birth of the Modern Blockbuster,producer,production_manager
Michael Crawford,Michael Crawford,1958.0,2006.0,"Cableville, USA",actor,writer
Uma Thurman,Uma Thurman,1970.0,0.0,Kill Bill: Vol. 1,actress,producer
Andrew Lowery,Andrew Lowery,1970.0,0.0,Buffy the Vampire Slayer,actor,writer
Rongguang Yu,Rongguang Yu,1958.0,0.0,Shanghai Noon,actor,director
Otto Sander,Otto Sander,1941.0,2013.0,Wings of Desire,actor,director
Rebecca De Mornay,Rebecca De Mornay,1959.0,0.0,The Hand That Rocks the Cradle,actress,producer
Winston Chao,Winston Chao,1960.0,0.0,The Meg,actor,talent_agent
Paul Gross,Paul Gross,1959.0,0.0,Due South,actor,producer
Diane Ladd,Diane Ladd,1935.0,0.0,Wild at Heart,actress,producer
Tatsuo Matsumura,Tatsuo Matsumura,1914.0,2005.0,Harakiri,actor,soundtrack
Roberto Benigni,Roberto Benigni,1952.0,0.0,Life Is Beautiful,actor,writer
Darci Kistler,,,,,,
Brad Johnson,Brad Johnson,1924.0,1981.0,Bedtime for Bonzo,actor,archive_footage
Brad Johnson,Brad Johnson,1959.0,2022.0,Always,actor,soundtrack
Larry B. Scott,Larry B. Scott,1961.0,0.0,Revenge of the Nerds,actor,director
Jacob Tierney,Jacob Tierney,1979.0,0.0,Letterkenny,actor,producer
Jim Carrey,Jim Carrey,1962.0,0.0,Ace Ventura: Pet Detective,actor,writer
Travis Tedford,Travis Tedford,1988.0,0.0,The Little Rascals,actor,
Woody Harrelson,Woody Harrelson,1961.0,0.0,True Detective,actor,producer
Melanie Lynskey,Melanie Lynskey,1977.0,0.0,Togetherness,actress,soundtrack
Brian O'Halloran,Brian O'Halloran,1969.0,0.0,Clerks,actor,producer
Linda Fiorentino,Linda Fiorentino,1958.0,0.0,The Last Seduction,actress,soundtrack
Patrick Stewart,Patrick Stewart,1940.0,0.0,Logan,actor,producer
Lara Flynn Boyle,Lara Flynn Boyle,1970.0,0.0,Happiness,actress,producer
Renée Zellweger,Renée Zellweger,1969.0,0.0,Chicago,actress,producer
Pat Morita,Pat Morita,1932.0,2005.0,The Karate Kid,actor,writer
Toni Collette,Toni Collette,1972.0,0.0,The Sixth Sense,actress,producer
Dana Delany,Dana Delany,1956.0,0.0,China Beach,actress,producer
Tim Allen,Tim Allen,1953.0,0.0,Toy Story,actor,producer
Kerry Fox,Kerry Fox,1966.0,0.0,Shallow Grave,actress,writer
Ralph Fiennes,Ralph Fiennes,1962.0,0.0,The Constant Gardener,actor,director
Robert Patrick,Robert Patrick,1958.0,0.0,Terminator 2: Judgment Day,actor,producer
Robert Patrick,Robert Patrick,1920.0,1989.0,From Nashville with Music,producer,director
Robert Patrick,Robert Patrick,1937.0,2023.0,High Tide,actor,writer
Jeremy Piven,Jeremy Piven,1965.0,0.0,Serendipity,actor,producer
Massimo Troisi,Massimo Troisi,1953.0,1994.0,The Postman,actor,writer
Luke Perry,Luke Perry,1966.0,2019.0,"Beverly Hills, 90210",actor,producer
Nigel Hawthorne,Nigel Hawthorne,1929.0,2001.0,The Madness of King George,actor,producer
Jeni Courtney,,,,,,
Duane Martin,Duane Martin,1965.0,0.0,Scream 2,actor,producer
G.W. Bailey,G.W. Bailey,1944.0,0.0,Police Academy,actor,soundtrack
Sophia Loren,Sophia Loren,1934.0,0.0,Two Women,actress,soundtrack
Alfre Woodard,Alfre Woodard,1952.0,0.0,Star Trek: First Contact,actress,producer
Jeremy Davies,Jeremy Davies,1969.0,0.0,Saving Private Ryan,actor,archive_footage
Jeremy Davies,Jeremy Davies,1935.0,2022.0,Miss Marple: Nemesis,actor,
Jack Palance,Jack Palance,1919.0,2006.0,City Slickers,actor,director
Allen Payne,Allen Payne,1968.0,0.0,New Jack City,actor,archive_footage
Allen Payne,Allen Payne,1938.0,2021.0,The Golden Child,make_up_department,actor
Rupert Everett,Rupert Everett,1959.0,0.0,My Best Friend's Wedding,actor,producer
Chris Elliott,Chris Elliott,1960.0,0.0,Groundhog Day,actor,writer
Denis Leary,Denis Leary,1957.0,0.0,Rescue Me,writer,actor
Harley Jane Kozak,Harley Jane Kozak,1957.0,0.0,Arachnophobia,actress,soundtrack
Tim Roth,Tim Roth,1961.0,0.0,Rob Roy,actor,producer
Sean Nelson,Sean Nelson,1980.0,0.0,Fresh,actor,producer
Sean Nelson,Sean Nelson,1973.0,0.0,"Dude, Where's My Car?",music_department,actor
Kevin Spacey,Kevin Spacey,1959.0,0.0,L.A. Confidential,actor,producer
Jennifer Jason Leigh,Jennifer Jason Leigh,1962.0,0.0,The Hateful Eight,actress,producer
Taylor Nichols,Taylor Nichols,1959.0,0.0,Metropolitan,actor,producer
Katrin Cartlidge,Katrin Cartlidge,1961.0,2002.0,Breaking the Waves,actress,archive_footage
Nikita Mikhalkov,Nikita Mikhalkov,1945.0,0.0,12,actor,director
Brian Benben,Brian Benben,1956.0,0.0,Dream On,actor,producer
Adam Beach,Adam Beach,1972.0,0.0,Windtalkers,actor,producer
Alicia Silverstone,Alicia Silverstone,1976.0,0.0,Clueless,actress,producer
Laura Linney,Laura Linney,1964.0,0.0,The Big C,actress,producer
Leo Fitzpatrick,Leo Fitzpatrick,1978.0,0.0,Kids,actor,archive_footage
Antonio Banderas,Antonio Banderas,1960.0,0.0,The Mask of Zorro,actor,producer
Shannen Doherty,Shannen Doherty,1971.0,0.0,"Beverly Hills, 90210",actress,producer
Elizabeth Berkley,Elizabeth Berkley,1972.0,0.0,Showgirls,actress,producer
Ice Cube,Ice Cube,1969.0,0.0,Friday,music_artist,actor
Emma Thompson,Emma Thompson,1959.0,0.0,Sense and Sensibility,actress,writer
Leonardo DiCaprio,Leonardo DiCaprio,1974.0,0.0,Inception,producer,actor
Adam Sandler,Adam Sandler,1966.0,0.0,The Waterboy,actor,producer
Karan Ashley,Karan Ashley,1975.0,0.0,Mighty Morphin Power Rangers,actress,producer
Pierce Brosnan,Pierce Brosnan,1953.0,0.0,Mamma Mia!,actor,producer
Natasha Henstridge,Natasha Henstridge,1974.0,0.0,Species,actress,producer
Jonny Lee Miller,Jonny Lee Miller,1972.0,0.0,Mindhunters,actor,director
Lori Petty,Lori Petty,1963.0,0.0,Tank Girl,actress,writer
Bill Farmer,Bill Farmer,1952.0,0.0,A Goofy Movie,actor,miscellaneous
Sandra Bullock,Sandra Bullock,1964.0,0.0,The Proposal,producer,actress
James Cromwell,James Cromwell,1940.0,0.0,L.A. Confidential,actor,producer
Ron Perlman,Ron Perlman,1950.0,0.0,Hand of God,actor,producer
Mary Steenburgen,Mary Steenburgen,1953.0,0.0,Last Vegas,actress,producer
Liesel Matthews,Liesel Matthews,1984.0,0.0,A Little Princess,actress,soundtrack
David Caruso,David Caruso,1956.0,0.0,First Blood,actor,producer
Larenz Tate,Larenz Tate,1975.0,0.0,Crash,actor,producer
Schuyler Fisk,Schuyler Fisk,1982.0,0.0,Orange County,actress,soundtrack
Whitney Houston,Whitney Houston,1963.0,2012.0,The Bodyguard,music_artist,actress
Heather Matarazzo,Heather Matarazzo,1982.0,0.0,Welcome to the Dollhouse,actress,producer
Hal Scardino,Hal Scardino,1984.0,0.0,The Indian in the Cupboard,actor,producer
Billy Zane,Billy Zane,1966.0,0.0,Titanic,actor,producer
Steve Buscemi,Steve Buscemi,1957.0,0.0,Fargo,actor,director
Clarence Williams III,Clarence Williams III,1939.0,2021.0,The General's Daughter,actor,archive_footage
Predrag 'Miki' Manojlovic,Predrag 'Miki' Manojlovic,1950.0,0.0,Underground,actor,director
William Baldwin,William Baldwin,1963.0,0.0,Backdraft,actor,producer
Julianne Moore,Julianne Moore,1960.0,0.0,Far from Heaven,actress,producer
Mark Rylance,Mark Rylance,1960.0,0.0,Bridge of Spies,actor,producer
Jimmy Smits,Jimmy Smits,1955.0,0.0,Star Wars: Episode III - Revenge of the Sith,actor,producer
Jack Mulcahy,Jack Mulcahy,1954.0,0.0,Blue Bloods,actor,producer
Parker Posey,Parker Posey,1968.0,0.0,Scream 3,actress,producer
Peter Gallagher,Peter Gallagher,1955.0,0.0,American Beauty,actor,writer
Sinbad,Sinbad,1956.0,0.0,Jingle All the Way,actor,writer
Aida Mohammadkhani,,,,,,
Laurel Holloman,Laurel Holloman,1971.0,0.0,The Incredibly True Adventure of Two Girls in Love,actress,archive_footage
Sean Young,Sean Young,1959.0,0.0,Blade Runner,actress,miscellaneous
Shar-Ron Corley,Shar-Ron Corley,1973.0,0.0,New Jersey Drive,actor,
Patricia Arquette,Patricia Arquette,1968.0,0.0,True Romance,actress,producer
Michael Jordan,Michael Jordan,1963.0,0.0,Space Jam,actor,executive
Michael Jordan,Michael Jordan,1945.0,0.0,Dreams Come True,sound_department,
Michael Jordan,Michael Jordan,1985.0,0.0,John Wick: Chapter 4,miscellaneous,camera_department
Neve Campbell,Neve Campbell,1973.0,0.0,Scream,actress,producer
William H. Macy,William H. Macy,1950.0,0.0,Fargo,actor,writer
Helen Hunt,Helen Hunt,1963.0,0.0,As Good as It Gets,actress,producer
Helen Hunt,Helen Hunt,1902.0,1996.0,In a Lonely Place,make_up_department,
Matthew McConaughey,Matthew McConaughey,1969.0,0.0,Interstellar,actor,producer
Robin Tunney,Robin Tunney,1972.0,0.0,The Craft,actress,soundtrack
Luke Wilson,Luke Wilson,1971.0,0.0,The Royal Tenenbaums,actor,producer
Jennifer Tilly,Jennifer Tilly,1958.0,0.0,Bound,actress,writer
Billy Bob Thornton,Billy Bob Thornton,1955.0,0.0,Sling Blade,actor,writer
David Thewlis,David Thewlis,1963.0,0.0,Naked,actor,writer
Vince Vaughn,Vince Vaughn,1970.0,0.0,The Break-Up,producer,actor
Shawn Wayans,Shawn Wayans,1971.0,0.0,White Chicks,actor,writer
Philip Baker Hall,Philip Baker Hall,1931.0,2022.0,Magnolia,actor,soundtrack
Tony Shalhoub,Tony Shalhoub,1953.0,0.0,Monk,actor,producer
Jada Pinkett Smith,Jada Pinkett Smith,1971.0,0.0,The Matrix Revolutions,producer,actress
Paul Terry,Paul Terry,1887.0,1971.0,The Bull Fight,producer,writer
Paul Terry,Paul Terry,1985.0,0.0,James and the Giant Peach,actor,soundtrack
Pauly Shore,Pauly Shore,1968.0,0.0,Encino Man,actor,writer
Gwyneth Paltrow,Gwyneth Paltrow,1972.0,0.0,Shakespeare in Love,actress,producer
Naveen Andrews,Naveen Andrews,1969.0,0.0,The English Patient,actor,archive_footage
Christopher Guest,Christopher Guest,1948.0,0.0,This Is Spinal Tap,actor,writer
Christopher Guest,Christopher Guest,1975.0,0.0,Beyond the Chamber of Terror,producer,visual_effects
Timothy Spall,Timothy Spall,1957.0,0.0,Mr. Turner,actor,producer
Mike Judge,Mike Judge,1962.0,0.0,Beavis and Butt-Head Do America,producer,writer
Pamela Anderson,Pamela Anderson,1967.0,0.0,Barb Wire,actress,producer
Reese Witherspoon,Reese Witherspoon,1976.0,0.0,Wild,producer,actress
Shaquille O'Neal,Shaquille O'Neal,1972.0,0.0,Steel,actor,producer
Kelsey Grammer,Kelsey Grammer,1955.0,0.0,Cheers,producer,actor
Edward Burns,Edward Burns,1968.0,0.0,Saving Private Ryan,writer,actor
Edward Burns,Edward Burns,1879.0,1954.0,Garragan,actor,stunts
Geoffrey Rush,Geoffrey Rush,1951.0,0.0,The King's Speech,actor,producer
Michelle Trachtenberg,Michelle Trachtenberg,1985.0,0.0,Buffy the Vampire Slayer,actress,producer
Dennis Miller,Dennis Miller,1953.0,0.0,The Net,writer,producer
Dennis Miller,Dennis Miller,1937.0,0.0,Stir,actor,archive_footage
Vincent Perez,Vincent Perez,1964.0,0.0,Alone in Berlin,actor,director
Jeffrey Wright,Jeffrey Wright,1965.0,0.0,American Fiction,actor,producer
Bruce Ramsay,Bruce Ramsay,1966.0,0.0,Alive,actor,producer
Scarlett Johansson,Scarlett Johansson,1984.0,0.0,Her,actress,producer
Chris O'Donnell,Chris O'Donnell,1970.0,0.0,Batman & Robin,actor,producer
Christopher Eccleston,Christopher Eccleston,1964.0,0.0,Thor: The Dark World,actor,archive_footage
Michael J. Pollard,Michael J. Pollard,1939.0,2019.0,Bonnie and Clyde,actor,soundtrack
Ben Stiller,Ben Stiller,1965.0,0.0,Tropic Thunder,producer,actor
Jerry O'Connell,Jerry O'Connell,1974.0,0.0,Stand by Me,actor,producer
Sarah Jessica Parker,Sarah Jessica Parker,1965.0,0.0,Sex and the City,actress,producer
Tom Arnold,Tom Arnold,1959.0,0.0,True Lies,actor,producer
Martin Lawrence,Martin Lawrence,1965.0,0.0,Martin,actor,writer
Vincent D'Onofrio,Vincent D'Onofrio,1959.0,0.0,Men in Black,actor,producer
Greg Kinnear,Greg Kinnear,1963.0,0.0,As Good as It Gets,actor,producer
David Schwimmer,David Schwimmer,1966.0,0.0,Friends,actor,director
Theresa Randle,Theresa Randle,1964.0,0.0,Bad Boys,actress,soundtrack
Steven Soderbergh,Steven Soderbergh,1963.0,0.0,"Sex, Lies, and Videotape",producer,director
Thora Birch,Thora Birch,1982.0,0.0,Ghost World,actress,producer
Illeana Douglas,Illeana Douglas,1961.0,0.0,Stir of Echoes,actress,producer
Matt LeBlanc,Matt LeBlanc,1967.0,0.0,Friends,actor,producer
Mark Wahlberg,Mark Wahlberg,1971.0,0.0,The Fighter,producer,actor
Casper Van Dien,Casper Van Dien,1968.0,0.0,Starship Troopers,actor,producer
Pam Grier,Pam Grier,1949.0,0.0,Jackie Brown,actress,writer
Alex D. Linz,Alex D. Linz,1989.0,0.0,Home Alone 3,actor,
Tate Donovan,Tate Donovan,1963.0,0.0,Argo,actor,director
Matt Damon,Matt Damon,1970.0,0.0,Good Will Hunting,producer,actor
Jennifer Love Hewitt,Jennifer Love Hewitt,1979.0,0.0,I Know What You Did Last Summer,actress,producer
Meg Ryan,Meg Ryan,1961.0,0.0,When Harry Met Sally...,actress,producer
Matthew Perry,Matthew Perry,1969.0,2023.0,Friends,actor,producer
Kel Mitchell,Kel Mitchell,1978.0,0.0,Good Burger,actor,producer
Robert Carlyle,Robert Carlyle,1961.0,0.0,The Full Monty,actor,director
Michael Jai White,Michael Jai White,1967.0,0.0,Black Dynamite,actor,writer
Nick Sutton,,,,,,
Stephen Fry,Stephen Fry,1957.0,0.0,Gosford Park,actor,writer
Ben Affleck,Ben Affleck,1972.0,0.0,Argo,producer,actor
Djimon Hounsou,Djimon Hounsou,1964.0,0.0,Blood Diamond,actor,producer
Mira Sorvino,Mira Sorvino,1967.0,0.0,Mighty Aphrodite,actress,producer
Robin Shou,Robin Shou,1960.0,0.0,Mortal Kombat: Annihilation,actor,director
Mel B,Mel B,1975.0,0.0,Spice World,actress,composer
Jennifer Lopez,Jennifer Lopez,1969.0,0.0,Hustlers,music_artist,producer
Jennifer Lopez,Jennifer Lopez,1983.0,0.0,Dirty Sexy Saint,actress,producer
George Clooney,George Clooney,1961.0,0.0,The Ides of March,actor,producer
Nathan Lane,Nathan Lane,1956.0,0.0,The Producers,actor,producer
Chris Farley,Chris Farley,1964.0,1997.0,Tommy Boy,actor,stunts
Trey Parker,Trey Parker,1969.0,0.0,South Park,music_department,writer
Trey Parker,Trey Parker,1972.0,0.0,Newsies,actor,composer
Vanessa Williams,Vanessa Williams,1963.0,0.0,Ugly Betty,actress,producer
Mohammad Amir Naji,,,,,,
Tom Everett Scott,Tom Everett Scott,1970.0,0.0,That Thing You Do!,actor,producer
Rowan Atkinson,Rowan Atkinson,1955.0,0.0,Johnny English,actor,writer
Tammy Lauren,Tammy Lauren,1968.0,0.0,Wishmaster,actress,archive_footage
Howard Stern,Howard Stern,1954.0,0.0,Howard Stern on Demand,producer,actor
Jennifer Aniston,Jennifer Aniston,1969.0,0.0,Friends,actress,producer
Samuel L. Jackson,Samuel L. Jackson,1948.0,0.0,Pulp Fiction,actor,producer
Tenzin Thuthob Tsarong,,,,,,
Michael Jeter,Michael Jeter,1952.0,2003.0,Open Range,actor,director
Christina Ricci,Christina Ricci,1980.0,0.0,Speed Racer,actress,producer
Jason David Frank,Jason David Frank,1973.0,2022.0,Mighty Morphin Power Rangers,actor,producer
Fran Drescher,Fran Drescher,1957.0,0.0,The Nanny,writer,actress
Cameron Diaz,Cameron Diaz,1972.0,0.0,Vanilla Sky,actress,producer
Miguel Ferrer,Miguel Ferrer,1955.0,2017.0,Traffic,actor,director
Kevin Sorbo,Kevin Sorbo,1958.0,0.0,Let There Be Light,actor,producer
John Leguizamo,John Leguizamo,1960.0,0.0,Moulin Rouge!,actor,producer
Angus Macfadyen,Angus Macfadyen,1963.0,0.0,Equilibrium,actor,writer
Sophie Marceau,Sophie Marceau,1966.0,0.0,The Party,actress,director
Peter Fonda,Peter Fonda,1940.0,2019.0,Easy Rider,actor,director
Jared Leto,Jared Leto,1971.0,0.0,Dallas Buyers Club,actor,producer
Will Friedle,Will Friedle,1976.0,0.0,Transformers: Robots in Disguise,actor,producer
Sam Rockwell,Sam Rockwell,1968.0,0.0,Moon,actor,producer
Llyr Ifans,,,,,,
Christopher McDonald,Christopher McDonald,1955.0,0.0,Thelma & Louise,actor,producer
Christopher McDonald,Christopher McDonald,1976.0,0.0,8th Period,writer,actor
Joseph Mazzello,Joseph Mazzello,1983.0,0.0,Jurassic Park,actor,director
Thomas Jane,Thomas Jane,1969.0,0.0,Boogie Nights,actor,producer
Marlon Wayans,Marlon Wayans,1972.0,0.0,White Chicks,actor,writer
Stephen Dillane,Stephen Dillane,1957.0,0.0,The Hours,actor,soundtrack
David Duchovny,David Duchovny,1960.0,0.0,The X-Files,actor,producer
Aaron Eckhart,Aaron Eckhart,1968.0,0.0,The Dark Knight,actor,producer
Julia Ormond,Julia Ormond,1965.0,0.0,My Week with Marilyn,actress,producer
Edward Norton,Edward Norton,1969.0,0.0,Fight Club,actor,producer
Jordana Brewster,Jordana Brewster,1980.0,0.0,Furious 7,actress,archive_footage
Ming-Na Wen,Ming-Na Wen,1963.0,0.0,Mulan,actress,soundtrack
Jim Caviezel,Jim Caviezel,1968.0,0.0,The Passion of the Christ,actor,producer
Tobey Maguire,Tobey Maguire,1975.0,0.0,Brothers,actor,producer
Jason Schwartzman,Jason Schwartzman,1980.0,0.0,Rushmore,actor,music_department
Rufus Sewell,Rufus Sewell,1967.0,0.0,Dark City,actor,soundtrack
Kirsten Dunst,Kirsten Dunst,1982.0,0.0,Spider-Man,actress,producer
Ulrich Thomsen,Ulrich Thomsen,1963.0,0.0,The Celebration,actor,producer
Sean Gullette,Sean Gullette,1968.0,0.0,Pi,actor,director
Jane Adams,Jane Adams,1918.0,2014.0,Batman and Robin,actress,archive_footage
Jane Adams,Jane Adams,1965.0,0.0,Happiness,actress,writer
Cate Blanchett,Cate Blanchett,1969.0,0.0,Carol,actress,producer
Ryan Phillippe,Ryan Phillippe,1974.0,0.0,Crash,actor,producer
Vincent Gallo,Vincent Gallo,1961.0,0.0,Buffalo '66,actor,director
James Marsden,James Marsden,1973.0,0.0,Hairspray,actor,soundtrack
Dave Chappelle,Dave Chappelle,1973.0,0.0,Chappelle's Show,writer,producer
Jeremy Theobald,,,,,,
Chris Kattan,Chris Kattan,1970.0,0.0,A Night at the Roxbury,actor,writer
Jeffrey Falcon,Jeffrey Falcon,1962.0,0.0,Six-String Samurai,actor,stunts
Chow Yun-Fat,Chow Yun-Fat,1955.0,0.0,"Crouching Tiger, Hidden Dragon",actor,writer
Norm MacDonald,Norm MacDonald,1959.0,2021.0,Dirty Work,actor,writer
Ian McKellen,Ian McKellen,1939.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,writer
Chloë Sevigny,Chloë Sevigny,1974.0,0.0,We Are Who We Are,actress,director
Carlo Cecchi,Carlo Cecchi,1939.0,0.0,The Red Violin,actor,director
Veronica Taylor,Veronica Taylor,1965.0,0.0,Pokémon: The First Movie - Mewtwo Strikes Back,actress,miscellaneous
Veronica Taylor,Veronica Taylor,1985.0,0.0,The Bold and the Beautiful,actress,
Nas,Nas,1973.0,0.0,Belly,music_artist,actor
Ian Bannen,Ian Bannen,1928.0,1999.0,Waking Ned Devine,actor,soundtrack
Magda Szubanski,Magda Szubanski,1961.0,0.0,Kath & Kim,actress,writer
Jessalyn Gilsig,Jessalyn Gilsig,1971.0,0.0,The Stepfather,actress,producer
Ian Michael Smith,Ian Michael Smith,1987.0,0.0,Simon Birch,actor,
Gillian Anderson,Gillian Anderson,1968.0,0.0,The X-Files,actress,producer
Gillian Anderson,Gillian Anderson,1984.0,0.0,Father of Nations,actress,
Elizabeth Daily,Elizabeth Daily,1961.0,0.0,Pee-wee's Big Adventure,actress,producer
LisaRaye McCoy,LisaRaye McCoy,1966.0,0.0,The Players Club,actress,director
Catherine McCormack,Catherine McCormack,1972.0,0.0,Braveheart,actress,director
Fernanda Montenegro,Fernanda Montenegro,1929.0,0.0,Central Station,actress,soundtrack
Billy Crudup,Billy Crudup,1968.0,0.0,Almost Famous,actor,producer
Joseph Cross,Joseph Cross,1986.0,0.0,Lincoln,actor,producer
Jay Mohr,Jay Mohr,1970.0,0.0,Go,actor,writer
Kate Winslet,Kate Winslet,1975.0,0.0,Titanic,actress,producer
Oprah Winfrey,Oprah Winfrey,1954.0,0.0,The Oprah Winfrey Show,producer,actress
Howie Long,Howie Long,1960.0,0.0,Broken Arrow,actor,writer
Natasha Lyonne,Natasha Lyonne,1979.0,0.0,Orange Is the New Black,actress,producer
Kevin Gage,Kevin Gage,1959.0,0.0,Heat,actor,producer
George Hearn,George Hearn,1934.0,0.0,Sweeney Todd: The Demon Barber of Fleet Street,actor,soundtrack
Paul Walker,Paul Walker,1973.0,2013.0,The Fast and the Furious,actor,producer
Paul Walker,Paul Walker,1892.0,0.0,Grausige Nächte,actor,
Paul Walker,Paul Walker,1987.0,0.0,The Men,actor,archive_footage
Joaquin Phoenix,Joaquin Phoenix,1974.0,0.0,Walk the Line,actor,producer
Jonathan Taylor Thomas,Jonathan Taylor Thomas,1981.0,0.0,The Lion King,actor,director
Chris Stafford,Chris Stafford,1977.0,0.0,Edge of Seventeen,actor,
Chris Stafford,Chris Stafford,1981.0,0.0,Deceitful Storm,actor,
Jerry Springer,Jerry Springer,1944.0,2023.0,Domino,producer,writer
Amy Brenneman,Amy Brenneman,1964.0,0.0,Judging Amy,actress,producer
Jason Biggs,Jason Biggs,1978.0,0.0,American Pie,actor,producer
Ewan McGregor,Ewan McGregor,1971.0,0.0,Moulin Rouge!,actor,producer
Heath Ledger,Heath Ledger,1979.0,2008.0,Brokeback Mountain,actor,director
Ron Livingston,Ron Livingston,1967.0,0.0,The Conjuring,actor,camera_department
Sarah Michelle Gellar,Sarah Michelle Gellar,1977.0,0.0,Buffy the Vampire Slayer,actress,producer
Heather Donahue,Heather Donahue,1974.0,0.0,The Blair Witch Project,actress,writer
James Van Der Beek,James Van Der Beek,1977.0,0.0,Dawson's Creek,actor,music_department
Freddie Prinze Jr.,Freddie Prinze Jr.,1976.0,0.0,She's All That,actor,producer
Tony Goldwyn,Tony Goldwyn,1960.0,0.0,Ghost,actor,director
Eli Marienthal,Eli Marienthal,1986.0,0.0,The Iron Giant,actor,
Russell Crowe,Russell Crowe,1964.0,0.0,Les Misérables,actor,producer
Rob Schneider,Rob Schneider,1963.0,0.0,Deuce Bigalow: Male Gigolo,actor,writer
Hilary Swank,Hilary Swank,1974.0,0.0,Million Dollar Baby,actress,producer
Rose McGowan,Rose McGowan,1973.0,0.0,Planet Terror,actress,producer
Diane Lane,Diane Lane,1965.0,0.0,Unfaithful,actress,soundtrack
Jake Gyllenhaal,Jake Gyllenhaal,1980.0,0.0,Nightcrawler,actor,producer
Jude Law,Jude Law,1972.0,0.0,The Talented Mr. Ripley,actor,producer
Sarah Polley,Sarah Polley,1979.0,0.0,My Life Without Me,actress,director
Richard Farnsworth,Richard Farnsworth,1920.0,2000.0,The Straight Story,actor,stunts
Devon Sawa,Devon Sawa,1978.0,0.0,Final Destination,actor,producer
Milla Jovovich,Milla Jovovich,1975.0,0.0,The Fifth Element,actress,producer
Tommy Flanagan,Tommy Flanagan,1965.0,0.0,Alien vs. Predator,actor,producer
Tommy Flanagan,Tommy Flanagan,1930.0,2001.0,Fifty Shades Darker,actor,music_department
Guy Pearce,Guy Pearce,1967.0,0.0,Memento,actor,director
Guy Pearce,Guy Pearce,1893.0,1979.0,Laura,make_up_department,
Helen Mirren,Helen Mirren,1945.0,0.0,The Queen,actress,producer
Craig Bierko,Craig Bierko,1964.0,0.0,The Thirteenth Floor,actor,writer
Melissa Joan Hart,Melissa Joan Hart,1976.0,0.0,Sabrina the Teenage Witch,actress,producer
Terence Stamp,Terence Stamp,1938.0,0.0,The Limey,actor,director
Juliette Lewis,Juliette Lewis,1973.0,0.0,Natural Born Killers,actress,director
Claire Danes,Claire Danes,1979.0,0.0,My So-Called Life,actress,producer
Molly Shannon,Molly Shannon,1964.0,0.0,Superstar,actress,writer
Taye Diggs,Taye Diggs,1971.0,0.0,House on Haunted Hill,actor,producer
Emily Watson,Emily Watson,1967.0,0.0,Gosford Park,actress,producer
Christopher Lloyd,Christopher Lloyd,1938.0,0.0,Back to the Future,actor,producer
Christopher Lloyd,Christopher Lloyd,1960.0,0.0,Modern Family,producer,writer
James Levine,James Levine,1943.0,2021.0,Fantasia 2000,music_department,miscellaneous
Emily Bergl,Emily Bergl,1975.0,0.0,The Rage: Carrie 2,actress,producer
Charlize Theron,Charlize Theron,1975.0,0.0,Monster,producer,actress
Dave Goelz,Dave Goelz,1946.0,0.0,Fraggle Rock,actor,miscellaneous
Elayn J. Taylor,,,,,,
French Stewart,French Stewart,1964.0,0.0,3rd Rock from the Sun,actor,producer
Kevin Clash,Kevin Clash,1960.0,0.0,Sesame Street,actor,miscellaneous
Annette Bening,Annette Bening,1958.0,0.0,American Beauty,actress,producer
Shawn Hatosy,Shawn Hatosy,1975.0,0.0,Animal Kingdom,actor,director
Takehiro Murata,Takehiro Murata,1960.0,0.0,Godzilla 2000: Millennium,actor,archive_footage
Loren Dean,Loren Dean,1969.0,0.0,Ad Astra,actor,soundtrack
David Spade,David Spade,1964.0,0.0,Joe Dirt,actor,writer
Alessandro Nivola,Alessandro Nivola,1972.0,0.0,The Many Saints of Newark,actor,producer
Hank Azaria,Hank Azaria,1964.0,0.0,The Simpsons,actor,producer
Christian Campbell,Christian Campbell,1972.0,0.0,Trick,actor,producer
Miranda Richardson,Miranda Richardson,1958.0,0.0,The Crying Game,actress,soundtrack
Jeremy Northam,Jeremy Northam,1961.0,0.0,Gosford Park,actor,soundtrack
Ellen Burstyn,Ellen Burstyn,1932.0,0.0,Requiem for a Dream,actress,producer
Anna Faris,Anna Faris,1976.0,0.0,The House Bunny,actress,producer
Piper Perabo,Piper Perabo,1976.0,0.0,Coyote Ugly,actress,producer
Breckin Meyer,Breckin Meyer,1974.0,0.0,Rat Race,actor,writer
Ashton Kutcher,Ashton Kutcher,1978.0,0.0,That '70s Show,actor,producer
