primaryName,birthYear,deathYear,knownForTitle,primaryProfession,secondaryProfession
Guillermo del Toro,1964.0,0.0,Pan's Labyrinth,writer,producer
Gurinder Chadha,1960.0,0.0,Bend It Like Beckham,writer,producer
Gus Trikonis,1937.0,0.0,West Side Story,director,actor
Gus Van Sant,1952.0,0.0,Elephant,director,producer
Guy Ferland,1966.0,0.0,Bang Bang You're Dead,director,miscellaneous
Guy Hamilton,1922.0,2016.0,Live and Let Die,director,assistant_director
Guy Pearce,1967.0,0.0,Memento,actor,director
Guy Ritchie,1968.0,0.0,Sherlock Holmes,writer,director
Gwyneth Paltrow,1972.0,0.0,Shakespeare in Love,actor,producer
Gérard Depardieu,1948.0,0.0,Cyrano de Bergerac,actor,producer
Gérard Krawczyk,1953.0,0.0,Wasabi,camera_department,director
Hailee Steinfeld,1996.0,0.0,True Grit,actor,producer
Hal Ashby,1929.0,1988.0,In the Heat of the Night,director,editorial_department
Hal Hartley,1959.0,0.0,Trust,director,producer
Hal Holbrook,1925.0,2021.0,Into the Wild,actor,director
Hal Needham,1931.0,2013.0,The Cannonball Run,stunts,actor
Hal Scardino,1984.0,0.0,The Indian in the Cupboard,actor,producer
Haley Joel Osment,1988.0,0.0,The Sixth Sense,actor,producer
Haley Lu Richardson,1995.0,0.0,Five Feet Apart,actor,producer
Halle Berry,1966.0,0.0,Catwoman,actor,producer
Hallie Meyers-Shyer,1987.0,0.0,Home Again,actor,writer
Hank Azaria,1964.0,0.0,The Simpsons,actor,producer
Hans Petter Moland,1955.0,0.0,In Order of Disappearance,director,writer
Hany Abu-Assad,1961.0,0.0,Omar,director,writer
Harald Zwart,1965.0,0.0,The 12th Man,director,producer
Hark Tsui,1950.0,0.0,Detective Dee: The Mystery of the Phantom Flame,producer,director
Harley Cokeliss,1945.0,0.0,Battletruck,director,producer
Harley Jane Kozak,1957.0,0.0,Arachnophobia,actor,soundtrack
Harmony Korine,1973.0,0.0,Gummo,director,writer
Harold Becker,1928.0,0.0,Malice,director,producer
Harold Cronk,,,,,
Harold Ramis,1944.0,2014.0,Ghostbusters,writer,actor
Harrison Ford,1942.0,0.0,Raiders of the Lost Ark,actor,writer
Harry Dean Stanton,1926.0,2017.0,Lucky,actor,soundtrack
Harry Elfont,1968.0,0.0,Josie and the Pussycats,writer,producer
Harry Hamlin,1951.0,0.0,Clash of the Titans,actor,producer
Harry Winer,1947.0,0.0,Alias,director,producer
Hart Bochner,1956.0,0.0,Die Hard,actor,director
Harvey Keitel,1939.0,0.0,Reservoir Dogs,actor,producer
Hayao Miyazaki,1941.0,0.0,Spirited Away,animation_department,writer
Hayden Christensen,1981.0,0.0,Star Wars: Episode II - Attack of the Clones,actor,producer
Hayden Panettiere,1989.0,0.0,Heroes,actor,music_department
Heath Ledger,1979.0,2008.0,Brokeback Mountain,actor,director
Heather Donahue,1974.0,0.0,The Blair Witch Project,actor,writer
Heather Graham,1970.0,0.0,Austin Powers: The Spy Who Shagged Me,actor,producer
Heather Langenkamp,1964.0,0.0,A Nightmare on Elm Street,actor,writer
Heather Matarazzo,1982.0,0.0,Welcome to the Dollhouse,actor,producer
Heather O'Rourke,1975.0,1988.0,Poltergeist,actor,archive_footage
Heather Sossaman,1987.0,0.0,Unfriended,actor,none
Hector Babenco,1946.0,2016.0,Carandiru,director,writer
Helen Hunt,1963.0,0.0,As Good as It Gets,actor,producer
Helen Mirren,1945.0,0.0,The Queen,actor,producer
Helen Shaver,1951.0,0.0,Desert Hearts,actor,director
Helen Slater,1963.0,0.0,Supergirl,actor,writer
Helena Bonham Carter,1966.0,0.0,Sweeney Todd: The Demon Barber of Fleet Street,actor,director
Hendel Butoy,1958.0,0.0,The Rescuers Down Under,animation_department,director
Henry Alex Rubin,,,,,
Henry Bean,1945.0,0.0,The Believer,writer,producer
Henry Cavill,1983.0,0.0,Man of Steel,actor,miscellaneous
Henry Joost,1982.0,0.0,Paranormal Activity 3,writer,producer
Henry Selick,1952.0,0.0,Coraline,director,writer
Henry Thomas,1971.0,0.0,E.T. the Extra-Terrestrial,actor,producer
Henry Winkler,1945.0,0.0,The Waterboy,actor,producer
Hera Hilmar,1988.0,0.0,See,actor,miscellaneous
Herbert Ross,1927.0,2001.0,The Turning Point,miscellaneous,director
Heywood Gould,1942.0,0.0,Cocktail,writer,producer
Hideaki Anno,1960.0,0.0,Shin Godzilla,writer,art_department
Hideo Nakata,1961.0,0.0,Dark Water,director,writer
Hiep Thi Le,1971.0,2017.0,Heaven & Earth,actor,soundtrack
Hilary Duff,1987.0,0.0,A Cinderella Story,actor,music_department
Hilary Swank,1974.0,0.0,Million Dollar Baby,actor,producer
Himesh Patel,1990.0,0.0,Yesterday,actor,writer
Hiromasa Yonebayashi,1973.0,0.0,When Marnie Was There,animation_department,director
Hironobu Sakaguchi,1962.0,0.0,Final Fantasy: The Spirits Within,producer,writer
Hitoshi Takagi,1925.0,2004.0,Throne of Blood,actor,none
Holly Goldberg Sloan,1958.0,0.0,Angels in the Outfield,writer,producer
Holly Hunter,1958.0,0.0,Broadcast News,actor,producer
Homi Adajania,,,,,
Howard Avedis,1927.0,2017.0,Scorchy,director,writer
Howard Brookner,1954.0,1989.0,Robert Wilson and the Civil Wars,director,writer
Howard Deutch,1950.0,0.0,Pretty in Pink,director,producer
Howard E. Rollins Jr.,1950.0,1996.0,Ragtime,actor,archive_footage
Howard Franklin,,,,,
Howard McCain,,,,,
Howard Stern,1954.0,0.0,Howard Stern on Demand,producer,actor
Howard Storm,1931.0,0.0,Bananas,director,actor
Howard Zieff,1927.0,2009.0,The Main Event,director,producer
Howie Long,1960.0,0.0,Broken Arrow,actor,writer
Hoyt Yeatman,1955.0,0.0,The Abyss,visual_effects,director
Hu Guan,1968.0,0.0,Mr. Six,producer,director
Huey Lewis,1950.0,0.0,Back to the Future,actor,composer
Hugh Bonneville,1963.0,0.0,Downton Abbey,actor,soundtrack
Hugh Grant,1960.0,0.0,Love Actually,actor,soundtrack
Hugh Hudson,1936.0,2023.0,Chariots of Fire,director,producer
Hugh Jackman,1968.0,0.0,Les Misérables,actor,producer
Hugh Laurie,1959.0,0.0,House,actor,producer
Hugh Wilson,1943.0,2018.0,Blast from the Past,writer,producer
Hugo Weaving,1960.0,0.0,The Lord of the Rings: The Return of the King,actor,producer
Hulk Hogan,1953.0,0.0,No Holds Barred,actor,producer
Hume Cronyn,1911.0,2003.0,Cocoon,actor,producer
Hye-ja Kim,,,,,
Hype Williams,1970.0,0.0,Belly,director,producer
Iain Softley,1958.0,0.0,Backbeat,director,writer
Ian Bannen,1928.0,1999.0,Waking Ned Devine,actor,soundtrack
Ian McKellen,1939.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,writer
Ian Michael Smith,1987.0,0.0,Simon Birch,actor,none
Ian Sharp,1946.0,0.0,GoldenEye,director,assistant_director
Ice Cube,1969.0,0.0,Friday,music_artist,actor
Idris Elba,1972.0,0.0,Beasts of No Nation,actor,producer
Igor Kovalyov,1954.0,0.0,Milch,animation_department,director
Iko Uwais,1983.0,0.0,The Raid 2,actor,producer
Illeana Douglas,1961.0,0.0,Stir of Echoes,actor,producer
Ilya Naishuller,1983.0,0.0,Hardcore Henry,director,producer
Imelda Staunton,1956.0,0.0,Vera Drake,actor,soundtrack
Imtiaz Ali,1971.0,0.0,Jab We Met,writer,director
Ingmar Bergman,1918.0,2007.0,Wild Strawberries,writer,director
Ioan Gruffudd,1973.0,0.0,Fantastic Four,actor,director
Irrfan Khan,1967.0,2020.0,The Lunchbox,actor,director
Irvin Kershner,1923.0,2010.0,Star Wars: Episode V - The Empire Strikes Back,director,cinematographer
Irwin Winkler,1931.0,0.0,Goodfellas,producer,writer
Isabel Coixet,1960.0,0.0,My Life Without Me,director,writer
Isabela Merced,2001.0,0.0,Transformers: The Last Knight,actor,music_department
Isabella Rossellini,1952.0,0.0,Blue Velvet,actor,director
Ivan Passer,1933.0,2020.0,Intimate Lighting,director,writer
Ivan Reitman,1946.0,2022.0,Up in the Air,producer,miscellaneous
Ivana Baquero,1994.0,0.0,Pan's Labyrinth,actor,archive_footage
J Blakeson,,,,,
J. Lee Thompson,1914.0,2002.0,The Guns of Navarone,director,writer
J. Michael Finley,,,,,
J.A. Bayona,1975.0,0.0,Society of the Snow,director,producer
J.B. Rogers,,,,,
J.C. Chandor,,,,,
J.F. Lawton,1960.0,0.0,Pretty Woman,writer,producer
J.J. Abrams,1966.0,0.0,Lost,producer,writer
Jack Bender,1949.0,0.0,Lost,producer,director
Jack Black,1969.0,0.0,School of Rock,actor,producer
Jack Clayton,1921.0,1995.0,The Innocents,producer,director
Jack Fisk,1945.0,0.0,Killers of the Flower Moon,production_designer,art_director
Jack Huston,1982.0,0.0,Kill Your Darlings,actor,soundtrack
Jack Lemmon,1925.0,2001.0,The Apartment,actor,producer
Jack Mulcahy,1954.0,0.0,Blue Bloods,actor,producer
Jack Nicholson,1937.0,0.0,Chinatown,actor,producer
Jack O'Connell,1990.0,0.0,Unbroken,actor,archive_footage
Jack Palance,1919.0,2006.0,City Slickers,actor,director
Jack Sholder,1945.0,0.0,The Hidden,director,writer
Jack Thompson,1940.0,0.0,Breaker Morant,actor,producer
Jackie Chan,1954.0,0.0,Who Am I?,producer,actor
Jackie Earle Haley,1961.0,0.0,Little Children,actor,director
Jackie Mason,1928.0,2021.0,The Jerk,actor,writer
Jaco Van Dormael,1957.0,0.0,Mr. Nobody,director,writer
Jacob Estes,1972.0,0.0,Mean Creek,writer,director
Jacob Tierney,1979.0,0.0,Letterkenny,actor,producer
Jacob Tremblay,2006.0,0.0,Room,actor,soundtrack
Jacques Audiard,1952.0,0.0,Rust and Bone,writer,director
Jada Pinkett Smith,1971.0,0.0,The Matrix Revolutions,producer,actor
Jaden Smith,1998.0,0.0,The Karate Kid,actor,composer
Jafar Panahi,1960.0,0.0,Taxi,director,editor
Jaime Pressly,1977.0,0.0,My Name Is Earl,actor,producer
Jake Gyllenhaal,1980.0,0.0,Nightcrawler,actor,producer
Jake Johnson,1978.0,0.0,Safety Not Guaranteed,actor,producer
Jake Kasdan,1974.0,0.0,Walk Hard: The Dewey Cox Story,producer,director
Jake Schreier,,,,,
Jake Schur,,,,,
Jake Szymanski,1981.0,0.0,Mike and Dave Need Wedding Dates,director,assistant_director
Jake T. Austin,1994.0,0.0,Wizards of Waverly Place,actor,soundtrack
Jamal Woolard,,,,,
James Allen McCune,1990.0,0.0,Blair Witch,producer,actor
James Arnold Taylor,1969.0,0.0,Star Wars: The Clone Wars,actor,producer
James B. Harris,1928.0,0.0,The Killing,producer,writer
James Bobin,1972.0,0.0,Muppets Most Wanted,writer,director
James Bridges,1936.0,1993.0,The China Syndrome,writer,actor
James Burrows,1940.0,0.0,Cheers,director,producer
James Caan,1940.0,2022.0,Thief,actor,director
James Cameron,1954.0,0.0,Avatar: The Way of Water,writer,producer
James Corden,1978.0,0.0,The Late Late Show with James Corden,producer,writer
James Cox,1975.0,0.0,Atomic Tabasco,director,writer
James Cromwell,1940.0,0.0,L.A. Confidential,actor,producer
James DeMonaco,1969.0,0.0,The Purge: Anarchy,writer,producer
James Dearden,1949.0,0.0,Fatal Attraction,writer,director
James Fargo,1938.0,0.0,Every Which Way But Loose,director,assistant_director
James Foley,1953.0,0.0,At Close Range,director,writer
James Franco,1978.0,0.0,Spring Breakers,actor,producer
James Glickenhaus,1950.0,0.0,The Soldier,writer,director
James Goldstone,1931.0,1999.0,Kent State,director,writer
James Gray,1969.0,0.0,The Immigrant,director,writer
James Gunn,1966.0,0.0,Guardians of the Galaxy,writer,producer
James Isaac,1960.0,2012.0,Pig Hunt,special_effects,director
James Ivory,1928.0,0.0,Call Me by Your Name,director,writer
James Karen,1923.0,2018.0,The Return of the Living Dead,actor,writer
James Komack,1924.0,1997.0,The Courtship of Eddie's Father,producer,writer
James L. Brooks,1940.0,0.0,Broadcast News,writer,producer
James Le Gros,1962.0,0.0,Drugstore Cowboy,actor,producer
James Levine,1943.0,2021.0,Fantasia 2000,music_department,miscellaneous
James Lorinz,1964.0,0.0,Frankenhooker,actor,writer
James Mangold,1963.0,0.0,Logan,producer,director
James Marsden,1973.0,0.0,Hairspray,actor,soundtrack
James Marsh,1963.0,0.0,The Theory of Everything,director,producer
James Marshall,1967.0,0.0,A Few Good Men,actor,producer
James Mather,,,,,
James McAvoy,1979.0,0.0,Filth,actor,director
James McTeigue,,,,,
James Olson,1930.0,2022.0,The Andromeda Strain,actor,soundtrack
James Orr,1953.0,0.0,Mr. Destiny,writer,producer
James Ponsoldt,1978.0,0.0,The Spectacular Now,producer,director
James Ransone,1979.0,0.0,It Chapter Two,actor,soundtrack
James Sbardellati,1951.0,0.0,Reindeer Games,assistant_director,producer
James Signorelli,,,,,
James Spader,1960.0,0.0,The Blacklist,actor,producer
James Toback,1944.0,0.0,Bugsy,writer,director
James Van Der Beek,1977.0,0.0,Dawson's Creek,actor,music_department
James Wan,1977.0,0.0,Saw,producer,writer
James Ward Byrkit,,,,,
James Watkins,1978.0,0.0,Eden Lake,director,writer
James Wong,1959.0,0.0,Dragonball Evolution,producer,director
James Woods,1947.0,0.0,Vampires,actor,producer
James Yukich,1953.0,0.0,Phil Collins: No Jacket Required,director,writer
Jamie Babbit,1970.0,0.0,But I'm a Cheerleader,director,producer
Jamie Bell,1986.0,0.0,Billy Elliot,actor,producer
Jamie Blanks,,,,,
Jamie Foxx,1967.0,0.0,Collateral,actor,producer
Jamie Kennedy,1970.0,0.0,Son of the Mask,actor,writer
Jamie Lee Curtis,1958.0,0.0,Halloween,actor,producer
Jamie Travis,1979.0,0.0,Yellowjackets,director,producer
Jamie Uys,1921.0,1996.0,The Gods Must Be Crazy,director,writer
Jan Egleson,1946.0,0.0,The Blue Diner,director,writer
Jan de Bont,1943.0,0.0,Speed,cinematographer,camera_department
Jane Adams,1965.0,0.0,Happiness,actor,writer
Jane Campion,1954.0,0.0,Bright Star,writer,director
Jane Fonda,1937.0,0.0,Klute,actor,producer
Jane Levy,1989.0,0.0,Zoey's Extraordinary Playlist,actor,soundtrack
Janeane Garofalo,1964.0,0.0,Mystery Men,actor,writer
Janet Greek,1949.0,0.0,Babylon 5,director,writer
Janet Jackson,1966.0,0.0,Poetic Justice,music_artist,actor
Jang Dong-Gun,1972.0,0.0,Tae Guk Gi: The Brotherhood of War,actor,none
Janusz Kaminski,1959.0,0.0,War Horse,cinematographer,camera_department
Jared Gilman,1998.0,0.0,Moonrise Kingdom,actor,none
Jared Harris,1961.0,0.0,Chernobyl,actor,director
Jared Hess,1979.0,0.0,Napoleon Dynamite,producer,director
Jared Leto,1971.0,0.0,Dallas Buyers Club,actor,producer
Jared Padalecki,1982.0,0.0,Supernatural,actor,producer
Jason Bateman,1969.0,0.0,Arrested Development,actor,producer
Jason Beghe,1960.0,0.0,The Next Three Days,actor,producer
Jason Biggs,1978.0,0.0,American Pie,actor,producer
Jason Bloom,,,,,
Jason Clarke,1969.0,0.0,Zero Dark Thirty,actor,producer
Jason David Frank,1973.0,2022.0,Mighty Morphin Power Rangers,actor,producer
Jason Drucker,,,,,
Jason Eisener,,,,,
Jason Friedberg,1970.0,0.0,Disaster Movie,writer,director
Jason James Richter,1980.0,0.0,The Little Things,actor,producer
Jason Lee,1970.0,0.0,Almost Famous,actor,producer
Jason Lively,1968.0,0.0,National Lampoon's European Vacation,actor,director
Jason London,1972.0,0.0,Dazed and Confused,actor,producer
Jason Mewes,1974.0,0.0,Clerks,actor,producer
Jason Momoa,1979.0,0.0,Aquaman,actor,producer
Jason Moore,1970.0,0.0,Pitch Perfect 2,director,producer
Jason Patric,1966.0,0.0,The Lost Boys,actor,producer
Jason Priestley,1969.0,0.0,"Beverly Hills, 90210",actor,producer
Jason Reitman,1977.0,0.0,Up in the Air,producer,director
Jason Robards,1922.0,2000.0,All the President's Men,actor,soundtrack
Jason Schwartzman,1980.0,0.0,Rushmore,actor,music_department
Jason Scott Lee,1966.0,0.0,Dragon: The Bruce Lee Story,actor,archive_footage
Jason Segel,1980.0,0.0,Forgetting Sarah Marshall,actor,writer
Jason Statham,1967.0,0.0,Crank,actor,producer
Jason Sudeikis,1975.0,0.0,Ted Lasso,actor,writer
Jason Zada,1974.0,0.0,The Forest,director,writer
Jaume Balagueró,1968.0,0.0,REC,director,writer
Jaume Collet-Serra,1974.0,0.0,The Shallows,producer,director
Javier Bardem,1969.0,0.0,Skyfall,actor,producer
Jay Baruchel,1982.0,0.0,Goon,actor,producer
Jay Chandrasekhar,1968.0,0.0,Super Troopers,director,actor
Jay Duplass,1973.0,0.0,Industry,producer,actor
Jay Hernandez,1978.0,0.0,Hostel,actor,producer
Jay Levey,,,,,
Jay Mohr,1970.0,0.0,Go,actor,writer
Jay Roach,1957.0,0.0,Trumbo,producer,director
Jay Russell,1960.0,0.0,My Dog Skip,director,producer
Jayson Thiessen,,,,,
Je-kyu Kang,,,,,
Jean Dujardin,1972.0,0.0,The Artist,actor,director
Jean Reno,1948.0,0.0,Léon: The Professional,actor,archive_footage
Jean-Claude Tramont,1930.0,1996.0,Focal Point,director,writer
Jean-Claude Van Damme,1960.0,0.0,Double Impact,actor,writer
Jean-François Richet,1966.0,0.0,Mesrine: Killer Instinct,director,writer
Jean-Jacques Annaud,1943.0,0.0,The Name of the Rose,director,producer
Jean-Louis Trintignant,1930.0,2022.0,Amour,actor,writer
Jean-Marc Vallée,1963.0,2021.0,C.R.A.Z.Y.,director,editor
Jean-Marie Poiré,1945.0,0.0,The Visitors,writer,director
Jean-Pierre Jeunet,1953.0,0.0,A Very Long Engagement,director,writer
Jeannot Szwarc,1939.0,0.0,Somewhere in Time,director,producer
Jeb Stuart,1956.0,0.0,Die Hard,writer,producer
Jee-woon Kim,1964.0,0.0,The Good the Bad the Weird,director,writer
Jeff Blyth,1946.0,0.0,Cheetah,director,visual_effects
Jeff Bridges,1949.0,0.0,The Big Lebowski,actor,producer
Jeff Burr,1961.0,2023.0,Straight Into Darkness,director,actor
Jeff Daniels,1955.0,0.0,The Squid and the Whale,actor,producer
Jeff Fahey,1952.0,0.0,Lost,actor,producer
Jeff Fowler,1978.0,0.0,Sonic the Hedgehog,director,animation_department
Jeff Franklin,1955.0,0.0,Full House,producer,writer
Jeff Goldblum,1952.0,0.0,Jurassic Park,actor,producer
Jeff Kanew,1944.0,0.0,Revenge of the Nerds,editor,director
Jeff Nichols,1978.0,0.0,Take Shelter,writer,director
Jeff Pollack,1959.0,2013.0,Above the Rim,writer,producer
Jeff Schaffer,,,,,
Jeff Speakman,1958.0,0.0,The Perfect Weapon,actor,producer
Jeff Tomsic,,,,,
Jeff Tremaine,1966.0,0.0,Jackass Presents: Bad Grandpa,writer,producer
Jeff Wadlow,1976.0,0.0,Truth or Dare,producer,director
Jeffrey Blitz,1969.0,0.0,Spellbound,producer,director
Jeffrey Combs,1954.0,0.0,Re-Animator,actor,miscellaneous
Jeffrey Donovan,1968.0,0.0,Burn Notice,actor,producer
Jeffrey Falcon,1962.0,0.0,Six-String Samurai,actor,stunts
Jeffrey Nachmanoff,1967.0,0.0,Traitor,producer,writer
Jeffrey Wright,1965.0,0.0,American Fiction,actor,producer
Jemaine Clement,1974.0,0.0,Flight of the Conchords,actor,writer
Jena Malone,1984.0,0.0,The Neon Demon,actor,producer
Jeni Courtney,,,,,
Jenn Proske,1987.0,0.0,Vampires Suck,actor,cinematographer
Jennifer Aniston,1969.0,0.0,Friends,actor,producer
Jennifer Beals,1963.0,0.0,Flashdance,actor,producer
Jennifer Carpenter,1979.0,0.0,The Exorcism of Emily Rose,actor,producer
Jennifer Connelly,1970.0,0.0,A Beautiful Mind,actor,producer
Jennifer Flackett,,,,,
Jennifer Garner,1972.0,0.0,Alias,actor,producer
Jennifer Jason Leigh,1962.0,0.0,The Hateful Eight,actor,producer
Jennifer Kent,1969.0,0.0,The Nightingale,actor,director
Jennifer Lawrence,1990.0,0.0,The Hunger Games,actor,producer
Jennifer Lopez,1969.0,0.0,Hustlers,music_artist,producer
Jennifer Love Hewitt,1979.0,0.0,I Know What You Did Last Summer,actor,producer
Jennifer Lynch,1968.0,0.0,Chained,director,writer
Jennifer Morrison,1979.0,0.0,House,actor,producer
Jennifer Rubin,1962.0,0.0,A Nightmare on Elm Street 3: Dream Warriors,actor,producer
Jennifer Tilly,1958.0,0.0,Bound,actor,writer
Jennifer Westfeldt,1970.0,0.0,Kissing Jessica Stein,actor,writer
Jennifer Yuh Nelson,1972.0,0.0,Kung Fu Panda 2,art_department,animation_department
Jenny Gage,,,,,
Jensen Ackles,1978.0,0.0,Supernatural,actor,producer
Jensen Daggett,1969.0,0.0,Friday the 13th Part VIII: Jason Takes Manhattan,actor,miscellaneous
Jeppe Beck Laursen,1972.0,0.0,The Last Kingdom,actor,stunts
Jeremiah S. Chechik,1955.0,0.0,Benny & Joon,director,producer
Jeremy Davies,1969.0,0.0,Saving Private Ryan,actor,archive_footage
Jeremy Garelick,1975.0,0.0,The Wedding Ringer,producer,writer
Jeremy Irons,1948.0,0.0,Dead Ringers,actor,producer
Jeremy Irvine,1990.0,0.0,War Horse,actor,soundtrack
Jeremy Leven,1941.0,0.0,Don Juan DeMarco,writer,producer
Jeremy Northam,1961.0,0.0,Gosford Park,actor,soundtrack
Jeremy Piven,1965.0,0.0,Serendipity,actor,producer
Jeremy Renner,1971.0,0.0,The Hurt Locker,actor,producer
Jeremy Saulnier,1976.0,0.0,Blue Ruin,director,writer
Jeremy Sumpter,1989.0,0.0,Peter Pan,actor,producer
Jeremy Theobald,,,,,
Jerrold Freedman,1941.0,0.0,The Psychiatrist,director,writer
Jerry Belson,1938.0,2006.0,The Tracey Ullman Show,writer,producer
Jerry Jameson,1934.0,0.0,Land of the Free,editorial_department,director
Jerry O'Connell,1974.0,0.0,Stand by Me,actor,producer
Jerry Paris,1925.0,1986.0,The Dick Van Dyke Show,director,actor
Jerry Rees,1956.0,0.0,The Brave Little Toaster,art_department,director
Jerry Schatzberg,1927.0,0.0,Scarecrow,director,writer
Jerry Seinfeld,1954.0,0.0,Seinfeld,producer,writer
Jerry Springer,1944.0,2023.0,Domino,producer,writer
Jerry Zaks,1946.0,0.0,Marvin's Room,director,actor
Jerry Zucker,1950.0,0.0,Airplane!,producer,writer
