primaryName,birthYear,deathYear,knownForTitle,primaryProfession,secondaryProfession
Josh Gordon,,,,,
Josh Hartnett,1978.0,0.0,Lucky Number Slevin,actor,producer
Josh Hutcherson,1992.0,0.0,The Hunger Games,actor,producer
Josh Lucas,1971.0,0.0,Ford v Ferrari,actor,producer
Josh Peck,1986.0,0.0,Drake & Josh,actor,camera_department
Josh Radnor,1974.0,0.0,Liberal Arts,actor,director
Josh Schwartz,1976.0,0.0,The O.C.,producer,writer
Josh Stewart,1977.0,0.0,Interstellar,actor,producer
Josh Trank,1984.0,0.0,Fantastic Four,writer,director
Josh Zuckerman,1985.0,0.0,Austin Powers in Goldmember,actor,writer
Joshua Jackson,1978.0,0.0,The Affair,actor,producer
Joshua Marston,1968.0,0.0,Maria Full of Grace,director,producer
Joshua Michael Stern,,,,,
Josie Rourke,,,,,
Joss Whedon,1964.0,0.0,Buffy the Vampire Slayer,producer,writer
José Padilha,1967.0,0.0,Elite Squad,producer,director
Jovan Adepo,1988.0,0.0,Fences,actor,soundtrack
Joyce Chopra,1936.0,0.0,The Lemon Sisters,director,producer
Juan Carlos Fresnadillo,1967.0,0.0,28 Weeks Later,producer,director
Juan José Campanella,1959.0,0.0,The Secret in Their Eyes,writer,director
Juan Piquer Simón,1935.0,2011.0,The Rift,writer,director
Juan Solanas,1966.0,0.0,The Man Without a Head,cinematographer,writer
Judd Apatow,1967.0,0.0,Girls,producer,writer
Judd Nelson,1959.0,0.0,The Breakfast Club,actor,writer
Jude Law,1972.0,0.0,The Talented Mr. Ripley,actor,producer
Judi Dench,1934.0,0.0,Skyfall,actor,music_department
Judith Hoag,1963.0,0.0,Armageddon,actor,none
Judy Davis,1955.0,0.0,Husbands and Wives,actor,producer
Jules Bass,1935.0,2022.0,The Hobbit,producer,director
Julia Louis-Dreyfus,1961.0,0.0,Seinfeld,actor,producer
Julia Ormond,1965.0,0.0,My Week with Marilyn,actor,producer
Julia Roberts,1967.0,0.0,Pretty Woman,actor,producer
Julia Stiles,1981.0,0.0,10 Things I Hate About You,actor,producer
Julian Jarrold,1960.0,0.0,Kinky Boots,director,producer
Julian Morris,1983.0,0.0,Man in an Orange Shirt,actor,director
Julian Sands,1958.0,2023.0,A Room with a View,actor,assistant_director
Julian Schnabel,1951.0,0.0,Before Night Falls,director,writer
Julianna Margulies,1966.0,0.0,ER,actor,producer
Julianne Hough,1988.0,0.0,Rock of Ages,actor,producer
Julianne Moore,1960.0,0.0,Far from Heaven,actor,producer
Julie Andrews,1935.0,0.0,The Sound of Music,actor,writer
Julie Anne Robinson,,,,,
Julie Taymor,1952.0,0.0,Frida,director,miscellaneous
Julie Walters,1950.0,0.0,Billy Elliot,actor,soundtrack
Julien Temple,1953.0,0.0,Crock of Gold: A Few Rounds with Shane MacGowan,director,writer
Juliette Binoche,1964.0,0.0,The English Patient,actor,art_department
Juliette Lewis,1973.0,0.0,Natural Born Killers,actor,director
Julius Avery,,,,,
Jun Falkenstein,1969.0,0.0,Stillwater,director,producer
Jung Suh,1972.0,0.0,The Isle,actor,miscellaneous
Juno Temple,1989.0,0.0,Atonement,actor,soundtrack
Justin Baldoni,1984.0,0.0,Clouds,actor,producer
Justin Chadwick,1968.0,0.0,Mandela: Long Walk to Freedom,director,actor
Justin Chambers,1970.0,0.0,Grey's Anatomy,actor,soundtrack
Justin Chatwin,1982.0,0.0,Dragonball Evolution,actor,producer
Justin Kurzel,1974.0,0.0,The Snowtown Murders,producer,director
Justin Lin,1971.0,0.0,Better Luck Tomorrow,producer,director
Justin Long,1978.0,0.0,Live Free or Die Hard,actor,producer
Justin Long,1970.0,0.0,Cuckold 1,actor,archive_footage
Justin Theroux,1971.0,0.0,Mulholland Drive,actor,producer
Justin Timberlake,1981.0,0.0,Trolls,music_artist,actor
Justin Whalin,1974.0,0.0,Child's Play 3,actor,archive_footage
Justin Zackham,,,,,
József Gémes,1939.0,2013.0,Daliás idök,animation_department,production_manager
Kaige Chen,1952.0,0.0,Farewell My Concubine,producer,director
Kaitlyn Dever,1996.0,0.0,Booksmart,actor,producer
Kal Penn,1977.0,0.0,Harold & Kumar Go to White Castle,actor,producer
Kane Hodder,1955.0,0.0,Se7en,actor,stunts
Kang-ho Song,,,,,
Kar-Wai Wong,1956.0,0.0,The Grandmaster,director,producer
Karan Ashley,1975.0,0.0,Mighty Morphin Power Rangers,actor,producer
Karan Johar,1972.0,0.0,Kabhi Khushi Kabhie Gham...,producer,actor
Karel Reisz,1926.0,2002.0,The French Lieutenant's Woman,director,producer
Karen Allen,1951.0,0.0,Raiders of the Lost Ark,actor,director
Karen Black,1939.0,2013.0,Five Easy Pieces,actor,writer
Karen Gillan,1987.0,0.0,Selfie,actor,director
Karey Kirkpatrick,1964.0,0.0,Smallfoot,writer,producer
Karl Urban,1972.0,0.0,Star Trek,actor,producer
Karra Elejalde,1960.0,0.0,Timecrimes,actor,writer
Karyn Kusama,1968.0,0.0,The Invitation,director,producer
Kasi Lemmons,1961.0,0.0,Harriet,actor,director
Kate Beckinsale,1973.0,0.0,Underworld: Evolution,actor,producer
Kate Bosworth,1983.0,0.0,Superman Returns,actor,producer
Kate Capshaw,1953.0,0.0,Indiana Jones and the Temple of Doom,actor,producer
Kate Hodge,1966.0,0.0,Rapid Fire,actor,producer
Kate Hudson,1979.0,0.0,Almost Famous,actor,producer
Kate Maberly,1982.0,0.0,The Secret Garden,actor,writer
Kate Mara,1983.0,0.0,Fantastic Four,actor,producer
Kate McNeil,1959.0,0.0,Monkey Shines,actor,archive_footage
Kate Winslet,1975.0,0.0,Titanic,actor,producer
Katherine Heigl,1978.0,0.0,One for the Money,actor,producer
Kathleen Turner,1954.0,0.0,Romancing the Stone,actor,producer
Kathryn Bigelow,1951.0,0.0,The Hurt Locker,director,producer
Kathryn McCormick,1990.0,0.0,Step Up Revolution,actor,producer
Kathy Bates,1948.0,0.0,Misery,actor,director
Katie Chang,,,,,
Katie Featherston,1982.0,0.0,Paranormal Activity,actor,director
Katie Holmes,1978.0,0.0,Batman Begins,actor,producer
Katie Jarvis,1991.0,0.0,Fish Tank,actor,archive_footage
Katie Leung,1987.0,0.0,Harry Potter and the Order of the Phoenix,actor,archive_footage
Katrin Cartlidge,1961.0,2002.0,Breaking the Waves,actor,archive_footage
Katt Shea,1956.0,0.0,Nancy Drew and the Hidden Staircase,director,writer
Kay Cannon,1974.0,0.0,30 Rock,producer,writer
Kaya Scodelario,1992.0,0.0,Pirates of the Caribbean: Dead Men Tell No Tales,actor,archive_footage
Keanu Reeves,1964.0,0.0,The Matrix,actor,producer
Keegan-Michael Key,1971.0,0.0,Keanu,actor,writer
Keely Christian,1966.0,0.0,Slumber Party Massacre III,actor,none
Keenen Ivory Wayans,1958.0,0.0,White Chicks,writer,producer
Keir Gilchrist,1992.0,0.0,It's Kind of a Funny Story,actor,none
Keira Knightley,1985.0,0.0,Pirates of the Caribbean: The Curse of the Black Pearl,actor,producer
Keisha Castle-Hughes,1990.0,0.0,Whale Rider,actor,producer
Keith Coogan,1970.0,0.0,Adventures in Babysitting,actor,set_decorator
Keith Gordon,1961.0,0.0,A Midnight Clear,director,actor
Kel Mitchell,1978.0,0.0,Good Burger,actor,producer
Kellan Lutz,1985.0,0.0,The Twilight Saga: Eclipse,actor,producer
Kelly Asbury,1960.0,2020.0,Gnomeo & Juliet,art_department,animation_department
Kelly Clarkson,1982.0,0.0,The Kelly Clarkson Show,music_artist,producer
Kelly Fremon Craig,1980.0,0.0,The Edge of Seventeen,writer,director
Kelly Macdonald,1976.0,0.0,No Country for Old Men,actor,soundtrack
Kelly Makin,,,,,
Kelly McGillis,1957.0,0.0,Top Gun,actor,producer
Kelly Reichardt,1964.0,0.0,Wendy and Lucy,director,writer
Kelsey Grammer,1955.0,0.0,Cheers,producer,actor
Ken Annakin,1914.0,2009.0,The Longest Day,director,writer
Ken Finkleman,1946.0,0.0,The Newsroom,writer,director
Ken Kwapis,1957.0,0.0,One Mississippi,director,producer
Ken Marino,1968.0,0.0,The State,actor,producer
Ken Marshall,1950.0,0.0,Krull,actor,archive_footage
Ken Ogata,1937.0,2008.0,Edo Porn,actor,miscellaneous
Ken Russell,1927.0,2011.0,The Devils,director,writer
Ken Scott,1970.0,0.0,Delivery Man,director,none
Ken Shapiro,1942.0,2017.0,The Groove Tube,actor,writer
Ken Wahl,1954.0,0.0,Wiseguy,actor,producer
Ken Watanabe,1959.0,0.0,The Last Samurai,actor,producer
Ken Wiederhorn,1945.0,0.0,Dark Tower,director,producer
Kenan Thompson,1978.0,0.0,Saturday Night Live,actor,producer
Kenneth Branagh,1960.0,0.0,Henry V,actor,producer
Kenneth Johnson,1942.0,0.0,The Bionic Woman,writer,producer
Kenneth Lonergan,1962.0,0.0,Manchester by the Sea,writer,actor
Kenny Ortega,1950.0,0.0,High School Musical 3: Senior Year,director,choreographer
Kenny Wormald,1984.0,0.0,Footloose,actor,producer
Kent Alterman,,,,,
Kent McCord,1942.0,0.0,Predator 2,actor,writer
Keri Russell,1976.0,0.0,Mission: Impossible III,actor,producer
Kerry Conran,1964.0,0.0,Sky Captain and the World of Tomorrow,director,writer
Kerry Fox,1966.0,0.0,Shallow Grave,actor,writer
Kevin Allen,1962.0,0.0,Under Milk Wood,actor,director
Kevin Anderson,1960.0,0.0,Orphans,actor,soundtrack
Kevin Bacon,1958.0,0.0,Footloose,actor,producer
Kevin Bray,,,,,
Kevin Clash,1960.0,0.0,Sesame Street,actor,miscellaneous
Kevin Connolly,1974.0,0.0,Entourage,actor,director
Kevin Connor,1937.0,0.0,Motel Hell,director,sound_department
Kevin Conroy,1955.0,2022.0,Batman: The Killing Joke,actor,producer
Kevin Costner,1955.0,0.0,The Postman,actor,producer
Kevin Donovan,,,,,
Kevin Gage,1959.0,0.0,Heat,actor,producer
Kevin Greutert,1965.0,0.0,Saw X,editor,editorial_department
Kevin Hart,1979.0,0.0,Ride Along,producer,writer
Kevin Hooks,1958.0,0.0,Innerspace,director,producer
Kevin James,1965.0,0.0,Paul Blart: Mall Cop,actor,producer
Kevin Kline,1947.0,0.0,Wild Wild West,actor,director
Kevin Kölsch,,,,,
Kevin Lima,1962.0,0.0,Enchanted,animation_department,director
Kevin Macdonald,1967.0,0.0,The Last King of Scotland,director,producer
Kevin Munroe,,,,,
Kevin Reynolds,1952.0,0.0,Waterworld,director,writer
Kevin Rodney Sullivan,1958.0,0.0,How Stella Got Her Groove Back,director,producer
Kevin Smith,1970.0,0.0,Clerks,producer,actor
Kevin Sorbo,1958.0,0.0,Let There Be Light,actor,producer
Kevin Spacey,1959.0,0.0,L.A. Confidential,actor,producer
Kevin Tancharoen,1984.0,0.0,Fame,director,producer
Kevin Tenney,1955.0,0.0,Witchboard,director,writer
Kevin Williamson,1965.0,0.0,Scream,writer,producer
Khalid Abdalla,1980.0,0.0,The Kite Runner,actor,producer
KiKi Layne,1991.0,0.0,If Beale Street Could Talk,actor,producer
Kiefer Sutherland,1966.0,0.0,24,actor,producer
Kieran Culkin,1982.0,0.0,Succession,actor,archive_footage
Kim Basinger,1953.0,0.0,L.A. Confidential,actor,producer
Kim Henkel,1946.0,0.0,The Texas Chain Saw Massacre,writer,producer
Kim Ki-duk,1960.0,2020.0,3-Iron,writer,director
Kimberly Elise,1967.0,0.0,Diary of a Mad Black Woman,actor,executive
Kimberly Peirce,1967.0,0.0,Boys Don't Cry,director,producer
Kinka Usher,,,,,
Kirk Cameron,1970.0,0.0,Growing Pains,actor,writer
Kirk DeMicco,1969.0,0.0,The Croods,writer,miscellaneous
Kirk Douglas,1916.0,2020.0,The Final Countdown,actor,producer
Kirk Jones,1964.0,0.0,Waking Ned Devine,director,writer
Kirk Wong,1949.0,0.0,The Big Hit,actor,director
Kirsten Dunst,1982.0,0.0,Spider-Man,actor,producer
Kirsten Sheridan,1976.0,0.0,In America,writer,director
Kirstie Alley,1951.0,2022.0,Star Trek II: The Wrath of Khan,actor,producer
Kit Harington,1986.0,0.0,Game of Thrones,actor,writer
Kitana Kiki Rodriguez,,,,,
Klay Hall,1958.0,0.0,Planes,director,animation_department
Klinton Spilsbury,1950.0,0.0,The Legend of the Lone Ranger,actor,archive_footage
Kodi Smit-McPhee,1996.0,0.0,Let Me In,actor,soundtrack
Konstantin Khabenskiy,1972.0,0.0,Wanted,actor,director
Kotaro Daigo,2000.0,0.0,Weathering with You,actor,none
Kris Isacsson,1972.0,0.0,Man About Town,director,writer
Kris Kristofferson,1936.0,0.0,Blade,music_artist,actor
Kristanna Loken,1979.0,0.0,Terminator 3: Rise of the Machines,actor,producer
Kristen Bell,1980.0,0.0,Frozen,actor,producer
Kristen Connolly,1980.0,0.0,The Cabin in the Woods,actor,producer
Kristen Stewart,1990.0,0.0,Snow White and the Huntsman,actor,producer
Kristen Wiig,1973.0,0.0,Bridesmaids,actor,producer
Kristin Kreuk,1982.0,0.0,EuroTrip,actor,producer
Kristy Swanson,1969.0,0.0,Buffy the Vampire Slayer,actor,producer
Kumail Nanjiani,1978.0,0.0,The Big Sick,actor,writer
Kunihiko Yuyama,1952.0,0.0,Pokémon: The First Movie - Mewtwo Strikes Back,director,art_department
Kuno Becker,1978.0,0.0,Goal! The Dream Begins,actor,director
Kurt Russell,1951.0,0.0,Escape from New York,actor,producer
Kurt Wimmer,1964.0,0.0,Equilibrium,writer,producer
Kyle Balda,1971.0,0.0,Minions: The Rise of Gru,director,animation_department
Kyle Chandler,1965.0,0.0,Super 8,actor,producer
Kyle MacLachlan,1959.0,0.0,Twin Peaks,actor,director
Kyle Newman,1976.0,0.0,Fanboys,producer,director
Kyrie Irving,1992.0,0.0,Uncle Drew: Chapter 4,actor,director
Kåre Hedebrant,1995.0,0.0,Let the Right One In,actor,archive_footage
Kôji Yakusho,,,,,
LaKeith Stanfield,1991.0,0.0,Sorry to Bother You,actor,producer
Lady Gaga,1986.0,0.0,A Star Is Born,music_artist,actor
Lake Bell,1979.0,0.0,In a World...,actor,writer
Lamont Johnson,1922.0,2010.0,Wallenberg: A Hero's Story,director,actor
Lana Wachowski,1965.0,0.0,The Matrix,writer,producer
Lance Guest,1960.0,0.0,The Last Starfighter,actor,soundtrack
Lance Henriksen,1940.0,0.0,Aliens,actor,producer
Lance Hool,1948.0,0.0,Man on Fire,producer,actor
Lance Mungia,1972.0,0.0,Six-String Samurai,director,writer
Lane Smith,1936.0,2005.0,My Cousin Vinny,actor,soundtrack
Lara Flynn Boyle,1970.0,0.0,Happiness,actor,producer
Lara Jill Miller,1967.0,0.0,Gimme a Break!,actor,miscellaneous
Larenz Tate,1975.0,0.0,Crash,actor,producer
Larry B. Scott,1961.0,0.0,Revenge of the Nerds,actor,director
Larry Bishop,1948.0,0.0,Hell Ride,actor,writer
Larry Charles,1956.0,0.0,Seinfeld,producer,writer
Larry Clark,1943.0,0.0,Bully,director,writer
Lars Klevberg,,,,,
Lars von Trier,1956.0,0.0,Dancer in the Dark,writer,director
Lasse Hallström,1946.0,0.0,What's Eating Gilbert Grape,director,writer
Laura Dern,1967.0,0.0,Jurassic Park,actor,producer
Laura Linney,1964.0,0.0,The Big C,actor,producer
Laurel Holloman,1971.0,0.0,The Incredibly True Adventure of Two Girls in Love,actor,archive_footage
Lauren Ambrose,1978.0,0.0,Six Feet Under,actor,producer
Lauren Cohan,1982.0,0.0,The Boy,actor,producer
Lauren German,1978.0,0.0,Hostel: Part II,actor,soundtrack
Lauren Hutton,1943.0,0.0,American Gigolo,producer,actor
Lauren Tewes,1953.0,0.0,The Love Boat,actor,soundtrack
Laurence Fishburne,1961.0,0.0,The Matrix,actor,producer
Laurence Olivier,1907.0,1989.0,Sleuth,actor,producer
Lawrence Guterman,,,,,
Lawrence Kasdan,1949.0,0.0,The Big Chill,writer,producer
Lawrence Sher,1970.0,0.0,Joker,cinematographer,director
Lea Thompson,1961.0,0.0,Back to the Future,actor,director
Lee Daniels,1959.0,0.0,Precious,producer,writer
Lee Pace,1979.0,0.0,Guardians of the Galaxy,actor,soundtrack
Lee Tamahori,1950.0,0.0,Once Were Warriors,director,assistant_director
Lee Toland Krieger,1983.0,0.0,The Vicious Kind,producer,director
Lee Unkrich,1967.0,0.0,Coco,miscellaneous,editorial_department
Leigh Janiak,1980.0,0.0,Fear Street: Part One - 1994,director,writer
Leigh Whannell,1977.0,0.0,Saw,actor,writer
Len Wiseman,1973.0,0.0,Underworld,producer,writer
Lenny Abrahamson,1966.0,0.0,Room,director,producer
Leo Fitzpatrick,1978.0,0.0,Kids,actor,archive_footage
Leon Ichaso,1948.0,2023.0,El Super,director,writer
Leonard Nimoy,1931.0,2015.0,Star Trek IV: The Voyage Home,actor,director
Leonardo DiCaprio,1974.0,0.0,Inception,producer,actor
Leos Carax,1960.0,0.0,Holy Motors,director,writer
Les Mayfield,1959.0,0.0,Blue Streak,producer,director
Lesley-Anne Down,1954.0,0.0,"North & South: Book 1, North & South",actor,writer
Leslie Cheung,1956.0,2003.0,Days of Being Wild,actor,music_department
Leslie Mann,1972.0,0.0,Knocked Up,actor,archive_footage
Leslie Nielsen,1926.0,2010.0,Airplane!,actor,producer
Leslye Headland,1980.0,0.0,Bachelorette,producer,writer
Levan Gabriadze,1969.0,0.0,Unfriended,director,actor
Levi Miller,2002.0,0.0,Pan,actor,archive_footage
Lewis Collins,1946.0,2013.0,Jack the Ripper,actor,archive_footage
Lewis MacDougall,2002.0,0.0,A Monster Calls,actor,archive_footage
Lewis Teague,1938.0,0.0,Cujo,director,editor
Lexi Alexander,1974.0,0.0,Green Street Hooligans,director,writer
Liam Aiken,1990.0,0.0,A Series of Unfortunate Events,actor,camera_department
Liam Hemsworth,1990.0,0.0,The Hunger Games,actor,miscellaneous
Liam Lynch,1970.0,0.0,Tenacious D in the Pick of Destiny,director,writer
Liam Neeson,1952.0,0.0,Kinsey,actor,producer
Liesel Matthews,1984.0,0.0,A Little Princess,actor,soundtrack
Liev Schreiber,1967.0,0.0,Spotlight,actor,producer
Lili Fini Zanuck,1954.0,0.0,Driving Miss Daisy,producer,director
Lily Collins,1989.0,0.0,The Mortal Instruments: City of Bones,actor,producer
Lily James,1989.0,0.0,Cinderella,actor,producer
Lily Tomlin,1939.0,0.0,Nashville,actor,producer
Lilyan Chauvin,1925.0,2008.0,Predator 2,actor,director
Lin Shaye,1943.0,0.0,Insidious,actor,producer
Linda Blair,1959.0,0.0,The Exorcist,actor,producer
Linda Cardellini,1975.0,0.0,Scooby-Doo,actor,producer
Linda Fiorentino,1958.0,0.0,The Last Seduction,actor,soundtrack
Linda Griffiths,1953.0,2014.0,Lianna,actor,writer
Linda Hamilton,1956.0,0.0,Terminator 2: Judgment Day,actor,soundtrack
Lindsay Lohan,1986.0,0.0,The Parent Trap,actor,producer
Lisa Azuelos,1965.0,0.0,LOL (Laughing Out Loud),writer,director
Lisa Cholodenko,1964.0,0.0,The Kids Are All Right,director,producer
Lisa Krueger,1961.0,0.0,Manny & Lo,script_department,director
LisaRaye McCoy,1966.0,0.0,The Players Club,actor,director
Liv Tyler,1977.0,0.0,Armageddon,actor,producer
Liz Friedlander,1970.0,0.0,Conviction,director,producer
Llyr Ifans,,,,,
Logan Lerman,1992.0,0.0,The Perks of Being a Wallflower,actor,producer
Logan Marshall-Green,1976.0,0.0,The Invitation,actor,producer
Lone Scherfig,1959.0,0.0,An Education,writer,director
Loren Dean,1969.0,0.0,Ad Astra,actor,soundtrack
Lorene Scafaria,1978.0,0.0,Hustlers,producer,writer
Lorenza Izzo,1989.0,0.0,Knock Knock,actor,soundtrack
Lori Cardille,1954.0,0.0,Day of the Dead,actor,producer
Lori Heuring,1973.0,0.0,Mulholland Drive,actor,none
Lori Petty,1963.0,0.0,Tank Girl,actor,writer
Lorraine Bracco,1954.0,0.0,Goodfellas,actor,producer
Lorraine Gary,1937.0,0.0,Jaws: The Revenge,actor,archive_footage
Lou Diamond Phillips,1962.0,0.0,Courage Under Fire,actor,director
Lou Ferrigno,1951.0,0.0,The Incredible Hulk,actor,producer
Lou Taylor Pucci,1985.0,0.0,You,actor,producer
Louis Ashbourne Serkis,,,,,
Louis C.K.,1967.0,0.0,Louie,writer,producer
Louis Leterrier,1973.0,0.0,The Incredible Hulk,director,producer
Louis Malle,1932.0,1995.0,"Goodbye, Children",director,writer
Louis Morneau,,,,,
Louis Tripp,1973.0,0.0,The Gate,actor,archive_footage
Louise Lasser,1939.0,0.0,Happiness,actor,writer
Lubna Azabal,1973.0,0.0,Incendies,actor,archive_footage
Luc Besson,1959.0,0.0,The Fifth Element,writer,producer
Luca Guadagnino,1971.0,0.0,Call Me by Your Name,director,producer
Lucas Black,1982.0,0.0,Sling Blade,actor,archive_footage
Lucas Hedges,1996.0,0.0,Manchester by the Sea,actor,soundtrack
Lucas Pittaway,,,,,
Lucas Till,1990.0,0.0,X-Men: First Class,actor,producer
Lucia Aniello,1983.0,0.0,Hacks,producer,writer
Luciano Pavarotti,1935.0,2007.0,"Yes, Giorgio",actor,director
Lucio Fulci,1927.0,1996.0,The New York Ripper,writer,director
Lucky McKee,1975.0,0.0,May,director,writer
Lucy Hale,1989.0,0.0,Truth or Dare,actor,producer
Luigi Cozzi,1947.0,0.0,Hercules,director,writer
Luis Llosa,1951.0,0.0,Anaconda,producer,director
Luis Mandoki,1954.0,0.0,Innocent Voices,director,producer
Luis Prieto,1970.0,0.0,White Lines,director,writer
Luis Puenzo,1946.0,0.0,The Official Story,director,producer
Luis Valdez,1940.0,0.0,La Bamba,director,actor
Lukas Haas,1976.0,0.0,Inception,actor,music_department
Luke Evans,1979.0,0.0,Dracula Untold,actor,producer
Luke Greenfield,1972.0,0.0,Let's Be Cops,director,producer
Luke Perry,1966.0,2019.0,"Beverly Hills, 90210",actor,producer
Luke Scott,1968.0,0.0,Morgan,director,writer
Luke Wilson,1971.0,0.0,The Royal Tenenbaums,actor,producer
Lupita Nyong'o,1983.0,0.0,12 Years a Slave,actor,producer
Lynn Shelton,1965.0,2020.0,Humpday,director,actor
Lynne Ramsay,1969.0,0.0,You Were Never Really Here,director,writer
M. Night Shyamalan,1970.0,0.0,Lady in the Water,producer,director
M.J. Bassett,1968.0,0.0,Solomon Kane,director,producer
Mabrouk El Mechri,1976.0,0.0,JCVD,director,writer
Macaulay Culkin,1980.0,0.0,Home Alone,actor,producer
Mackenzie Foy,2000.0,0.0,Interstellar,actor,soundtrack
Macon Blair,1974.0,0.0,Blue Ruin,actor,writer
Madeleine Stowe,1958.0,0.0,12 Monkeys,actor,director
Madeline Carroll,1996.0,0.0,Flipped,actor,producer
Madonna,1958.0,0.0,A League of Their Own,music_artist,actor
Mads Mikkelsen,1965.0,0.0,Hannibal,actor,miscellaneous
Mae Whitman,1988.0,0.0,One Fine Day,actor,art_department
Magda Szubanski,1961.0,0.0,Kath & Kim,actor,writer
Maggie Carey,1975.0,0.0,The To Do List,director,writer
Maggie Smith,1934.0,0.0,Gosford Park,actor,soundtrack
Mahershala Ali,1974.0,0.0,Leave the World Behind,actor,producer
Maika Monroe,1993.0,0.0,It Follows,actor,producer
Majid Majidi,1959.0,0.0,Children of Heaven,writer,director
Makoto Shinkai,1973.0,0.0,Suzume,writer,art_department
Malcolm D. Lee,1970.0,0.0,Girls Trip,writer,director
Malcolm McDowell,1943.0,0.0,A Clockwork Orange,actor,producer
Malcolm Mowbray,1949.0,2023.0,A Private Function,director,writer
Malcolm Venville,,,,,
Mandy Moore,1984.0,0.0,A Walk to Remember,actor,writer
Manny Coto,1961.0,2023.0,American Horror Story,writer,producer
Marc Abraham,,,,,
Marc Caro,1956.0,0.0,Delicatessen,director,writer
Marc Forster,1969.0,0.0,World War Z,producer,director
Marc Lawrence,1959.0,0.0,Miss Congeniality,writer,miscellaneous
Marc Rocco,1962.0,2009.0,The Jacket,producer,director
Marc Schölermann,1971.0,0.0,Pathology,director,production_manager
Marc Singer,1948.0,0.0,The Beastmaster,actor,director
Marc Webb,1974.0,0.0,500 Days of Summer,producer,director
Marcel Langenegger,,,,,
Marcel Ruiz,2003.0,0.0,One Day at a Time,actor,archive_footage
Marco Brambilla,1960.0,0.0,Heaven's Gate,director,writer
Marco Leonardi,1971.0,0.0,Cinema Paradiso,actor,soundtrack
Marco Schnabel,,,,,
Marcus Dunstan,1975.0,0.0,The Collector,writer,director
Marcus Nispel,1963.0,0.0,Friday the 13th,director,producer
Marcus Raboy,1965.0,0.0,Adam Sandler: The Kennedy Center Mark Twain Prize for American Humor,director,producer
Maren Jensen,1956.0,0.0,Battlestar Galactica,actor,production_designer
Margot Kidder,1948.0,2018.0,Superman,actor,producer
Margot Robbie,1990.0,0.0,Suicide Squad,actor,producer
Maria Maggenti,1962.0,0.0,Before I Fall,producer,director
Mariah Carey,1969.0,0.0,Glitter,music_artist,actor
Maribel Verdú,1970.0,0.0,Pan's Labyrinth,actor,soundtrack
Mariel Hemingway,1961.0,0.0,Manhattan,actor,producer
Marielle Heller,1979.0,0.0,The Diary of a Teenage Girl,actor,director
Mario Van Peebles,1957.0,0.0,Baadasssss!,actor,director
Marion Cotillard,1975.0,0.0,La Vie En Rose,actor,producer
Marisa Paredes,1946.0,0.0,All About My Mother,actor,miscellaneous
Marisa Silver,,,,,
Mark A.Z. Dippé,1956.0,0.0,Spawn,visual_effects,director
Mark Addy,1964.0,0.0,The Full Monty,actor,soundtrack
Mark Andrews,1968.0,0.0,Brave,art_department,director
Mark Blankfield,1950.0,0.0,Robin Hood: Men in Tights,actor,writer
Mark Brown,1980.0,0.0,Sparrowhawk,producer,none
Mark Christopher,1963.0,0.0,54,writer,producer
Mark Dacascos,1964.0,0.0,Brotherhood of the Wolf,actor,stunts
Mark DiSalle,,,,,
Mark Dindal,1960.0,0.0,Chicken Little,visual_effects,writer
Mark Duplass,1976.0,0.0,Safety Not Guaranteed,actor,producer
Mark Goldblatt,,,,,
Mark Hamill,1951.0,0.0,Star Wars: Episode IV - A New Hope,actor,producer
Mark Helfrich,,,,,
Mark Herman,1954.0,0.0,The Boy in the Striped Pajamas,writer,director
Mark Illsley,1958.0,0.0,"Happy, Texas",assistant_director,miscellaneous
Mark Jones,1953.0,0.0,Leprechaun,writer,miscellaneous
Mark L. Lester,1946.0,0.0,Commando,producer,director
Mark Mylod,,,,,
Mark Neveldine,1973.0,0.0,Gamer,writer,director
Mark Osborne,1970.0,0.0,The Little Prince,director,producer
Mark Palansky,,,,,
Mark Pavia,,,,,
Mark Pellington,1962.0,0.0,Arlington Road,producer,director
Mark Piznarski,,,,,
Mark Romanek,1959.0,0.0,One Hour Photo,director,producer
Mark Rosman,1959.0,0.0,Time Toys,director,writer
Mark Ruffalo,1967.0,0.0,Spotlight,actor,producer
Mark Rydell,1929.0,0.0,The Long Goodbye,director,miscellaneous
Mark Rylance,1960.0,0.0,Bridge of Spies,actor,producer
Mark Steven Johnson,1964.0,0.0,Finding Steve McQueen,writer,director
Mark Strong,1963.0,0.0,1917,actor,producer
Mark Tarlov,1952.0,2021.0,Copycat,producer,director
Mark Tonderai,,,,,
Mark Wahlberg,1971.0,0.0,The Fighter,producer,actor
Mark Waters,1964.0,0.0,500 Days of Summer,director,producer
Marla Sokoloff,1980.0,0.0,The Practice,actor,director
Marlon Brando,1924.0,2004.0,Apocalypse Now,actor,director
Marlon Wayans,1972.0,0.0,White Chicks,actor,writer
Mars Callahan,1971.0,0.0,Poolhall Junkies,actor,director
Marshall Brickman,1939.0,0.0,Annie Hall,writer,producer
Marshall Herskovitz,1952.0,0.0,Thirtysomething,producer,writer
Martha Coolidge,1946.0,0.0,Valley Girl,director,producer
Martha Fiennes,1965.0,0.0,Onegin,director,producer
Martin Bell,1943.0,0.0,Streetwise,director,cinematographer
Martin Brest,1951.0,0.0,Scent of a Woman,director,writer
Martin Campbell,1943.0,0.0,Casino Royale,director,producer
